Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Main Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
12001,Journal of the Experimental Analysis of Behavior,815,261,69,3.1,0.973,0.936,3205,Experimental and Cognitive Psychology,43,96,169,Wiley-Blackwell,John Wiley & Sons,j,No,3,FALSE,https://www.scopus.com/sourceid/12001,00225002,19383711
12001,Journal of the Experimental Analysis of Behavior,815,261,69,3.1,0.973,0.936,2802,Behavioral Neuroscience,26,67,90,Wiley-Blackwell,John Wiley & Sons,j,No,3,FALSE,https://www.scopus.com/sourceid/12001,00225002,19383711
12002,Journal of the History of the Behavioral Sciences,105,87,49,1.2,0.833,0.252,1202,History,87,225,1850,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12002,00225061,15206696
12002,Journal of the History of the Behavioral Sciences,105,87,49,1.2,0.833,0.252,3201,Psychology (miscellaneous),35,70,107,Wiley-Blackwell,John Wiley & Sons,j,No,3,FALSE,https://www.scopus.com/sourceid/12002,00225061,15206696
12004,Journal of Trauma and Dissociation,774,153,81,5.1,1.426,0.971,3203,Clinical Psychology,75,78,313,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12004,15299732,15299740
12004,Journal of Trauma and Dissociation,774,153,81,5.1,1.426,0.971,2738,Psychiatry and Mental Health,67,188,580,Taylor & Francis,Taylor & Francis,j,No,2,FALSE,https://www.scopus.com/sourceid/12004,15299732,15299740
12005,Journal of Traumatic Stress,2525,441,83,5.7,1.151,1.185,3203,Clinical Psychology,79,65,313,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12005,08949867,15736598
12005,Journal of Traumatic Stress,2525,441,83,5.7,1.151,1.185,2738,Psychiatry and Mental Health,74,149,580,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12005,08949867,15736598
12006,Journal of Vocational Behavior,3096,288,89,10.8,2.409,2.793,3304,Education,96,54,1620,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12006,00018791,10959084
12006,Journal of Vocational Behavior,3096,288,89,10.8,2.409,2.793,3319,Life-span and Life-course Studies,94,4,60,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12006,00018791,10959084
12006,Journal of Vocational Behavior,3096,288,89,10.8,2.409,2.793,1407,Organizational Behavior and Human Resource Management,91,20,234,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12006,00018791,10959084
12006,Journal of Vocational Behavior,3096,288,89,10.8,2.409,2.793,3202,Applied Psychology,91,22,256,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12006,00018791,10959084
12007,Statisztikai Szemle,109,173,33,0.6,0.408,0.179,3301,Social Sciences (miscellaneous),30,470,674,Kozponti Statisztikai Hivatal,Kozponti Statisztikai Hivatal,j,No,3,FALSE,https://www.scopus.com/sourceid/12007,00390690,
12007,Statisztikai Szemle,109,173,33,0.6,0.408,0.179,3317,Demography,26,103,140,Kozponti Statisztikai Hivatal,Kozponti Statisztikai Hivatal,j,No,3,FALSE,https://www.scopus.com/sourceid/12007,00390690,
12007,Statisztikai Szemle,109,173,33,0.6,0.408,0.179,2604,Applied Mathematics,11,592,665,Kozponti Statisztikai Hivatal,Kozponti Statisztikai Hivatal,j,No,4,FALSE,https://www.scopus.com/sourceid/12007,00390690,
12007,Statisztikai Szemle,109,173,33,0.6,0.408,0.179,2002,Economics and Econometrics,10,656,731,Kozponti Statisztikai Hivatal,Kozponti Statisztikai Hivatal,j,No,4,FALSE,https://www.scopus.com/sourceid/12007,00390690,
12007,Statisztikai Szemle,109,173,33,0.6,0.408,0.179,2613,Statistics and Probability,8,268,293,Kozponti Statisztikai Hivatal,Kozponti Statisztikai Hivatal,j,No,4,FALSE,https://www.scopus.com/sourceid/12007,00390690,
12008,Teruleti Statisztika,304,112,52,2.7,0.413,0.219,3316,Cultural Studies,90,125,1371,Hungarian Central Statistical Office,Hungarian Central Statistical Office,j,No,1,TRUE,https://www.scopus.com/sourceid/12008,00187828,20648251
12008,Teruleti Statisztika,304,112,52,2.7,0.413,0.219,2613,Statistics and Probability,62,111,293,Hungarian Central Statistical Office,Hungarian Central Statistical Office,j,No,2,FALSE,https://www.scopus.com/sourceid/12008,00187828,20648251
12008,Teruleti Statisztika,304,112,52,2.7,0.413,0.219,3305,"Geography, Planning and Development",59,341,841,Hungarian Central Statistical Office,Hungarian Central Statistical Office,j,No,2,FALSE,https://www.scopus.com/sourceid/12008,00187828,20648251
12008,Teruleti Statisztika,304,112,52,2.7,0.413,0.219,3321,Public Administration,55,107,242,Hungarian Central Statistical Office,Hungarian Central Statistical Office,j,No,2,FALSE,https://www.scopus.com/sourceid/12008,00187828,20648251
12008,Teruleti Statisztika,304,112,52,2.7,0.413,0.219,2002,Economics and Econometrics,50,365,731,Hungarian Central Statistical Office,Hungarian Central Statistical Office,j,No,2,FALSE,https://www.scopus.com/sourceid/12008,00187828,20648251
12010,Annual Review of Psychology,5918,102,100,58,13.631,13.786,3200,Psychology (all),99,1,218,Annual Reviews Inc.,Annual Reviews Inc.,j,No,1,TRUE,https://www.scopus.com/sourceid/12010,00664308,15452085
12013,Revue des Etudes Juives,7,71,8,0.1,0,0.101,1208,Literature and Literary Theory,22,894,1160,Peeters Publishers,Peeters Publishers,j,No,4,FALSE,https://www.scopus.com/sourceid/12013,04848616,1783175X
12013,Revue des Etudes Juives,7,71,8,0.1,0,0.101,1202,History,13,1592,1850,Peeters Publishers,Peeters Publishers,j,No,4,FALSE,https://www.scopus.com/sourceid/12013,04848616,1783175X
12013,Revue des Etudes Juives,7,71,8,0.1,0,0.101,1212,Religious Studies,12,614,705,Peeters Publishers,Peeters Publishers,j,No,4,FALSE,https://www.scopus.com/sourceid/12013,04848616,1783175X
12013,Revue des Etudes Juives,7,71,8,0.1,0,0.101,3316,Cultural Studies,9,1234,1371,Peeters Publishers,Peeters Publishers,j,No,4,FALSE,https://www.scopus.com/sourceid/12013,04848616,1783175X
12014,Anuario de Psicologia,71,81,38,0.9,0.291,0.197,3200,Psychology (all),18,179,218,Universitat de Barcelona,Universitat de Barcelona,j,No,4,FALSE,https://www.scopus.com/sourceid/12014,00665126,19885253
12014,Anuario de Psicologia,71,81,38,0.9,0.291,0.197,2738,Psychiatry and Mental Health,17,479,580,Universitat de Barcelona,Universitat de Barcelona,j,No,4,FALSE,https://www.scopus.com/sourceid/12014,00665126,19885253
12016,Canadian Journal of Fisheries and Aquatic Sciences,2476,564,81,4.4,0.907,0.803,1105,"Ecology, Evolution, Behavior and Systematics",75,177,731,NRC Research Press,National Research Council of Canada,j,No,1,FALSE,https://www.scopus.com/sourceid/12016,0706652X,12057533
12016,Canadian Journal of Fisheries and Aquatic Sciences,2476,564,81,4.4,0.907,0.803,1104,Aquatic Science,72,72,257,NRC Research Press,National Research Council of Canada,j,No,2,FALSE,https://www.scopus.com/sourceid/12016,0706652X,12057533
12020,"Anxiety, Stress and Coping",1689,211,82,8,1.402,#N/A,1201,Arts and Humanities (miscellaneous),96,21,630,Taylor & Francis,Taylor & Francis,j,No,1,TRUE,https://www.scopus.com/sourceid/12020,10615806,14772205
12020,"Anxiety, Stress and Coping",1689,211,82,8,1.402,#N/A,3204,Developmental and Educational Psychology,91,31,367,Taylor & Francis,Taylor & Francis,j,No,1,TRUE,https://www.scopus.com/sourceid/12020,10615806,14772205
12020,"Anxiety, Stress and Coping",1689,211,82,8,1.402,#N/A,3203,Clinical Psychology,91,27,313,Taylor & Francis,Taylor & Francis,j,No,1,TRUE,https://www.scopus.com/sourceid/12020,10615806,14772205
12020,"Anxiety, Stress and Coping",1689,211,82,8,1.402,#N/A,2738,Psychiatry and Mental Health,88,69,580,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12020,10615806,14772205
12024,Applied Cognitive Psychology,2147,484,68,4.4,1.108,0.927,1201,Arts and Humanities (miscellaneous),87,82,630,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12024,08884080,10990720
12024,Applied Cognitive Psychology,2147,484,68,4.4,1.108,0.927,3205,Experimental and Cognitive Psychology,70,50,169,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12024,08884080,10990720
12024,Applied Cognitive Psychology,2147,484,68,4.4,1.108,0.927,3204,Developmental and Educational Psychology,67,119,367,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12024,08884080,10990720
12027,Japanese Journal of Educational Psychology,37,95,25,0.4,0.372,0.106,3304,Education,10,1458,1620,Japanese Association of Education Psychology,Japanese Association of Educational Psychology,j,No,4,FALSE,https://www.scopus.com/sourceid/12027,00215015,21863075
12027,Japanese Journal of Educational Psychology,37,95,25,0.4,0.372,0.106,3204,Developmental and Educational Psychology,5,349,367,Japanese Association of Education Psychology,Japanese Association of Educational Psychology,j,No,4,FALSE,https://www.scopus.com/sourceid/12027,00215015,21863075
12028,Applied Psychological Measurement,332,135,67,2.5,0.962,0.718,3301,Social Sciences (miscellaneous),67,222,674,SAGE,SAGE,j,No,2,FALSE,https://www.scopus.com/sourceid/12028,01466216,15523497
12028,Applied Psychological Measurement,332,135,67,2.5,0.962,0.718,3201,Psychology (miscellaneous),57,46,107,SAGE,SAGE,j,No,2,FALSE,https://www.scopus.com/sourceid/12028,01466216,15523497
12029,Applied Psychology,4167,277,91,15,2.966,2.958,1201,Arts and Humanities (miscellaneous),99,3,630,Wiley-Blackwell,John Wiley & Sons,j,No,1,TRUE,https://www.scopus.com/sourceid/12029,0269994X,14640597
12029,Applied Psychology,4167,277,91,15,2.966,2.958,3204,Developmental and Educational Psychology,98,6,367,Wiley-Blackwell,John Wiley & Sons,j,No,1,TRUE,https://www.scopus.com/sourceid/12029,0269994X,14640597
12029,Applied Psychology,4167,277,91,15,2.966,2.958,3202,Applied Psychology,95,11,256,Wiley-Blackwell,John Wiley & Sons,j,No,1,TRUE,https://www.scopus.com/sourceid/12029,0269994X,14640597
12030,Learning and Behavior,454,165,64,2.8,0.769,0.566,3205,Experimental and Cognitive Psychology,35,109,169,Springer Nature,Springer Nature,j,No,3,FALSE,https://www.scopus.com/sourceid/12030,15434494,15434508
12030,Learning and Behavior,454,165,64,2.8,0.769,0.566,2805,Cognitive Neuroscience,35,79,121,Springer Nature,Springer Nature,j,No,3,FALSE,https://www.scopus.com/sourceid/12030,15434494,15434508
12030,Learning and Behavior,454,165,64,2.8,0.769,0.566,2802,Behavioral Neuroscience,23,69,90,Springer Nature,Springer Nature,j,No,4,FALSE,https://www.scopus.com/sourceid/12030,15434494,15434508
12033,Welding and Cutting,9,41,20,0.2,0.111,0.11,2210,Mechanical Engineering,6,676,720,D V S Verlag GmbH,Deutscher Verlag fur Schweisstechnik GmbH,d,No,4,FALSE,https://www.scopus.com/sourceid/12033,16123433,
12033,Welding and Cutting,9,41,20,0.2,0.111,0.11,2506,Metals and Alloys,4,167,175,D V S Verlag GmbH,Deutscher Verlag fur Schweisstechnik GmbH,d,No,4,FALSE,https://www.scopus.com/sourceid/12033,16123433,
12033,Welding and Cutting,9,41,20,0.2,0.111,0.11,2211,Mechanics of Materials,3,391,403,D V S Verlag GmbH,Deutscher Verlag fur Schweisstechnik GmbH,d,No,4,FALSE,https://www.scopus.com/sourceid/12033,16123433,
12037,"Welding in the World, Le Soudage Dans Le Monde",3703,802,80,4.6,1.067,0.599,2506,Metals and Alloys,74,45,175,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12037,00432288,
12037,"Welding in the World, Le Soudage Dans Le Monde",3703,802,80,4.6,1.067,0.599,2210,Mechanical Engineering,69,223,720,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12037,00432288,
12037,"Welding in the World, Le Soudage Dans Le Monde",3703,802,80,4.6,1.067,0.599,2211,Mechanics of Materials,62,151,403,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12037,00432288,
12040,Welding Journal,208,55,73,3.8,0.822,0.464,2506,Metals and Alloys,70,53,175,American Welding Society,American Welding Society,j,No,2,FALSE,https://www.scopus.com/sourceid/12040,00432296,
12040,Welding Journal,208,55,73,3.8,0.822,0.464,2210,Mechanical Engineering,60,286,720,American Welding Society,American Welding Society,j,No,2,FALSE,https://www.scopus.com/sourceid/12040,00432296,
12040,Welding Journal,208,55,73,3.8,0.822,0.464,2211,Mechanics of Materials,54,182,403,American Welding Society,American Welding Society,j,No,2,FALSE,https://www.scopus.com/sourceid/12040,00432296,
12041,Applied Psychophysiology Biofeedback,618,148,78,4.2,1.074,0.733,3206,Neuropsychology and Physiological Psychology,64,28,77,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12041,10900586,15733270
12041,Applied Psychophysiology Biofeedback,618,148,78,4.2,1.074,0.733,3202,Applied Psychology,58,106,256,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12041,10900586,15733270
12042,Legal and Criminological Psychology,272,57,74,4.8,1.345,0.726,2734,Pathology and Forensic Medicine,73,54,204,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12042,13553259,20448333
12042,Legal and Criminological Psychology,272,57,74,4.8,1.345,0.726,3202,Applied Psychology,65,90,256,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12042,13553259,20448333
12043,Interchange,333,114,64,2.9,0.625,0.361,3308,Law,82,191,1105,Springer Nature,Springer Nature,j,No,1,FALSE,https://www.scopus.com/sourceid/12043,08264805,15731790
12043,Interchange,333,114,64,2.9,0.625,0.361,1201,Arts and Humanities (miscellaneous),77,141,630,Springer Nature,Springer Nature,j,No,1,FALSE,https://www.scopus.com/sourceid/12043,08264805,15731790
12043,Interchange,333,114,64,2.9,0.625,0.361,3301,Social Sciences (miscellaneous),73,181,674,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12043,08264805,15731790
12043,Interchange,333,114,64,2.9,0.625,0.361,3300,Social Sciences (all),68,89,285,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12043,08264805,15731790
12043,Interchange,333,114,64,2.9,0.625,0.361,3304,Education,62,612,1620,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12043,08264805,15731790
12045,"Interface: Communication, Health, Education",476,431,46,1.1,0.609,#N/A,3315,Communication,41,312,535,"Nucleo de Comunicacao, Fundacao UNI",Fundacao UNI Botucatu/UNESP,j,Yes,3,FALSE,https://www.scopus.com/sourceid/12045,14143283,18075762
12045,"Interface: Communication, Health, Education",476,431,46,1.1,0.609,#N/A,3304,Education,31,1118,1620,"Nucleo de Comunicacao, Fundacao UNI",Fundacao UNI Botucatu/UNESP,j,Yes,3,FALSE,https://www.scopus.com/sourceid/12045,14143283,18075762
12045,"Interface: Communication, Health, Education",476,431,46,1.1,0.609,#N/A,3306,Health (social science),28,270,376,"Nucleo de Comunicacao, Fundacao UNI",Fundacao UNI Botucatu/UNESP,j,Yes,3,FALSE,https://www.scopus.com/sourceid/12045,14143283,18075762
12049,Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society,243,209,47,1.2,0.44,0.267,2506,Metals and Alloys,30,123,175,Japan Welding Society/Yosetsu Gakkai,Japan Welding Society,j,No,3,FALSE,https://www.scopus.com/sourceid/12049,02884771,
12049,Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society,243,209,47,1.2,0.44,0.267,2210,Mechanical Engineering,26,531,720,Japan Welding Society/Yosetsu Gakkai,Japan Welding Society,j,No,3,FALSE,https://www.scopus.com/sourceid/12049,02884771,
12049,Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society,243,209,47,1.2,0.44,0.267,2211,Mechanics of Materials,20,319,403,Japan Welding Society/Yosetsu Gakkai,Japan Welding Society,j,No,4,FALSE,https://www.scopus.com/sourceid/12049,02884771,
12049,Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society,243,209,47,1.2,0.44,0.267,2508,"Surfaces, Coatings and Films",19,107,132,Japan Welding Society/Yosetsu Gakkai,Japan Welding Society,j,No,4,FALSE,https://www.scopus.com/sourceid/12049,02884771,
12053,Archives of Suicide Research,2378,363,85,6.6,1.494,1.432,3203,Clinical Psychology,85,46,313,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12053,13811118,15436136
12053,Archives of Suicide Research,2378,363,85,6.6,1.494,1.432,2738,Psychiatry and Mental Health,80,114,580,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12053,13811118,15436136
12054,Arts in Psychotherapy,973,300,70,3.2,0.87,0.532,3601,Health Professions (miscellaneous),82,16,91,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12054,01974556,18735878
12054,Arts in Psychotherapy,973,300,70,3.2,0.87,0.532,3203,Clinical Psychology,56,138,313,Elsevier,Elsevier,j,No,2,FALSE,https://www.scopus.com/sourceid/12054,01974556,18735878
12054,Arts in Psychotherapy,973,300,70,3.2,0.87,0.532,2738,Psychiatry and Mental Health,49,296,580,Elsevier,Elsevier,j,No,3,FALSE,https://www.scopus.com/sourceid/12054,01974556,18735878
12055,Asian Journal of Social Psychology,829,208,66,4,1.083,0.849,3300,Social Sciences (all),78,61,285,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12055,13672223,1467839X
12055,Asian Journal of Social Psychology,829,208,66,4,1.083,0.849,3207,Social Psychology,61,121,313,Wiley-Blackwell,John Wiley & Sons,j,No,2,FALSE,https://www.scopus.com/sourceid/12055,13672223,1467839X
12056,Research in International Business and Finance,11591,1047,85,11.1,1.869,1.415,1401,"Business, Management and Accounting (miscellaneous)",95,10,208,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12056,02755319,
12056,Research in International Business and Finance,11591,1047,85,11.1,1.869,1.415,2003,Finance,95,16,333,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12056,02755319,
12057,Media Psychology,1159,142,81,8.2,1.558,1.594,3315,Communication,94,32,535,Taylor & Francis,Taylor & Francis,j,No,1,TRUE,https://www.scopus.com/sourceid/12057,15213269,1532785X
12057,Media Psychology,1159,142,81,8.2,1.558,1.594,3207,Social Psychology,90,31,313,Taylor & Francis,Taylor & Francis,j,No,1,TRUE,https://www.scopus.com/sourceid/12057,15213269,1532785X
12057,Media Psychology,1159,142,81,8.2,1.558,1.594,3202,Applied Psychology,84,39,256,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12057,15213269,1532785X
12058,Assessment,5234,545,89,9.6,2.042,2.158,3203,Clinical Psychology,96,13,313,SAGE,SAGE,j,No,1,TRUE,https://www.scopus.com/sourceid/12058,10731911,15523489
12058,Assessment,5234,545,89,9.6,2.042,2.158,3202,Applied Psychology,89,28,256,SAGE,SAGE,j,No,1,FALSE,https://www.scopus.com/sourceid/12058,10731911,15523489
12059,Memory,1674,419,72,4,1.053,0.958,1201,Arts and Humanities (miscellaneous),85,95,630,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12059,09658211,14640686
12059,Memory,1674,419,72,4,1.053,0.958,3200,Psychology (all),60,86,218,Taylor & Francis,Taylor & Francis,j,No,2,FALSE,https://www.scopus.com/sourceid/12059,09658211,14640686
12061,Memory and Cognition,2189,478,77,4.6,1.32,1.149,1201,Arts and Humanities (miscellaneous),87,78,630,Springer Nature,Springer Nature,j,No,1,FALSE,https://www.scopus.com/sourceid/12061,0090502X,15325946
12061,Memory and Cognition,2189,478,77,4.6,1.32,1.149,3205,Experimental and Cognitive Psychology,72,47,169,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12061,0090502X,15325946
12061,Memory and Cognition,2189,478,77,4.6,1.32,1.149,3206,Neuropsychology and Physiological Psychology,65,27,77,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12061,0090502X,15325946
12062,International Journal for the Advancement of Counselling,359,160,64,2.2,0.669,0.51,3304,Education,52,769,1620,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12062,01650653,15733246
12062,International Journal for the Advancement of Counselling,359,160,64,2.2,0.669,0.51,3201,Psychology (miscellaneous),51,52,107,Springer Nature,Springer Nature,j,No,2,FALSE,https://www.scopus.com/sourceid/12062,01650653,15733246
12062,International Journal for the Advancement of Counselling,359,160,64,2.2,0.669,0.51,3202,Applied Psychology,36,164,256,Springer Nature,Springer Nature,j,No,3,FALSE,https://www.scopus.com/sourceid/12062,01650653,15733246
12063,Journal of Meteorological Research,1378,277,69,5,0.945,0.938,2212,Ocean Engineering,75,29,114,China Meteorological Press,Chinese Meteorological Society,j,No,1,FALSE,https://www.scopus.com/sourceid/12063,20956037,21980934
12063,Journal of Meteorological Research,1378,277,69,5,0.945,0.938,1902,Atmospheric Science,60,59,149,China Meteorological Press,Chinese Meteorological Society,j,No,2,FALSE,https://www.scopus.com/sourceid/12063,20956037,21980934
12064,Advances in Atmospheric Sciences,6509,597,84,10.9,1.869,2.013,1902,Atmospheric Science,95,7,149,Science Press,Science Press,j,No,1,TRUE,https://www.scopus.com/sourceid/12064,02561530,18619533
12065,Cybium,159,118,47,1.3,0.613,0.298,1103,Animal Science and Zoology,33,339,509,Societe Francaise d'lchtyologie,Societe Francaise d'Ichtyologie,j,No,3,FALSE,https://www.scopus.com/sourceid/12065,03990974,21010315
12065,Cybium,159,118,47,1.3,0.613,0.298,1105,"Ecology, Evolution, Behavior and Systematics",27,527,731,Societe Francaise d'lchtyologie,Societe Francaise d'Ichtyologie,j,No,3,FALSE,https://www.scopus.com/sourceid/12065,03990974,21010315
12066,Journal of the American Medical Directors Association,10278,1346,75,7.6,1.447,1.43,2900,Nursing (all),96,5,143,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12066,15258610,15389375
12066,Journal of the American Medical Directors Association,10278,1346,75,7.6,1.447,1.43,2719,Health Policy,92,24,320,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12066,15258610,15389375
12066,Journal of the American Medical Directors Association,10278,1346,75,7.6,1.447,1.43,2717,Geriatrics and Gerontology,84,19,120,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12066,15258610,15389375
12067,Agricultural and Forest Meteorology,17487,1581,89,11.1,1.567,1.903,1902,Atmospheric Science,96,6,149,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12067,01681923,
12067,Agricultural and Forest Meteorology,17487,1581,89,11.1,1.567,1.903,1102,Agronomy and Crop Science,95,19,414,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12067,01681923,
12067,Agricultural and Forest Meteorology,17487,1581,89,11.1,1.567,1.903,1107,Forestry,95,9,175,Elsevier,Elsevier,j,No,1,TRUE,https://www.scopus.com/sourceid/12067,01681923,
12067,Agricultural and Forest Meteorology,17487,1581,89,11.1,1.567,1.903,2306,Global and Planetary Change,89,14,125,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12067,01681923,
12068,International Statistical Review,511,98,71,5.2,1.845,0.922,2613,Statistics and Probability,89,31,293,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12068,03067734,17515823
12068,International Statistical Review,511,98,71,5.2,1.845,0.922,1804,"Statistics, Probability and Uncertainty",84,28,175,Wiley-Blackwell,John Wiley & Sons,j,No,1,FALSE,https://www.scopus.com/sourceid/12068,03067734,17515823
12070,Attachment and Human Development,1030,151,74,6.8,1.619,1.455,3204,Developmental and Educational Psychology,86,50,367,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12070,14616734,14692988
12070,Attachment and Human Development,1030,151,74,6.8,1.619,1.455,2738,Psychiatry and Mental Health,82,102,580,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12070,14616734,14692988
12072,International Journal of Educational Development,3088,584,73,5.3,1.605,0.984,3312,Sociology and Political Science,87,187,1497,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12072,07380593,
12072,International Journal of Educational Development,3088,584,73,5.3,1.605,0.984,3304,Education,83,268,1620,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12072,07380593,
12072,International Journal of Educational Development,3088,584,73,5.3,1.605,0.984,3303,Development,82,56,309,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12072,07380593,
12073,International Journal of Educational Research,3040,584,74,5.2,1.613,0.969,3304,Education,82,276,1620,Elsevier,Elsevier,j,No,1,FALSE,https://www.scopus.com/sourceid/12073,08830355,
12074,Bulletin of the American Meteorological Society,8388,912,67,9.2,1.912,1.979,1902,Atmospheric Science,89,16,149,American Meteorological Society,American Meteorological Society,j,No,1,FALSE,https://www.scopus.com/sourceid/12074,00030007,15200477
12075,Clothing and Textiles Research Journal,515,79,81,6.5,1.665,0.791,1401,"Business, Management and Accounting (miscellaneous)",85,30,208,SAGE,SAGE,j,No,1,FALSE,https://www.scopus.com/sourceid/12075,0887302X,19402473
12075,Clothing and Textiles Research Journal,515,79,81,6.5,1.665,0.791,1400,"Business, Management and Accounting (all)",77,52,225,SAGE,SAGE,j,No,1,FALSE,https://www.scopus.com/sourceid/12075,0887302X,19402473
12075,Clothing and Textiles Research Journal,515,79,81,6.5,1.665,0.791,2501,Materials Science (miscellaneous),74,60,232,SAGE,SAGE,j,No,2,FALSE,https://www.scopus.com/sourceid/12075,0887302X,19402473
12075,Clothing and Textiles Research Journal,515,79,81,6.5,1.665,0.791,2507,Polymers and Plastics,70,50,167,SAGE,SAGE,j,No,2,FALSE,https://www.scopus.com/sourceid/12075,0887302X,19402473
12079,Atmosfera,401,167,67,2.4,0.581,0.366,1902,Atmospheric Science,30,104,149,Universidad Nacional Autonoma de Mexico,Universidad Nacional Autonoma de Mexico,j,No,3,FALSE,https://www.scopus.com/sourceid/12079,01876236,
12080,Australian Health Review,1083,460,56,2.4,0.638,0.57,2719,Health Policy,41,187,320,CSIRO,CSIRO Publishing,j,No,3,FALSE,https://www.scopus.com/sourceid/12080,01565788,14498944
12082,Australian Journal of Psychology,943,135,64,7,2.001,1.477,3200,Psychology (all),86,31,218,Taylor & Francis,Taylor & Francis,j,Yes,1,FALSE,https://www.scopus.com/sourceid/12082,00049530,17429536
12084,Australian Psychologist,549,158,70,3.5,0.846,0.816,1201,Arts and Humanities (miscellaneous),81,115,630,Taylor & Francis,Taylor & Francis,j,No,1,FALSE,https://www.scopus.com/sourceid/12084,00050067,17429544
12084,Australian Psychologist,549,158,70,3.5,0.846,0.816,3200,Psychology (all),54,99,218,Taylor & Francis,Taylor & Francis,j,No,2,FALSE,https://www.scopus.com/sourceid/12084,00050067,17429544
12085,American Archivist,51,95,31,0.5,0.689,0.207,1201,Arts and Humanities (miscellaneous),48,328,630,Society of American Archivists,Society of American Archivists,j,No,3,FALSE,https://www.scopus.com/sourceid/12085,03609081,
