Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Main Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
21101045286,Topics in Humor Research,20,38,34,0.5,#N/A,#N/A,3316,Cultural Studies,52,651,1371,John Benjamins Publishing Company,John Benjamins Publishing Company,k,No,2,FALSE,https://www.scopus.com/sourceid/21101045286,22128999,
21101045286,Topics in Humor Research,20,38,34,0.5,#N/A,#N/A,1203,Language and Linguistics,49,563,1126,John Benjamins Publishing Company,John Benjamins Publishing Company,k,No,3,FALSE,https://www.scopus.com/sourceid/21101045286,22128999,
21101045286,Topics in Humor Research,20,38,34,0.5,#N/A,#N/A,3310,Linguistics and Language,45,656,1212,John Benjamins Publishing Company,John Benjamins Publishing Company,k,No,3,FALSE,https://www.scopus.com/sourceid/21101045286,22128999,
21101045286,Topics in Humor Research,20,38,34,0.5,#N/A,#N/A,3201,Psychology (miscellaneous),17,89,107,John Benjamins Publishing Company,John Benjamins Publishing Company,k,No,4,FALSE,https://www.scopus.com/sourceid/21101045286,22128999,
21101045321,Journal of the Japan Society for Technology of Plasticity,49,249,12,0.2,0.289,0.206,2210,Mechanical Engineering,6,677,720,Japan Society for Technology of Plasticity,Japan Society for Technology of Plasticity,j,No,4,FALSE,https://www.scopus.com/sourceid/21101045321,00381586,18820166
21101045321,Journal of the Japan Society for Technology of Plasticity,49,249,12,0.2,0.289,0.206,2500,Materials Science (all),4,441,460,Japan Society for Technology of Plasticity,Japan Society for Technology of Plasticity,j,No,4,FALSE,https://www.scopus.com/sourceid/21101045321,00381586,18820166
21101045321,Journal of the Japan Society for Technology of Plasticity,49,249,12,0.2,0.289,0.206,2211,Mechanics of Materials,2,392,403,Japan Society for Technology of Plasticity,Japan Society for Technology of Plasticity,j,No,4,FALSE,https://www.scopus.com/sourceid/21101045321,00381586,18820166
21101045322,Feminist German Studies,15,51,20,0.3,0.312,0.132,1201,Arts and Humanities (miscellaneous),36,403,630,University of Nebraska Press,University of Nebraska Press,j,No,3,FALSE,https://www.scopus.com/sourceid/21101045322,25785206,25785192
21101045322,Feminist German Studies,15,51,20,0.3,0.312,0.132,3316,Cultural Studies,32,924,1371,University of Nebraska Press,University of Nebraska Press,j,No,3,FALSE,https://www.scopus.com/sourceid/21101045322,25785206,25785192
21101045322,Feminist German Studies,15,51,20,0.3,0.312,0.132,3310,Linguistics and Language,28,872,1212,University of Nebraska Press,University of Nebraska Press,j,No,3,FALSE,https://www.scopus.com/sourceid/21101045322,25785206,25785192
21101045322,Feminist German Studies,15,51,20,0.3,0.312,0.132,3318,Gender Studies,16,190,227,University of Nebraska Press,University of Nebraska Press,j,No,4,FALSE,https://www.scopus.com/sourceid/21101045322,25785206,25785192
