eid,index,afid,name,domain,url,variants
10-s2.0-60069331,100,60069331,Fleury,fleury.com.br,http://www.fleury.com.br/Pages/Default.aspx,['Fleury']
10-s2.0-116087112,125,116087112,Laboratório de Neuroinfecção,,,['Laboratório de Neuroinfecção']
10-s2.0-116186326,71,116186326,Federal University Hospital of Pará,,,['Federal University Hospital Of Pará']
10-s2.0-116188891,115,116188891,Sao Goncalo Hospital and Clinic,,,['Sao Goncalo Hospital And Clinic']
10-s2.0-60069371,38,60069371,Centro de Ciencias Biologicas da UFPE,ccb.ufpe.br,,['Centro de Ciencias Biologicas da UFPE']
10-s2.0-113622059,70,113622059,Federal University Hospital of Campina Grande,,,"['Federal University Hospital Of Campina Grande', 'Federal University Of Campina Grand']"
10-s2.0-60101671,80,60101671,"Instituto Carlos Chagas, Curitiba",,http://www.icc.fiocruz.br/,"['Instituto Carlos Chagas, Curitiba']"
10-s2.0-110455370,5,110455370,ABC Federal University (UFABC),,,"['Federal University Of Ufabc', 'Federal University Of Abc–ufabc', 'Abc Federal University (ufabc)', 'Federal University Of The Abc (ufabc)']"
10-s2.0-113488943,59,113488943,State University Hospital of Londrina,,,[]
10-s2.0-60100492,101,60100492,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,gov.br,https://www.gov.br/capes/pt-br,"['Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Brazil']"
10-s2.0-60021980,15,60021980,Universidade de Pernambuco,upe.br,http://www.upe.br/,[]
10-s2.0-60013918,106,60013918,Universidade Federal de Vicosa,ufv.br,https://www.ufv.br/,"['Federal University of Vicosa', 'Universidade Federal de Vicosa', 'Federal University of Viçosa']"
10-s2.0-117120679,135,117120679,Red Bull Brazil Football,,,"['Red Bull Brazil Football', 'Red Bull Brazil', 'Red Bull']"
10-s2.0-60031482,16,60031482,Universidade Federal de Pernambuco,ufpe.br,http://www.ufpe.br/,"['Universidade Federal de Pernambuco', 'Federal University of Pernambuco']"
10-s2.0-60022764,89,60022764,Universidade Federal de Ouro Preto,en.ufop.br,https://en.ufop.br/,"['Federal University of Ouro Preto', 'Universidade Federal de Ouro Preto']"
10-s2.0-60015786,49,60015786,Universidade Federal do Maranhão,portalpadrao.ufma.br,https://portalpadrao.ufma.br/,"['Federal University of Maranhao', 'Universidade Federal do Maranhao', 'Federal University of Maranhão (UFMA)', 'Federal University of Maranhão', 'Universidade Federal do Maranhão']"
10-s2.0-60015043,60,60015043,Universidade Federal do Parana,ufpr.br,https://www.ufpr.br/portalufpr/,"['Federal University of Parana', 'Universidade Federal do Parana', 'Federal University of Paraná (UFPR)', 'Federal University of Paraná']"
10-s2.0-60000590,81,60000590,Universidade Federal de Juiz de Fora,ufjf.br,https://www2.ufjf.br/ufjf/,"['Federal University of Juiz de Fora', 'Universidade Federal de Juiz de Fora', 'Federal University of Juiz de Fora (UFJF)']"
10-s2.0-101025548,128,101025548,CNPq,,,[]
10-s2.0-112471418,0,112471418,Centro Universitário Metodista Izabela Hendrix,,,"['Centro Universitário Metodista Izabela Hendrix', 'Centro Universitário Metodista Izabela Hendrix- Imih', 'Centro Universitário Izabela Hendrix']"
10-s2.0-60026686,10,60026686,Universidade de Cuiaba,unic.br,http://www.unic.br,"['University of Cuiaba', 'Universidade de Cuiaba']"
10-s2.0-116113636,39,116113636,Rua Jacobina,,,['Rua Jacobina']
10-s2.0-60025299,107,60025299,Universidade Federal de Itajubá,unifei.edu.br,https://unifei.edu.br/,"['Federal University of Itajubá', 'Universidade Federal de Itajubá']"
10-s2.0-60028426,48,60028426,Universidade Federal do Espírito Santo,internacional.ufes.br,https://internacional.ufes.br/en/home,"['Federal University of Espirito Santo', 'Universidade Federal do Espirito Santo', 'Federal University of Espírito Santo', 'Federal University of Espírito Santo (Ufes)', 'Universidade Federal do Espírito Santo']"
10-s2.0-60029159,102,60029159,Instituto Nacional de Pesquisas Da Amazonia,gov.br,https://www.gov.br/inpa/pt-br,['Instituto Nacional de Pesquisas Da Amazonia']
10-s2.0-60027866,31,60027866,Universidade Estadual de Londrina,uel.br,http://www.uel.br/portal/english/,"['State University of Londrina', 'Universidade Estadual de Londrina']"
10-s2.0-101424648,91,101424648,Brazilian Medical Association,,,[]
10-s2.0-110039444,116,110039444,Hospital Universitário Terezinha de Jesus,,,[]
10-s2.0-60001865,6,60001865,Universidade Federal Fluminense,uff.br,https://www.uff.br/,"['Fluminense Federal University', 'Universidade Federal Fluminense']"
10-s2.0-60001890,50,60001890,Universidade Federal do Pará,ufpa.br,https://portal.ufpa.br/,"['Federal University of Para', 'Universidade Federal do Para', 'Federal University of Pará', 'Universidade Federal do Pará']"
10-s2.0-116186113,72,116186113,Getúlio Vargas University Hospital of Amazonas,,,['Getúlio Vargas University Hospital Of Amazonas']
10-s2.0-112655451,108,112655451,University Center of the Educational Foundation of Barretos (UNIFEB),,,"['University Center Of The Educational Foundation Of Barretos (unifeb)', 'University Center Of Educational Foundation Of Barretos (unifeb)', 'University Center-educational Foundation Of Barretos (unifeb)', 'University Center Of The Barretos Educational Foundation (unifeb)', 'Educational Foundation Of Barretos (unifeb)', 'University Centre Of The Foundation Of Barretos (unifeb)', 'University Centre Of The Educational Foundation Of Barretos (unifeb)', 'University Center Of The Educational Foundation Of Barretos-unifeb']"
10-s2.0-60005896,82,60005896,Hospital Sirio-Libanês,hospitalsiriolibanes.org.br,http://www.hospitalsiriolibanes.org.br,[]
10-s2.0-114365867,61,114365867,Institute for Children with Diabetes,,,[]
10-s2.0-60069947,25,60069947,Hospital Universitario Antonio Pedro,rede.huap.uff.br,http://rede.huap.uff.br/portal/,['Hospital Universitario Antonio Pedro']
10-s2.0-60289969,126,60289969,Sociedade Brasileira de Fisiologia,sbfis.org.br,https://www.sbfis.org.br/,"['Sociedade Brasileira de Fisiologia', 'Brazilian Society of Physiology']"
10-s2.0-102034335,103,102034335,Centro,,,"['Centro', 'Centro -']"
10-s2.0-114538881,51,114538881,Bauru's Diabetics Association,,,"[""Bauru's Diabetics Association""]"
10-s2.0-60011644,129,60011644,Universidade Presbiteriana Mackenzie,mackenzie.br,https://www.mackenzie.br/universidade,"['Mackenzie Presbyterian University', 'Universidade Presbiteriana Mackenzie']"
10-s2.0-60002118,109,60002118,Universidade do Oeste de Santa Catarina,unoescxxe.edu.br,,"['University of West Santa Catarina', 'Universidade do Oeste de Santa Catarina']"
10-s2.0-60020457,13,60020457,Universidade Federal do Ceará,,http://www.ufc.br,"['Federal University of Ceara', 'Universidade Federal do Ceara', 'Federal University of Ceará (UFC)', 'Universidade Federal do Ceará']"
10-s2.0-116110309,117,116110309,Hospital Escola Padre Albino,,,['Hospital Escola Padre Albino']
10-s2.0-60000036,8,60000036,Universidade Federal do Rio de Janeiro,ufrj.br,https://ufrj.br/en/,"['Federal University of Rio de Janeiro', 'Universidade Federal do Rio de Janeiro', 'Cidade Universitária da Universidade Federal do Rio de Janeiro']"
10-s2.0-60027064,26,60027064,Universidade Federal do Piauí,ufpi.br,https://www.ufpi.br/,"['Federal University of Piauí', 'Universidade Federal do Piauí']"
10-s2.0-114860973,40,114860973,Rua Manuel Lubambo,,,"['Rua Manuel Lubambo', 'Rua Manoel Lubambo']"
10-s2.0-109477644,62,109477644,Clinical Hospital of Porto Alegre,,,"['Clinical Hospital Of Porto Alegre', 'Clinics Hospital Of Porto Alegre', 'Clinic Hospital Of Porto Alegre', 'Military School Of Porto Alegre', 'Hospital Clinic Of Porto Alegre', 'Clinicas Hospital Of Porto Alegre', 'Surgical Pathology Service Of Clinics Hospital Of Porto Alegre', 'Hospital Of Porto Alegre', 'Hospital Of Clinics Of Porto Alegre', 'Hospital Clinics Of Porto Alegre']"
10-s2.0-120707966,73,120707966,IF Bahia/Campus de Vitória da Conquista,,,"['Vitória Da Conquista', 'Santa Casa De Vitoria Da Conquista', 'Ifes-campus Vitória', 'If Bahia/campus De Vitória Da Conquista']"
10-s2.0-60023857,92,60023857,Universidade Federal do Rio Grande do Norte,ufrn.br,https://www.ufrn.br/en,"['Federal University of Rio Grande do Norte', 'Universidade Federal do Rio Grande do Norte', 'Federal University of Rio Grande do Norte (UFRN)']"
10-s2.0-60005499,52,60005499,Universidade do Estado do Rio de Janeiro,uerj.br,https://www.uerj.br/,"['Rio de Janeiro State University', 'Universidade do Estado do Rio de Janeiro']"
10-s2.0-100786451,83,100786451,Hospital Federal dos Servidores do Estado,,,[]
10-s2.0-112949118,104,112949118,Universidade Estadual do Amazonas,,,[]
10-s2.0-118421895,32,118421895,Ambulatório de Infectologia,,,['Ambulatório de Infectologia']
10-s2.0-60014120,33,60014120,Hospital de Clinicas de Porto Alegre,hcpa.edu.br,https://www.hcpa.edu.br/,['Hospital de Clinicas de Porto Alegre']
10-s2.0-114365689,63,114365689,28117Federal University of Santa Catarina,,,"['University Hospital Of Santa Catarina', 'University Of Santa Catarina (br)', 'Universitary Hospital Of Santa Catarina']"
10-s2.0-110155369,118,110155369,Federal University of Great Dourados,,,[]
10-s2.0-100382991,130,100382991,Hospital Universitario Sao Jose,,,[]
10-s2.0-60033356,7,60033356,Universidade Federal de Santa Maria,ufsm.br,https://www.ufsm.br/,"['Federal University of Santa Maria', 'Universidade Federal de Santa Maria']"
10-s2.0-114825860,93,114825860,Instituto de Cirurgia Metabólica,,,['Instituto de Cirurgia Metabólica']
10-s2.0-60018034,110,60018034,Universidade Estadual de Ponta Grossa,uepg.br,https://www.uepg.br/,"['State University of Ponta Grossa', 'Universidade Estadual de Ponta Grossa']"
10-s2.0-116248280,27,116248280,Brain Mapping and Plasticity Laboratory,,,[]
10-s2.0-116113654,41,116113654,Lot. Porto Coqueiral,,,['Lot. Porto Coqueiral']
10-s2.0-112225065,74,112225065,Hospital Totalcor,,,[]
10-s2.0-60012368,9,60012368,Universidade Estadual de Mato Grosso do Sul,uems.br,,"['State University of Mato Grosso do Sul', 'Universidade Estadual de Mato Grosso do Sul']"
10-s2.0-60026891,17,60026891,Universidade Estadual da Paraiba,uepb.edu.br,https://uepb.edu.br/,"['State University of Paraiba', 'Universidade Estadual da Paraiba']"
10-s2.0-60006028,19,60006028,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",international.unesp.br,https://www.international.unesp.br/,"['UNESP-Universidade Estadual Paulista', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'São Paulo State University', 'São Paulo State University (UNESP)']"
10-s2.0-60084133,136,60084133,Instituto Estadual de Diabetes e Endocrinologia Luiz Capriglione,,,['Instituto Estadual de Diabetes e Endocrinologia Luiz Capriglione']
10-s2.0-116198559,42,116198559,Centro Universitario Severino Sombra,,,[]
10-s2.0-112932810,94,112932810,Hospital Unique,,,[]
10-s2.0-114365779,64,114365779,Endocrinology and Diabetes Institute of Joinville,,,['Endocrinology And Diabetes Institute Of Joinville']
10-s2.0-113349147,84,113349147,Centro de Endocrinologia do Estado da Bahia (CEDEBA),,,"['Centro De Endocrinologia Do Estado Da Bahia (cedeba)', 'Centro De Endocrinologia E Diabetes Do Estado Da Bahia', 'Centro De Diabetes E Endocrinologia Da Bahia', 'Centro De Diabetes E Endocrinologia Do Estado Da Bahia (cedeba)', 'Centro De Diabetes E Endocrinologia Da Bahia (cedeba)', 'Cedeba-centro De Endocrinologia Do Estado Da Bahia']"
10-s2.0-100408585,53,100408585,General Hospital of Bonsucesso,,,"['General Hospital Of Bonsucesso', 'Bonsucesso General Hospital']"
10-s2.0-109697017,119,109697017,Univ. Minas Gerais,,,[]
10-s2.0-116118860,131,116118860,CellAvita Ltd Brazil,,,['Cellavita Ltd Brazil']
10-s2.0-60006726,34,60006726,Universidade Federal do Rio Grande do Sul,ufrgs.br,http://www.ufrgs.br/english/home,"['Federal University of Rio Grande do Sul', 'Universidade Federal do Rio Grande do Sul']"
10-s2.0-60008088,4,60008088,Universidade de São Paulo,usp.br,https://www5.usp.br/,[]
10-s2.0-60011324,43,60011324,Universidade Federal da Paraíba,ufpb.br,https://www.ufpb.br/,"['Federal University of Paraiba', 'Universidade Federal da Paraiba', 'Federal University of Paraí\xadba (UFPB)', 'Federal University of Paraíba', 'Universidade Federal da Paraíba']"
10-s2.0-100430997,95,100430997,Centro Universitário São Camilo,,,[]
10-s2.0-112580365,28,112580365,Institute of Applied Neuroscience (IAN),,,[]
10-s2.0-116185943,54,116185943,University Hospital Clementino Fraga Filho-Children Institute Martagao Teixeira,,,['University Hospital Clementino Fraga Filho-children Institute Martagao Teixeira']
10-s2.0-60029498,111,60029498,Universidade Estadual de Maringá,uem.br,http://www.uem.br,"['State University of Maringa', 'Universidade Estadual de Maringa', 'Universidade Estadual de Maringá']"
10-s2.0-60020541,75,60020541,Universidade Católica de Brasília,ucb.catolica.edu.br,https://ucb.catolica.edu.br/portal/,"['Universidade Catolica de Brasilia', 'Universidade Católica de Brasília', 'Catholic University of Brasília']"
10-s2.0-60025875,35,60025875,Universidade Estadual do Norte Fluminense,uenf.br,http://www.uenf.br/Uenf/index.html,"['North Fluminense State University', 'Universidade Estadual do Norte Fluminense']"
10-s2.0-106741523,96,106741523,Physiotherapist,,,"['Physiotherapist', 'Veterinary Physiotherapist', 'Freelance Physiotherapist']"
10-s2.0-112461199,65,112461199,Regional Hospital of Taguatinga,,,[]
10-s2.0-116114876,132,116114876,Generar,,,['Generar']
10-s2.0-113211181,55,113211181,University of Western São Paulo,,,[]
10-s2.0-60069336,137,60069336,Instituto Materno Infantil de Pernambuco,imip.org.br,http://www.imip.org.br/,['Instituto Materno Infantil de Pernambuco']
10-s2.0-112868633,44,112868633,Center for Information Technology Renato Archer (CTI),,,"['Center For Information Technology Renato Archer (cti)', 'Center For Information Technology Renato Archer - Cti', 'Renato Archer Information Technology Center (cti)', 'Renato Archer Information Technology Center - Cti', 'Renato Archer Information Technology Center Cti', 'Renato Archer Center For Information Technology (cti)', 'Three-dimensional Technologies Research Group (nt3d) Of Renato Archer Information Technology Center (cti)', 'Renato Archer Center For Information Technology – Cti', 'Renato Archer Center For Information Technology (nee-cti)', 'Information Technology Center Renato Archer - Cti']"
10-s2.0-60014878,76,60014878,Instituto Nacional de Cancer,inca.gov.br,https://www.gov.br/inca/en?set_language=en,['Brazilian National Cancer Institute']
10-s2.0-60009625,105,60009625,Empresa Brasileira de Pesquisa Agropecuária - Embrapa,embrapa.br,https://www.embrapa.br/en/international,[]
10-s2.0-60008082,20,60008082,Universidade Severino Sombra,uss.br,,"['Severino Sombra University', 'Universidade Severino Sombra']"
10-s2.0-100753456,85,100753456,Hospital Regional de Taguatinga,,,"['Hospital Regional De Taguatinga', 'Regional Hospital Of Taguatinga', 'Unidade De Taguatinga', 'Hospital Regional Taguatinga']"
10-s2.0-60020402,29,60020402,Instituto Butantan,butantan.gov.br,https://butantan.gov.br/,"['Instituto Butantan', 'Butantan Institute']"
10-s2.0-60019654,97,60019654,Universidade de Santa Cruz do Sul,unisc.br,https://www.unisc.br/en/,"['University of Southern Santa Cruz', 'Universidade de Santa Cruz do Sul', 'University of Santa Cruz do Sul']"
10-s2.0-116186147,66,116186147,General Hospital of Goiânia,,,"['General Hospital Of Goiânia', 'General Hospital Of Goiania']"
10-s2.0-115204396,138,115204396,Departamento de Clínica Médica e Maternidade Escola,,,['Departamento de Clínica Médica e Maternidade Escola']
10-s2.0-113333949,112,113333949,Faculty of Medicine of Jundiaí,,,[]
10-s2.0-60080208,21,60080208,Hospital Universitario Pedro Ernesto,,http://www.hupe.uerj.br/,['Hospital Universitario Pedro Ernesto']
10-s2.0-60007228,36,60007228,Universidade do Sagrado Coracao,usc.br,http://www.usc.br,"['Sacred Heart University', 'Universidade do Sagrado Coracao']"
10-s2.0-60001430,120,60001430,Universidade Federal do ABC,ufabc.edu.br,https://www.ufabc.edu.br/en/,"['Federal University of ABC', 'Universidade Federal do ABC', 'Federal University of ABC (UFABC)']"
10-s2.0-60030074,1,60030074,Universidade Federal de Minas Gerais,ufmg.br,https://ufmg.br/international-visitors,"['Federal University of Minas Gerais', 'Universidade Federal de Minas Gerais', 'University of Minas Gerais', 'Universidade de Minas Gerais']"
10-s2.0-60020776,77,60020776,Universidade do Estado do Para,uepa.br,https://www.uepa.br/en/pagina/university,"['Para State University', 'Universidade do Estado do Para', 'State University of Pará']"
10-s2.0-60084124,86,60084124,Universidade Nove de Julho,uninove.br,https://www.uninove.br/,"['Universidade Nove de Julho', 'University Ninth of July']"
10-s2.0-60000943,98,60000943,Universidade Federal do Amazonas,ufam.edu.br,https://ufam.edu.br/,"['Federal University of Amazonas', 'Universidade Federal do Amazonas']"
10-s2.0-116186042,67,116186042,Diabetes and Endocrinology Center of Bahia,,,['Diabetes And Endocrinology Center Of Bahia']
10-s2.0-60014992,3,60014992,Universidade Federal de São Paulo,unifesp.br,https://www.unifesp.br/,"['Universidade Federal de São Paulo', 'Federal University of São Paulo']"
10-s2.0-60017609,14,60017609,Universidade Federal de Santa Catarina,ufsc.br,https://ufsc.br/,"['Federal University of Santa Catarina', 'Universidade Federal de Santa Catarina', 'Universidade de Santa Catarina']"
10-s2.0-60028775,133,60028775,Conselho Nacional de Desenvolvimento Cientifico E Tecnologico Cnpq,cnpq.br,https://www.gov.br/cnpq/pt-br,"['Conselho Nacional de Desenvolvimento Cientifico E Tecnologico Cnpq', 'National Council for Scientific and Technological Development']"
10-s2.0-60004778,139,60004778,Universidade Federal do Reconcavo da Bahia,ufrb.edu.br,http://www.ufrb.edu.br/,"['Federal University of Reconcavo da Bahia', 'Universidade Federal do Reconcavo da Bahia']"
10-s2.0-60224974,45,60224974,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFSULDEMINAS",portal.ifsuldeminas.edu.br,https://portal.ifsuldeminas.edu.br/index.php/o-instituto,"['Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFSULDEMINAS', 'Federal Institute of Education, Science and Technology of the South of Minas Gerais - IFSULDEMINAS']"
10-s2.0-60024876,121,60024876,Humanitas Research Hospital,humanitas.net,https://www.humanitas.net/,['Humanitas Research Hospital']
10-s2.0-60029570,11,60029570,Universidade Estadual de Campinas,unicamp.br,https://www.unicamp.br/unicamp/english,"['State University of Campinas', 'Universidade Estadual de Campinas', 'University of Campinas']"
10-s2.0-60028176,18,60028176,Centro Universitario Herminio Ometto,uniararas.br,http://www.uniararas.br,"['Herminio Ometto University Center', 'Centro Universitario Herminio Ometto']"
10-s2.0-60290457,22,60290457,Centro Universitário Serra dos Órgãos,unifeso.edu.br,https://www.unifeso.edu.br/,"['Centro Universitário Serra dos Órgãos', 'Serra dos Orgãos University Center']"
10-s2.0-120727715,99,120727715,Rua Carlos Góis,,,['Rua Carlos Góis']
10-s2.0-60013906,140,60013906,Universidade Estadual de Feira de Santana,uefs.br,http://www.uefs.br/portal,"['State University of Feira de Santana', 'Universidade Estadual de Feira de Santana']"
10-s2.0-100517703,56,100517703,Pediatric Endocrinology Unit,,,"['Pediatric Endocrinology Unit', 'Unidade De Endocrinol. Pediat.', 'Servico De Endocrinol. Pediat.', 'Pediatric Unit Of Endocrinology-santa Casa Hospital', 'Pediatric Unit Of Endocrinology - Santa Casa Hospital']"
10-s2.0-60029705,30,60029705,Instituto Adolfo Lutz,ial.sp.gov.br,http://www.ial.sp.gov.br,['Instituto Adolfo Lutz']
10-s2.0-114365613,68,114365613,Diabetes and Hypertension Center of Ceará,,,['Diabetes And Hypertension Center Of Ceará']
10-s2.0-60107228,113,60107228,Laboratório Nacional de Biociências,lnbio.cnpem.br,https://lnbio.cnpem.br/,"['Brazilian Biosciences National Laboratory', 'Laboratório Nacional de Biociências']"
10-s2.0-60008162,37,60008162,Faculdade de Medicina de Marília,famema.br,https://www.famema.br/i,['Faculdade de Medicina de Marilia']
10-s2.0-60290461,78,60290461,Faculdade de Ciências da Saúde de Barretos Dr. Paulo Prata,facisb.edu.br,https://facisb.edu.br/,"['Faculdade de Ciências da Saúde de Barretos Dr. Paulo Prata', 'Barretos Faculty of Health Sciences Dr. Paulo Prata']"
10-s2.0-115375994,122,115375994,Centro de Pesquisa em Medicina Tropical,,,[]
10-s2.0-60024989,87,60024989,Universidade de Brasília,international.unb.br,https://international.unb.br/,"['Universidade de Brasília', 'University of Brasilia', 'University of Brasília']"
10-s2.0-60002101,127,60002101,Universidade Federal de Alfenas,unifal-mg.edu.br,http://www.unifal-mg.edu.br,"['Federal University of Alfenas', 'Universidade Federal de Alfenas']"
10-s2.0-60020004,46,60020004,Pontifícia Universidade Católica do Paraná,pucpr.br,https://www.pucpr.br/,"['Pontificia Universidade Catolica do Parana', 'Pontifical Catholic University of Parana', 'Pontifícia Universidade Católica do Paraná', 'Pontifical Catholic University of Paraná']"
10-s2.0-60013710,141,60013710,Universidade Federal da Bahia,portal.ufba.br,http://www.portal.ufba.br/,"['Federal University of Bahia', 'Universidade Federal da Bahia']"
10-s2.0-60291229,23,60291229,Centro Universitário Augusto Motta (UNISUAM),nisuam.edu.br,https://www.unisuam.edu.br/sobre-a-unisuam/#,"['Centro Universitário Augusto Motta (UNISUAM)', 'Augusto Motta University Center (UNISUAM)']"
10-s2.0-107493110,57,107493110,State University of São José Do Rio Preto,,,"['University Of São José Do Rio', 'University Of Sao Jose Do Rio', 'State University Of São José Do Rio Preto', 'State University Of São José Do Rio', 'State University Of Sao Jose Do Rio', 'State Medical College Of Sao Jose Do Rio', 'School Of São Jose Do Rio', 'Sao Jose Do Rio Preto Municipal Department Of Health', 'Medicine School In São José Do Rio']"
10-s2.0-116139264,90,116139264,Centro Tecnológico CETEC SENAI/FIEMG-Belo Horizonte Brazil,,,['Centro Tecnológico CETEC SENAI/FIEMG-Belo Horizonte Brazil']
10-s2.0-60007283,88,60007283,Universidade de Franca,unifran.edu.br,https://www.unifran.edu.br/,"['University of Franca', 'Universidade de Franca']"
10-s2.0-60031257,12,60031257,Universidade de Taubate,unitau.br,http://www.unitau.br,"['University of Taubate', 'Universidade de Taubate']"
10-s2.0-60013792,123,60013792,Universidade Federal de São Carlos,ufscar.br,https://www2.ufscar.br/,"['Federal University of São Carlos', 'Universidade Federal de São Carlos']"
10-s2.0-60003079,69,60003079,Université Fédérale de Sergipe,en.ufs.br,https://en.ufs.br/pagina/21114,"['Federal University of Sergipe', 'Universidade Federal de Sergipe', 'Federal University of Sergipe (UFS)', 'Université Fédérale de Sergipe']"
10-s2.0-60016295,79,60016295,Hospital Israelita Albert Einstein,einstein.br,https://www.einstein.br/en/Pages/Home.aspx,['Hospital Israelita Albert Einstein']
10-s2.0-116792264,134,116792264,Nucleus of High Performance in Sport,,,[]
10-s2.0-60032361,114,60032361,Pontifícia Universidade Católica do Rio de Janeiro,puc-rio.br,http://www.puc-rio.br/english/,"['Pontifical Catholic University of Rio de Janeiro', 'Pontificia Universidade Catolica do Rio de Janeiro', 'Pontifical Catholic University of Rio de Janeiro (PUC-Rio)', 'Pontifícia Universidade Católica do Rio de Janeiro']"
10-s2.0-60009160,47,60009160,Universidade Federal de Mato Grosso do Sul,ufms.br,https://www.ufms.br/,"['Federal University of Mato Grosso do Sul', 'Universidade Federal de Mato Grosso do Sul']"
10-s2.0-60018756,2,60018756,Centro Universitário FMABC,fmabc.br,https://fmabc.br/,"['Centro Universitário FMABC', 'FMABC University Center']"
10-s2.0-60026004,24,60026004,Fundacao Oswaldo Cruz,portal.fiocruz.br,https://portal.fiocruz.br/en,"['Fundacao Oswaldo Cruz', 'Oswaldo Cruz Foundation', 'Fiocruz']"
10-s2.0-112669289,58,112669289,Hospital of Santa Casa of Belo Horizonte,,,"['Hospital Of Santa Casa Of Belo Horizonte', 'Ultrasound Service Of Santa Casa Hospital Of Belo Horizonte']"
10-s2.0-60023997,124,60023997,Instituto Nacional de Infectologia Evandro Chagas (INI),ini.fiocruz.br,https://www.ini.fiocruz.br/,"['Instituto Nacional de Infectologia Evandro Chagas (INI)', 'Evandro Chagas National Institute of Infectious Diseases (INI)']"
10-s2.0-114436663,142,114436663,Coronel Mota Hospital,,,"['Coronel Mota Hospital', 'Coronel Mota Hospital In Roraima State']"
10-s2.0-60014598,144,60014598,Universidade Federal de Pelotas,portal.ufpel.edu.br,https://portal.ufpel.edu.br/en/,"['Federal University of Pelotas', 'Universidade Federal de Pelotas']"
10-s2.0-60003055,143,60003055,Universidade Federal de Roraima,ufrr.br,,"['Federal University of Roraima', 'Universidade Federal de Roraima']"
10-s2.0-60024984,146,60024984,Fundacao Universidade Federal de Rondonia,unir.br,http://www.unir.br,"['Federal Foundation University of Rondonia', 'Fundacao Universidade Federal de Rondonia']"
10-s2.0-60001701,145,60001701,Universidade Federal de Mato Grosso,ufmt.br,http://www.ufmt.br,"['Federal University of Mato Grosso', 'Universidade Federal de Mato Grosso']"
10-s2.0-101857133,148,101857133,Institute for Research in Tropical Pathologies-IPEPATRO,,,"['Center for Research in Tropical Medicine (CEPEM)', 'Ctr. for Res. in Tropical Medicine', 'Institute for Research in Tropical Pathologies-IPEPATRO', 'Research Center for Tropical Medicine - CEPEM/Tropical Pathology Research Institute-IPEPATRO', 'Research Institute for Tropical Diseases in Rondônia (IPEPATRO)']"
10-s2.0-60015760,147,60015760,Pontifícia Universidade Católica do Rio Grande do Sul,pucrs.br,http://www.pucrs.br,"['Pontifical Catholic University of Rio Grande do Sul', 'Pontificia Universidade Catolica do Rio Grande do Sul', 'Pontifícia Universidade Católica do Rio Grande do Sul', 'Pontifical Catholic University of Rio Grande do Sul (PUCRS)']"
10-s2.0-109577336,150,109577336,Faculdade Adventista da Bahia,,,"['Faculdade Adventista Da Bahia', 'Faculdade Adventista Da Bahia (salvador)', 'Faculdade Adventista Da Bahia (fadba)']"
10-s2.0-60000958,151,60000958,Universidade Federal Rural de Pernambuco,ufrpe.br,http://www.ufrpe.br,"['Federal Rural University of Pernambuco', 'Universidade Federal Rural de Pernambuco']"
10-s2.0-60025637,149,60025637,Universidade Estadual de Santa Cruz,uesc.br,http://www.uesc.br/,"['State University of Santa Cruz', 'Universidade Estadual de Santa Cruz']"
10-s2.0-60271056,153,60271056,Instituto de Comunicação e Informação Científica e Tecnológica em Saúde,icict.fiocruz.br,https://www.icict.fiocruz.br/,"['Instituto de Comunicação e Informação Científica e Tecnológica em Saúde', 'Institute of Communication and Scientific and Technological Information in Health', 'Icict/Fiocruz']"
10-s2.0-60005405,152,60005405,Universidade Federal de Alagoas,ufal.br,https://ufal.br/ufal,"['Federal University of Alagoas', 'Universidade Federal de Alagoas']"
10-s2.0-106722217,154,106722217,Bauru's Diabetics Association,,,[]
10-s2.0-115203702,155,115203702,Maranhão State Institute of Oncology Aldenora Bello (IMOAB),,,"['Maranhão State Institute Of Oncology Aldenora Bello (imoab)', 'Maranhense Institute Of Oncology Aldenora Bello (imoab)']"
10-s2.0-60027136,156,60027136,Universidade Federal de Goiás,ufg.br,https://www.ufg.br/,"['Federal University of Goias', 'Universidade Federal de Goias', 'Federal University of Goiás', 'Universidade Federal de Goiás']"
10-s2.0-60023334,158,60023334,Ludwig Institute for Cancer Research Sao Paulo,,,['Ludwig Institute for Cancer Research Sao Paulo']
10-s2.0-60069346,157,60069346,Instituto de Ciências Biológicas,icb.unb.br,http://icb.unb.br/,[]
10-s2.0-115200051,163,115200051,Universidade Federal do Recôncavo Baiano,,,['Universidade Federal Do Recôncavo Baiano']
10-s2.0-60015104,162,60015104,Universidade Federal de Uberlândia,ufu.br,https://ufu.br/,"['Federal University of Uberlandia', 'Universidade Federal de Uberlandia', 'Federal University of Uberlândia', 'Universidade Federal de Uberlândia']"
