eid,index,afid,name,domain,url,variants
10-s2.0-117643317,14678,117643317,Centro de Difusão de Desenvolvimento Tecnológico do Rio Iguaçu - CDT-Iguaçu,,,['Centro de Difusão de Desenvolvimento Tecnológico do Rio Iguaçu - CDT-Iguaçu']
10-s2.0-112891231,14680,112891231,Sáude Pública Veterinária,,,[]
10-s2.0-116882143,14682,116882143,Instituto Nacional de Ciência e Tecnologia em Áreas Úmidas - INAU,,,"['Instituto Nacional De Ciência E Tecnologia Em Áreas Úmidas (inau)', 'Instituto Nacional De Ciência E Tecnologia Em Áreas Ümidas - Inau', 'Instituto Nacional De Ciência E Tecnologia Em Áreas Úmidas - Inau']"
10-s2.0-117642307,14679,117642307,Pós-graduação Desenvolvimento Regional - PGDR (UFT),,,['Pós-graduação Desenvolvimento Regional - PGDR (UFT)']
10-s2.0-117642727,14681,117642727,Global Land Program (GLP,,,['Global Land Program (GLP']
10-s2.0-117493537,14687,117493537,Universidad Regional de Blumenau (FURB),,,[]
10-s2.0-112593773,14684,112593773,Instituto Tecnológico de Pernambuco,,,"['Instituto Tecnológico De Pernambuco', 'Instituto Tecnológico De Pernambuco/ugp', 'Associação Instituto Tecnológico De Pernambuco']"
10-s2.0-117546459,14685,117546459,Universidade Estadual do Estado de Mato Grosso,,,['Universidade Estadual Do Estado De Mato Grosso']
10-s2.0-100788557,14686,100788557,Center of Food Chemistry and Applied Nutrition,,,"['Ctr. Of Food Chem. And Appl. Nutr.', 'Centre Of Food Chemistry And Applied Nutrition', 'Center Of Food Chemistry And Applied Nutrition']"
10-s2.0-115588022,14683,115588022,Secretaria Estadual de Educação de Pernambuco,,,"['Secretaria Estadual De Educação De Pernambuco', 'Secretaria De Educação Pernambuco', 'Rede Estadual De Educação De Pernambuco']"
10-s2.0-117139473,14692,117139473,Faculdade de Educação de Jaru,,,['Faculdade de Educação de Jaru']
10-s2.0-117440016,14690,117440016,Instituto de Defesa Agropecuária e Florestal do Espírito Santo,,,['Instituto De Defesa Agropecuária E Florestal Do Espírito Santo']
10-s2.0-117440726,14688,117440726,Fundação Agrária de Pesquisa Agropecuária,,,['Fundação Agrária De Pesquisa Agropecuária']
10-s2.0-107852823,14689,107852823,Faculdades Nordeste,,,"['Faculdades Nordeste', 'Faculdade Terra Nordeste', 'Faculdade Do Nordeste', 'Faculdade De Tecnologia Do Nordeste']"
10-s2.0-117593962,14691,117593962,Instituto Pri-Matas,,,['Instituto Pri-matas']
10-s2.0-115316131,14697,115316131,CNPq - National Council for Scientific and Technological Development,,,"['Cnpq - National Council For Scientific And Technological Development', 'National Council For Technological And Scientific Development (cnpq)', 'Cnpq (national Council For Scientific And Technological Development)']"
10-s2.0-117139854,14693,117139854,Fundação Nacional da Saúde,,,['Fundação Nacional Da Saúde']
10-s2.0-101035556,14695,101035556,Centro de Pesquisas do Cacau,,,"['Centro De Pesquisas Do Cacau', 'Centro De Pesquisa Do Cacau', 'Centro De Pequisas Do Cacau', 'Cent. Pesquisas Cacau']"
10-s2.0-114870728,14694,114870728,Amazon Environmental Research Institute (IPAM,,,"['Amazon Environmental Research Institute (ipam', 'Amazon Environmental Research Institute (ipam)']"
10-s2.0-116784148,14696,116784148,Departamento Acadêmico de Engenharia de Alimentos,,,['Departamento Acadêmico De Engenharia De Alimentos']
10-s2.0-113187242,14699,113187242,Evonik Degussa Brasil Ltda.,,,"['Evonik Degussa Brasil Ltda.', 'Evonik Degussa Ltda.', 'Evonik Brasil Ltda']"
10-s2.0-116694777,14701,116694777,Rio-Grandense Rice Institute,,,"['Rio-grandense Rice Institute', 'Rio Grandense Rice Institute (irga)', 'Rio Grandense Rice Institute']"
10-s2.0-116702063,14698,116702063,Ministry of Fisheries and Aquaculture Collaborative Network in Veterinary Epidemiology,,,['Ministry of Fisheries and Aquaculture Collaborative Network in Veterinary Epidemiology']
10-s2.0-109677929,14700,109677929,Faculdade Guanambi. São Sebastião,,,"['Faculdade Guanambi. São Sebastião', 'Faculdade Guanambi', 'Faculdade De Guanambi']"
10-s2.0-116675090,14702,116675090,São Paulo State Environmental Agency (CETESB),,,['São Paulo State Environmental Agency (CETESB)']
10-s2.0-117452282,14707,117452282,Federal University of Santa Marĺ (UFSM),,,['Federal University of Santa Marĺ (UFSM)']
10-s2.0-128382535,14704,128382535,Barbosa and Marques S/A,,,['Barbosa And Marques S/a']
10-s2.0-113227696,14705,113227696,Bio-Ambiental Consultoria,,,"['Bio-ambiental Consultoria', 'Bio-ambiental Consultoria Ltda', 'Rds Consultoria Ambiental', 'Pisces Consultoria Ambiental', 'Bios Consultoria Ambiental', 'Bio-ambiental Consultoria Limited', 'Bio-ambiental Consultoria Em Meio Ambiente']"
10-s2.0-107959991,14706,107959991,Instituto de Biologia Roberto Alcantara Gomes,,,"['Instituto De Biologia Roberto Alcantara Gomes', 'Instituto De Biologia Roberto Alcântara Gomes']"
10-s2.0-101684684,14703,101684684,Society for Water Supply and Sanitation (SANASA),,,"['Water Supply and Sanitation Company (SANASA)', 'Society of Water Supply and Sanitation S/A', 'Society for Water Supply and Sanitation (SANASA)', 'Society of Water Supply and Sanitation S/A (SANASA)', 'Society of Water Supply and Sanitation (SANASA)']"
10-s2.0-110915890,14709,110915890,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina Estação Experimental de Caçador,,,"['Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina', 'Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina Estação Experimental De Caçador']"
10-s2.0-112768160,14711,112768160,Instituto Pri-Matas para a Conservação da Biodiversidade,,,"['Instituto Pri-matas Para A Conservação Da Biodiversidade', 'Instituto Pri-matas Para A Conservção Da Biodiversidade']"
10-s2.0-117367838,14710,117367838,Instituto Federal do Maranhão,,,['Instituto Federal Do Maranhão']
10-s2.0-117367939,14712,117367939,Faculdade Meta,,,['Faculdade Meta']
10-s2.0-116347164,14708,116347164,Instituto Boitatá de Etnobiologia e Conservação da Fauna,,,"['Instituto Boitatá De Etnobiologia E Conservação Da Fauna', 'Instituto Boitata De Etnobiologia E Conservação Da Fauna', 'Instituto Boitatáde Etnobiologia E Conservação Da Fauna', 'Instituto Boitatá De Etnobiologia E Conservação Da Fauna—ibec', 'Instituto Boitatá De Etnobiologia E Conservacąõ Da Fauna']"
10-s2.0-117304747,14713,117304747,Rua 2 no. 2272 Centro,,,['Rua 2 no. 2272 Centro']
10-s2.0-118793967,14717,118793967,State Institute of Environment,,,['State Institute Of Environment']
10-s2.0-118793917,14714,118793917,IVAFEC-ES,,,['Ivafec-es']
10-s2.0-118794148,14716,118794148,Wildlife Conservation Center Noah's Ark,,,"[""Wildlife Conservation Center Noah's Ark""]"
10-s2.0-116325080,14715,116325080,Boitatá Institute of Ethnobiology and Conservation of the Fauna,,,"['Ngo Boitatá Institute Of Ethnobiology And Wildlife Conservation', 'Boitatá Institute Of Ethnobiology And Fauna Conservation', 'Boitatá Institute Of Ethnobiology And Conservation Of The Fauna']"
10-s2.0-112800865,14719,112800865,Instituto Florestal de São Paulo,,,"['Instituto Florestal De São Paulo', 'Instituto Florestal Do Estado De São Paulo', 'Instituto Florestal De São Paulo (if)', 'Instituto Florestal De Sao Paulo', 'If -instituto Florestal De São Paulo', 'If - Instituto Florestal De São Paulo']"
10-s2.0-117733153,14722,117733153,1774 Centro,,,['1774 Centro']
10-s2.0-125031359,14718,125031359,Biodinâmica Engenharia e Meio Ambiente Company,,,['Biodinâmica Engenharia E Meio Ambiente Company']
10-s2.0-117819477,14721,117819477,Divisão de Florestas e Estações Experimentais,,,['Divisão de Florestas e Estações Experimentais']
10-s2.0-117819862,14720,117819862,Divisão de Florestas e Estações Experimentais,,,['Divisão de Florestas e Estações Experimentais']
10-s2.0-117692387,14724,117692387,PROCOOP,,,['PROCOOP']
10-s2.0-106634468,14727,106634468,LANAGRO,,,['Lanagro']
10-s2.0-117581692,14726,117581692,Departamento de Fitossanidade Do Grupo Agropalma S/A,,,['Departamento de Fitossanidade Do Grupo Agropalma S/A']
10-s2.0-119220034,14723,119220034,Sítio Pau Preto,,,['Sítio Pau Preto']
10-s2.0-101277353,14725,101277353,PESAGRO-RIO,,,"['Embrapa-Pesagro Rio', 'PESAGRO-Rio', 'Pesagro-Rio', 'PESAGRO-RIO']"
10-s2.0-117581331,14728,117581331,IFG/RV,,,['IFG/RV']
10-s2.0-117582362,14731,117582362,UNINASSAU,,,['Uninassau']
10-s2.0-117582532,14730,117582532,Ubyfol,,,['Ubyfol']
10-s2.0-117582354,14729,117582354,Agronomia,,,['Agronomia']
10-s2.0-115932043,14732,115932043,Extensão Rural e Pesquisa Agropecuária,,,"['Extensão Rural e Pesquisa Agropecuária', 'Extensão Rural e Pesquisa Agropecuária']"
10-s2.0-117500035,14733,117500035,Unidade Regional de Sete Lagoas-EMATER-MG-UREGI Sete Lagoas,,,['Unidade Regional de Sete Lagoas-EMATER-MG-UREGI Sete Lagoas']
10-s2.0-117500094,14734,117500094,NCCLs Research Group,,,['NCCLs Research Group']
10-s2.0-117500251,14736,117500251,Pulsfog Pulverizadores,,,['Pulsfog Pulverizadores']
10-s2.0-117499778,14737,117499778,Cerest Macrosul Pelotas-Centro de Referência em Saúde do Trabalhado,,,['Cerest Macrosul Pelotas-Centro de Referência em Saúde do Trabalhado']
10-s2.0-117499821,14735,117499821,Instituto Ricardo Shimada,,,['Instituto Ricardo Shimada']
10-s2.0-100374281,14738,100374281,Instituto de Biologia,,,"['Instituto De Biologia', 'Institute De Biologia', 'Inst. De Biologia']"
10-s2.0-113859194,14740,113859194,Faculdade de Macapá,,,[]
10-s2.0-101184876,14739,101184876,Ctr Estudos Mar,,,['Centro de Estudos Do Mar']
10-s2.0-126267922,14741,126267922,OR Melhoramento de Sementes,,,"['Or Melhoramento De Sementes', 'Or – Melhoramento De Sementes Ltda', 'Or Melhoramento De Sementes Ltda', 'Melhoramento De Sementes Ltda']"
10-s2.0-117380228,14742,117380228,Instituto Nacional de Pesca,,,['Instituto Nacional de Pesca']
10-s2.0-126267740,14743,126267740,Unidade Central de Educação FAEM Faculdade (UCEFF),,,[]
10-s2.0-112701795,14745,112701795,Instituto de Pesquisas Veterinárias Desidério Finamor,,,[]
10-s2.0-123443006,14744,123443006,Regional Integrated University of High Uruguay and Missions,,,[]
10-s2.0-105675632,14746,105675632,Centro de Produção e Pesquisa de Imunobiológicos (CPPI),,,[]
10-s2.0-117742209,14747,117742209,Sanofi Aventis,,,"['Sanofi-aventis', 'Sanofi Aventis']"
10-s2.0-116732159,14748,116732159,Public Health Laboratory,,,[]
10-s2.0-114750166,14750,114750166,Fundação Estadual de Produção e Pesquisa em Saúde (FEPPS),,,"['Fundação Estadual De Produção E Pesquisa Em Saúde (fepps)', 'Fundação Estadual De Produção E Pesquisa Em Saúde (fepps)porto Alegre', 'Fundação Est. Pesq. Agropec. Do Rio Grande Do Sul']"
10-s2.0-113607091,14749,113607091,URCA,,,['Urca']
10-s2.0-131890433,14751,131890433,School of Medicine University of São Paulo,,,[]
10-s2.0-109108562,14752,109108562,Interdisciplinary HTLV Research Group,,,[]
10-s2.0-116499482,14753,116499482,Municipal Hospital of Tuparetama,,,['Municipal Hospital Of Tuparetama']
10-s2.0-119585253,14754,119585253,Consultório Veterinário Fino Trato para Cão e Gato,,,['Consultório Veterinário Fino Trato Para Cão E Gato']
10-s2.0-117120857,14756,117120857,State Secretary of Health,,,"['State Secretary Of Health', 'State Education Secretary', 'Secretary Of Education', 'Health Secretary Of Itaperuna', 'Health Secretary']"
10-s2.0-112344080,14755,112344080,Fundação Pró-Tamar,,,['Fundação Pró-tamar']
10-s2.0-119069626,14757,119069626,Veterinary School-Avenida Presidente Antônio Carlos,,,"['Veterinary School-avenida Presidente Antônio Carlos', 'Avenida Presidente Antônio Carlos', 'Av Presidente Antônio Carlos']"
10-s2.0-112848981,14762,112848981,Empresa Metropolitana de Águas e Energia,,,"['Empresa Metropolitana De Águas E Energia', 'Emae - Empresa Metropolitana De Águas E Energia']"
10-s2.0-101711901,14758,101711901,Fundação Hemocentro de Ribeirão,,,['Fundação Hemocentro De Ribeirão']
10-s2.0-110206253,14759,110206253,Hospital Copa D'Or - Rio de Janeiro (RJ),,,[]
10-s2.0-118747631,14760,118747631,Central Hidrelétrica de Itaipu,,,['Central Hidrelétrica de Itaipu']
10-s2.0-117280526,14761,117280526,Superintendência Regional de Saúde de Diamantina,,,['Superintendência Regional De Saúde De Diamantina']
10-s2.0-101786213,14763,101786213,Núcleo de Medicina Tropical,,,"['Núcleo De Medicina Tropical', 'Centre De Medicina Tropical']"
10-s2.0-119198911,14764,119198911,Núcleo de Vigilância Epidemiológica,,,"['Núcleo De Vigilância Epidemiológica', 'Célula De Vigilância Epidemiológica']"
10-s2.0-106300092,14765,106300092,Grupo de Transplante Pulmonar,,,"['Grupo De Transplante Pulmonar', 'Serviço De Transplante Pulmonar']"
10-s2.0-119154483,14767,119154483,Laboratório de Microbiologia,,,['Laboratório de Microbiologia']
10-s2.0-117281137,14766,117281137,Departamento de Radiologia,,,"['Departamento De Radiologia', 'Serviço De Radiologia']"
10-s2.0-117092944,14768,117092944,3​ Centro Integrado de Análises Clínicas,,,['Centro Integrado de Análises Clínicas']
10-s2.0-116774907,14772,116774907,University Center of Mineiros,,,[]
10-s2.0-116993668,14770,116993668,Ministry of Health of Brazil,,,['Ministry Of Health Of Brazil']
10-s2.0-116993989,14769,116993989,Epidemiological Surveillance Center “Prof. Alexandre Vranjac”,,,[]
10-s2.0-112679097,14771,112679097,Instituto Nacional de Ciência e Tecnologia Doenças Tropicais,,,"['Instituto Nacional De Ciência E Tecnologia Em Doenças Tropicais', 'Instituto Nacional De Ciência E Tecnologia Doenças Tropicais', 'Instituto Nacional De Ciência E Tecnologia Em Doenças Tropicais—inct-dt', 'Institutos Nacionais De Ciências E Tecnologia-doenças Tropicais', 'Instituto Nacional De Ciências E Tecnologia Em Doenças Tropicais', 'Instituto Nacional De Ciência E Tecnologia Sobre Substâncias Psicoativas', 'Instituto Nacional De Ciência E Tecnologia Em Doencas Tropicais']"
10-s2.0-116728052,14773,116728052,Instituto do Fígado de Pernambuco (IFP),,,['Instituto do Fígado de Pernambuco (IFP)']
10-s2.0-126699106,14777,126699106,Faculdade de Ciências Médicas,,,['Faculdade De Ciências Médicas']
10-s2.0-113190279,14776,113190279,Reproductive Immunology Centre,,,"['Reproductive Immunology Centre', 'Reproductive Immunology Center', 'Human Reproduction Centre']"
10-s2.0-107302891,14774,107302891,René Rachou Research Centre - CPqRR,,,"['René Rachou Research Centre-cpqrr', 'René Rachou Research Centre - Cpqrr']"
10-s2.0-116512514,14778,116512514,National Cancer Institute José de Alencar Gomes da Silva,,,['National Cancer Institute José De Alencar Gomes Da Silva']
10-s2.0-101543748,14775,101543748,Hospital of Tropical Diseases Dr. Anuar Auad,,,"['Hospital Of Tropical Diseases Dr. Anuar Auad', 'Hospital De Doenças Tropicais Dr. Anuar Auad', 'Tropical Diseases Hospital Dr. Anuar Auad', 'Anuar Auad Hospital']"
10-s2.0-116883648,14782,116883648,National Toxico-Pharmacological Information System (SINITOX),,,['National Toxico-Pharmacological Information System (SINITOX)']
10-s2.0-113064266,14781,113064266,Faculty of Technology of Sorocaba,,,[]
10-s2.0-115352622,14780,115352622,Centro de Pesquisas do Cacau - CEPEC,,,"['Centro de Pesquisas Do Cacau - CEPEC', 'Centro de Pesquisas do Cacau - CEPEC']"
10-s2.0-116513447,14779,116513447,Cancer Hospital II,,,['Cancer Hospital Ii']
10-s2.0-106298191,14783,106298191,São José do Rio Preto School of Medicine (FAMERP),,,"['Medicine School Of São José Do Rio Preto-famerp', 'São José Do Rio Preto Medical School', 'Sch. Of Med. Of S. Jose Do Rio Preto', 'Sao Jose Do Rio Preto Medical School - Famerp', 'Medicine School Of São José Do Rio Preto', 'Medical School Of São José Do Rio Preto (famerp)', 'Instituto Urologia Nefrologia São José Do Rio Preto']"
10-s2.0-119676568,14785,119676568,Faculdade de Ciências,,,['Faculdade De Ciências']
10-s2.0-117468501,14786,117468501,Federal Institute of Education,,,"['Federal Institute Of Education', 'Federal Institute Of Education, Science And Technology Of Ceará']"
10-s2.0-107124214,14784,107124214,Desidério Finamor Veterinary Research Institute-FEPAGRO,,,"['Desidério Finamor Veterinary Research Institute-fepagro', 'Veterinary Research Institute Desidério Finamor (fepagro)', 'Veterinary Research Institute Desiderio Finamor (ipvdf)', 'Institute Of Veterinary Research Desidério Finamor (ipvdf)', 'Institute Of Veterinary Research Desidério Finamor', 'Institute For Veterinary Research Desidério Finamor (ipvdf)', 'Inst. For Veterinary Research Desidério Finamor (ipvdf)', 'Fepagro Animal Health - Inst. For Veterinary Research Desidério Finamor (ipvdf)', 'Fepagro Animal Health - Desidério Finamor Inst. Of Veterinary Research (ipvdf)', 'Fepagro - Animal Health - Institute For Veterinary Research Desidério Finamor (ipvdf)']"
10-s2.0-113775032,14788,113775032,Núcleo de Pesquisa em Inovação Terapêutica Suely Galdino,,,"['Núcleo De Pesquisa Em Inovação Terapêutica Suely Galdino', 'Núcleo De Pesquisa Em Inovação Terapêutica (nupit)', 'Núcleo De Pesquisa Em Inovação Terapêutica Suely Galdino (nupit-sg)', 'Núcleo De Pesquisa Em Inovação Terapêutica Suely Galdino (nupit Sg)', 'Núcleo De Pesquisa Em Inovação Terapêutica', 'Núcleo De Pesquisa Em Inovacąõ Terapeûtica Suely Galdino']"
10-s2.0-116509679,14787,116509679,Programa Multicentrico de Pos-Graduacao em Bioquimica e Biologia Molecular,,,['Programa Multicentrico De Pos-graduacao Em Bioquimica E Biologia Molecular']
10-s2.0-113072072,14789,113072072,Cortes Villela Clinical Laboratory,,,['Cortes Villela Clinical Laboratory']
10-s2.0-116732536,14793,116732536,Departments of Microbiology,,,['Departments of Microbiology']
10-s2.0-101665030,14790,101665030,JRM-Investigações Imunológicas,,,"['Jrm-investigações Imunológicas', 'Jrm Investigações Imunológicas', 'Jrm. Inv. Imunológicas']"
10-s2.0-116731777,14792,116731777,Departments of Biochemistry and Immunology,,,['Departments Of Biochemistry And Immunology']
10-s2.0-116798539,14791,116798539,Ministry of Agriculture,,,"['School Of Agriculture', 'Ministry Of Agriculture']"
10-s2.0-116517798,14798,116517798,Centro de Parasitologia e Micologia,,,['Centro de Parasitologia e Micologia']
10-s2.0-115733944,14794,115733944,Centro,,,['Centro']
10-s2.0-106428471,14796,106428471,Medical School,,,"['Medical School', 'Medical School Academic']"
10-s2.0-107029889,14797,107029889,Leão Sampaio College,,,"['Leão Sampaio College', 'Leão Sampaio University Center', 'University Center Leão Sampaio', 'Faculdade Leão Sampaio Unidade Saúde', 'Faculdade Leão Sampaio']"
10-s2.0-115165445,14795,115165445,Molecular Biology Laboratory,,,['Molecular Biology Laboratory']
10-s2.0-113126473,14802,113126473,Pernambuco State Central Laboratory (LACEN/PE),,,"['Pernambuco State Central Laboratory (lacen/pe)', 'Laboratório Central De Saúde Pública Do Estado De Pernambuco (lacen/pe)', 'Laboratório Central De Pernambuco - Lacen/pe', 'Lab. Central De Pernambuco']"
10-s2.0-126665210,14803,126665210,Unviversidade Federal de Minas Gerais,,,['Unviversidade Federal De Minas Gerais']
10-s2.0-60290095,14800,60290095,Associação Brasileira de Alergia e Imunologia,sbai.org.br,http://www.sbai.org.br/home.asp,"['Associação Brasileira de Alergia e Imunologia', 'Brazilian Association of Allergy and Immunology']"
10-s2.0-118610091,14799,118610091,Supervisão de Vigilância em Saúde de Santo Amaro/Cidade Ademar,,,['Supervisão de Vigilância em Saúde de Santo Amaro/Cidade Ademar']
10-s2.0-117794190,14801,117794190,Faculdade Leão Sampaio - FALS,,,['Faculdade Leão Sampaio - FALS']
10-s2.0-113802248,14806,113802248,Centro de Pesquisas em Doenças Hepato- Renais - CPDHR,,,"['Centro De Pesquisas Em Doenças Hepato-renais', 'Centro De Pesquisas Em Doenças Hepato- Renais - Cpdhr', 'Centro De Pesquisas Em Doenças Hepato Renais']"
10-s2.0-114690769,14808,114690769,Health Secretariat,,,['Health Secretariat']
10-s2.0-116404602,14805,116404602,Centro Universitário de Volta Redonda-UNIFOA/RJ,,,['Centro Universitário de Volta Redonda-UNIFOA/RJ']
10-s2.0-112964634,14807,112964634,Centro de Hematologia e Hemoterapia do Ceará,,,"['Centro De Hematologia E Hemoterapia Do Ceará', 'Centro De Hematologia E Hemoterapia Do Ceara', 'Centro De Hematologia E De Hemoterapia Do Ceará']"
10-s2.0-118746834,14804,118746834,Tropical Melhoramento and Genética,,,"['Tropical Melhoramento And Genética Ltda.', 'Tropical Melhoramento And Genética']"
10-s2.0-116770359,14811,116770359,Virology Sector,,,['Virology Sector']
10-s2.0-116662043,14813,116662043,SECEP,,,['SECEP']
10-s2.0-116960227,14810,116960227,Secretaria Municipal de Saúde de Sinop,,,['Secretaria Municipal de Saúde de Sinop']
10-s2.0-110078382,14809,110078382,Universidade Salgado de Oliveira,,,"['Universidade Salgado De Oliveira', 'Salgado De Oliveira University', 'Curso De Psicologia Da Universidade Salgado De Oliveira']"
10-s2.0-101640018,14812,101640018,Clinical Hospital,,,"['Clinical Hospital', 'The Clinical Hospital']"
10-s2.0-113369409,14817,113369409,Rheumatology Division,,,['Rheumatology Division']
10-s2.0-101661872,14815,101661872,Vigilância Epidemiológica Municipal de Itaboraí,,,"['Vigilância Epidemiológica Municipal De Itaboraí', 'Vigilância Epidemiológica', 'Centro De Vigilância Epidemiológica']"
10-s2.0-101942857,14818,101942857,Secretariat of the Environment and Green,,,[]
10-s2.0-109038536,14816,109038536,Secretaria de Saúde,,,"['Secretaria De Saúde', 'Secretaria Municipal De Saúde']"
10-s2.0-116662057,14814,116662057,Hospital Municipal Desembargador Leal Junior,,,['Hospital Municipal Desembargador Leal Junior']
10-s2.0-113416246,14819,113416246,University of the State of Pará,,,[]
10-s2.0-116278234,14822,116278234,Postgraduate Program in Biomedical Gerontology,,,['Postgraduate Program in Biomedical Gerontology']
10-s2.0-113198590,14821,113198590,Programa de Pós-Graduação em Agroecologia,,,"['Programa De Pós-graduação Em Agroecologia', 'Programa De Pós-graduação']"
10-s2.0-116405241,14820,116405241,Municipality Secretary of Health of Rio Branco,,,['Municipality Secretary Of Health Of Rio Branco']
10-s2.0-112323846,14823,112323846,Departamento de Bioquímica e Biologia Molecular,,,"['Departamento De Bioquímica E Biologia Molecular', 'Departamento De Química E Biologia']"
10-s2.0-100460959,14824,100460959,Lusiada Foundation,,,"['Lusiada Foundation', 'Lusíada Foundation School Of Medicine', 'Lusíada Foundation Of States', 'Lusíada Foundation']"
10-s2.0-113255140,14827,113255140,Geopark Araripe,,,['Geopark Araripe']
10-s2.0-117795379,14826,117795379,Maternal and Child University Hospital,,,['Maternal and Child University Hospital']
10-s2.0-115874328,14825,115874328,Higher Education Association of Caruaru,,,['Higher Education Association of Caruaru']
10-s2.0-117887204,14828,117887204,Chromosome Genomic Medicine,,,"['Chromosome Genomic Medicine', 'Chromosome']"
10-s2.0-116553566,14829,116553566,Programa de Pós-Graduação em Biologia de Água Doce e Pesca Interior,,,[]
10-s2.0-112722896,14833,112722896,Private Practice,,,[]
10-s2.0-116732819,14831,116732819,Laboratório Bergmann,,,['Laboratório Bergmann']
10-s2.0-60080212,14834,60080212,Scylla Informática,scylla.com.br,https://www.scylla.com.br/en/,[]
10-s2.0-105460900,14830,105460900,Pequeno Principe Hospital,,,"['Pequeno Principe Hospital', 'Hospital Pequeno Principe', 'Pequeno Príncipe Hospital', 'Hospital Pequeño Príncipe']"
10-s2.0-116604638,14832,116604638,Bahia Farma Diagnostics,,,['Bahia Farma Diagnostics']
10-s2.0-113162234,14839,113162234,Noel Nutels Central Laboratory (LACEN),,,"['Noel Nutels Central Laboratory (lacen)', 'Laboratório Central Noel Nutels/lacen', 'Laboratorio Central Noel Nütels (lacen)', 'Laboratorio Central Noel Nutels - Lacen', 'Central Laboratory Of Public Heath Noel Nutels—lacen-rj', 'Central Laboratory Of Public Health Noel Nutels - Lacen-rj', 'Central Laboratory Of Public Health Noel Nutels (lacen-rj)']"
10-s2.0-116499051,14835,116499051,Laboratório de Hemato-Oncologia Celular e Molecular,,,"['Laboratório de Hemato-Oncologia Celular e Molecular', 'Laboratório de Hemato-oncologia Celular e Molecular']"
10-s2.0-116241546,14838,116241546,Instituto Nacional de Ciência e Tecnologia em Áreas Úmidas,,,['Instituto Nacional de Ciência e Tecnologia em Áreas Úmidas']
10-s2.0-114826558,14837,114826558,Departamento de Clínica Médica,,,"['Departamento de Clínica Médica', 'Departamento de Clinica Médica']"
10-s2.0-117794656,14836,117794656,Laboratório Central de Saúde Publica do Amapá (LACEN-AP),,,['Laboratório Central de Saúde Publica do Amapá (LACEN-AP)']
10-s2.0-106426320,14843,106426320,Regional Hospital,,,"['Hospital Regional', 'South Regional Hospital', 'Regional Hospital', 'Hosp. Regional']"
10-s2.0-116363821,14840,116363821,Inforium College of Technology,,,['Inforium College of Technology']
10-s2.0-105992234,14844,105992234,University Paulista,,,"['University Paulista', 'University Of Oeste Paulista', 'Hospital Paulista', 'Paulista University–unip']"
10-s2.0-116301055,14842,116301055,University Center Geraldo Di Biase - Barra do Piraí,,,['University Center Geraldo Di Biase - Barra do Piraí']
10-s2.0-117052942,14841,117052942,Instituto de Immunogenética - AFIP,,,['Instituto de Immunogenética - AFIP']
10-s2.0-117876958,14848,117876958,MD - Pathologist at CDAP - Clínica de Diagnóstico Anátomo-Patológico,,,['CDAP - Clínica de Diagnóstico Anátomo-Patológico']
10-s2.0-107889973,14846,107889973,Leonor M de Barros Hospital,,,"['Leonor M De Barros Hospital', 'Lhospital Leonor M De Barros']"
10-s2.0-116459608,14845,116459608,Laboratórios Vencofarma do Brasil,,,['Laboratórios Vencofarma Do Brasil']
10-s2.0-101889041,14849,101889041,Hospital de Ensino Padre Anchieta,,,"['Hospital De Ensino Padre Anchieta', 'Padre Anchieta Hospital', 'Hosp. De Ensino Padre Anchieta']"
10-s2.0-118586483,14847,118586483,MD - Radiologist at Gimi Medicina Diagnóstica,,,['Radiologist at Gimi Medicina Diagnóstica']
10-s2.0-112825825,14850,112825825,Hospital Estadual Mário Covas,,,[]
10-s2.0-117643009,14853,117643009,Colégio Pedro II,,,['Colégio Pedro Ii']
10-s2.0-112626045,14854,112626045,Centro de Pesquisa Clínica em Pneumologia da Irmandade Santa Casa de Misericórdia de São Paulo,,,"['Serviço De Reumatologia Da Irmandade Santa Casa De Misericórdia De São Paulo', 'Serviço De Otorrinolaringologia Da Santa Casa De Misericõrdia De São Paulo', 'Serviço De Catarata Da Santa Casa De Misericórdia De São Paulo', 'Servico De Emergencia De Clinica Medica Da Santa Casa De Misericordia De Sao Paulo', 'Santa Casa De Misericordia De São Paulo', 'Irmandade De Misericórdia Da Santa Casa De São Paulo', 'Centro De Pesquisa Clínica Em Pneumologia Da Irmandade Santa Casa De Misericórdia De São Paulo']"
10-s2.0-118586429,14852,118586429,Sociedade Brasileira de Nutrologia,,,['Sociedade Brasileira de Nutrologia']
10-s2.0-117877155,14851,117877155,Biotechnology Graduate Program,,,['Biotechnology Graduate Program']
10-s2.0-110475487,14855,110475487,Sport: Laboratório de História do Esporte e do Lazer,,,"['Laboratório de História do Esporte e do Lazer da', 'Sport: Laboratório de História do Esporte e do Lazer']"
10-s2.0-119220669,14858,119220669,Gerente de Empresa MindDen,,,['Gerente de Empresa MindDen']
10-s2.0-119220630,14859,119220630,Consultor de Marketing en la Empresa Ads and Tea Online Marketing,,,['Consultor de Marketing en la Empresa Ads and Tea Online Marketing']
10-s2.0-117814897,14857,117814897,University Centre of Brasília,,,"['University Centre Of Brasília', 'University Centre Of Brasilia']"
