eid,auid,creator
2-s2.0-85064900077,36009947200,False
2-s2.0-85064900077,36959471900,False
2-s2.0-85063283858,7007084542,True
2-s2.0-85063283858,57193649624,False
2-s2.0-85063283858,57248601200,False
2-s2.0-85063283858,57215359981,False
2-s2.0-85063283858,7003709994,False
2-s2.0-85062962749,57204162255,False
2-s2.0-85062962749,7102858399,False
2-s2.0-85062962749,34874606200,False
2-s2.0-85062962749,14030004200,False
2-s2.0-85059430405,57201616763,True
2-s2.0-85059430405,42360970800,False
2-s2.0-85059373373,57200398943,True
2-s2.0-85059373373,7103179572,False
2-s2.0-85059373373,57213206498,False
2-s2.0-85059373373,6603795856,False
2-s2.0-85059373373,56239637000,False
2-s2.0-85059373373,57205286440,False
2-s2.0-85059373373,57194024411,False
2-s2.0-85059373373,56955345500,False
2-s2.0-85059373373,57119755200,False
2-s2.0-85059373373,56785756600,False
2-s2.0-85059373373,57204561947,False
2-s2.0-85059373373,59582348900,False
2-s2.0-85059259448,57189386417,True
2-s2.0-85059259448,57191959967,False
2-s2.0-85059259448,56086042200,False
2-s2.0-85059259448,7004262088,False
2-s2.0-85059259448,6505894818,False
2-s2.0-85059243276,57203821407,True
2-s2.0-85059243276,55169607400,False
2-s2.0-85059243276,57204180696,False
2-s2.0-85059243276,57204502143,False
2-s2.0-85059243276,36716359700,False
2-s2.0-85059241967,56286386800,False
2-s2.0-85059241967,55951630500,False
2-s2.0-85059241967,35097644000,False
2-s2.0-85059241967,12771602300,False
2-s2.0-85059241967,7401505481,False
2-s2.0-85059138885,6603840032,True
2-s2.0-85059138885,7003742958,False
2-s2.0-85058902523,57216351188,True
2-s2.0-85058902523,22135731500,False
2-s2.0-85058879396,57205167462,True
2-s2.0-85058879396,57205168848,False
2-s2.0-85058879396,56026288200,False
2-s2.0-85058879396,6507007072,False
2-s2.0-85058879396,6506528894,False
2-s2.0-85058879396,55797652000,False
2-s2.0-85058805745,8790399300,True
2-s2.0-85058805745,55980993400,False
2-s2.0-85058805745,58767184100,False
2-s2.0-85058805745,57201429538,False
2-s2.0-85058805745,55815908200,False
2-s2.0-85058805745,16230444800,False
2-s2.0-85058805745,35516117800,False
2-s2.0-85058677914,57205125126,False
2-s2.0-85058677914,8876611700,False
2-s2.0-85058677914,55174889900,False
2-s2.0-85058677914,56652951700,False
2-s2.0-85058677914,7202391189,False
2-s2.0-85058677914,7006118149,False
2-s2.0-85058676069,57194399152,True
2-s2.0-85058676069,57196001493,False
2-s2.0-85058676069,57194382269,False
2-s2.0-85058676069,57193622090,False
2-s2.0-85058676069,57192161978,False
2-s2.0-85058676069,56010393600,False
2-s2.0-85058676069,56809011400,False
2-s2.0-85058676069,55889590700,False
2-s2.0-85058676069,8607339300,False
2-s2.0-85058676069,54401016900,False
2-s2.0-85058309564,57193124252,False
2-s2.0-85058309564,57193125914,False
2-s2.0-85058309564,57200000960,False
2-s2.0-85058309564,57205020520,False
2-s2.0-85058309564,57205027149,False
2-s2.0-85058309564,57214621103,False
2-s2.0-85058309564,15842892400,False
2-s2.0-85058309564,16643564800,False
2-s2.0-85058002626,56020011900,True
2-s2.0-85058002626,55600329800,False
2-s2.0-85058002626,55667912500,False
2-s2.0-85058002626,57193221132,False
2-s2.0-85058002626,8705182000,False
2-s2.0-85058002626,7006563577,False
2-s2.0-85058002626,7801521416,False
2-s2.0-85058002626,23010169500,False
2-s2.0-85057562792,6603823127,True
2-s2.0-85057562792,55385750600,False
2-s2.0-85057562792,56763654300,False
2-s2.0-85057562792,56957866000,False
2-s2.0-85057562792,58579802900,False
2-s2.0-85057562792,56763680900,False
2-s2.0-85057562792,57204855615,False
2-s2.0-85057562792,56988666400,False
2-s2.0-85057136227,55234257300,True
2-s2.0-85057136227,7403144221,False
2-s2.0-85057136227,6602479003,False
2-s2.0-85057136227,35253417800,False
2-s2.0-85057136227,7005494101,False
2-s2.0-85057136227,36048591800,False
2-s2.0-85057136227,57192890201,False
2-s2.0-85057136227,56759548200,False
2-s2.0-85057136227,7401726151,False
2-s2.0-85057136227,7005590063,False
2-s2.0-85057136227,36875185500,False
2-s2.0-85057136227,55142246300,False
2-s2.0-85057136227,10139540400,False
2-s2.0-85057136227,7201385232,False
2-s2.0-85057136227,7004823678,False
2-s2.0-85057136227,7005782335,False
2-s2.0-85057136227,7003505478,False
2-s2.0-85057136227,57605708200,False
2-s2.0-85057136227,56693973800,False
2-s2.0-85057136227,23398558600,False
2-s2.0-85057136227,7403519729,False
2-s2.0-85057136227,57204183449,False
2-s2.0-85057136227,36040369400,False
2-s2.0-85057136227,7006112267,False
2-s2.0-85057136227,55239601400,False
2-s2.0-85057136227,24724889600,False
2-s2.0-85057136227,56555648500,False
2-s2.0-85057136227,7004021618,False
2-s2.0-85057136227,8102573300,False
2-s2.0-85057136227,7004685679,False
2-s2.0-85057136227,56223993400,False
2-s2.0-85057136227,56715261800,False
2-s2.0-85057136227,56000834200,False
2-s2.0-85057136227,8604480400,False
2-s2.0-85057136227,56588793000,False
2-s2.0-85057136227,7003499147,False
2-s2.0-85057136227,7103111881,False
2-s2.0-85057136227,7004818575,False
2-s2.0-85056707346,57204687309,True
2-s2.0-85056707346,57204887301,False
2-s2.0-85056707346,7005549815,False
2-s2.0-85056707346,57204744667,False
2-s2.0-85056570237,8129941900,True
2-s2.0-85056570237,16647603600,False
2-s2.0-85056376640,57189591860,False
2-s2.0-85056376640,56305145200,False
2-s2.0-85056376640,17342732500,False
2-s2.0-85056376640,12445265000,False
2-s2.0-85056376640,56258627300,False
2-s2.0-85056334948,6506325070,False
2-s2.0-85056334948,56152108200,False
2-s2.0-85056334948,15046503700,False
2-s2.0-85056323172,24829393300,True
2-s2.0-85056323172,57188734699,False
2-s2.0-85056323172,57194381968,False
2-s2.0-85056323172,55902014000,False
2-s2.0-85056323172,56789577900,False
2-s2.0-85056323172,35610518700,False
2-s2.0-85056323172,12240345000,False
2-s2.0-85056243316,58383152100,True
2-s2.0-85056243316,57200522505,False
2-s2.0-85056243316,55848401500,False
2-s2.0-85056243316,56052429800,False
2-s2.0-85056243316,35067860800,False
2-s2.0-85056243316,35612644600,False
2-s2.0-85055906280,57225811422,True
2-s2.0-85055906280,42661311500,False
2-s2.0-85055906280,24576367400,False
2-s2.0-85055906280,16833677100,False
2-s2.0-85055906280,12772492600,False
2-s2.0-85055906280,55046126700,False
2-s2.0-85055906280,55995532600,False
2-s2.0-85055906280,7006810113,False
2-s2.0-85055793196,57186316100,False
2-s2.0-85055793196,7103341003,False
2-s2.0-85055789400,35481187300,True
2-s2.0-85055789400,23568679000,False
2-s2.0-85055414622,56983023200,True
2-s2.0-85055414622,57204392643,False
2-s2.0-85055414622,56818653600,False
2-s2.0-85055414622,8313580700,False
2-s2.0-85055414622,55087222300,False
2-s2.0-85055414622,35510536300,False
2-s2.0-85055414622,6602730645,False
2-s2.0-85055188785,57204329448,False
2-s2.0-85055188785,23985320400,False
2-s2.0-85055188785,6603151780,False
2-s2.0-85055188785,8501410700,False
2-s2.0-85055097552,57204287855,False
2-s2.0-85055097552,57204288461,False
2-s2.0-85055097552,56465831500,False
2-s2.0-85055097552,55936323000,False
2-s2.0-85055097552,56465581300,False
2-s2.0-85054825986,57201404403,True
2-s2.0-85054825986,57503578400,False
2-s2.0-85054825986,7004365831,False
2-s2.0-85054825986,36239352800,False
2-s2.0-85054793838,36676976900,True
2-s2.0-85054793838,8661494500,False
2-s2.0-85054793838,7402871591,False
2-s2.0-85054793838,6602737692,False
2-s2.0-85054748630,37561726500,True
2-s2.0-85054748630,15519963000,False
2-s2.0-85054748630,57204160334,False
2-s2.0-85054748630,57204158431,False
2-s2.0-85054748630,57204154726,False
2-s2.0-85054748630,14833610400,False
2-s2.0-85054748630,35600470000,False
2-s2.0-85054748630,6602232245,False
2-s2.0-85054577192,57204127700,True
2-s2.0-85054577192,6507335779,False
2-s2.0-85054577192,57204122768,False
2-s2.0-85054577192,55427633200,False
2-s2.0-85054577192,57193504911,False
2-s2.0-85054577192,55295313500,False
2-s2.0-85054577192,7004299861,False
2-s2.0-85054577192,6603243600,False
2-s2.0-85054577192,7004323895,False
2-s2.0-85054507565,55539785500,False
2-s2.0-85054507565,57204859279,False
2-s2.0-85054507565,56996606500,False
2-s2.0-85054507565,40461837900,False
2-s2.0-85054507565,56789504100,False
2-s2.0-85054507565,37110541400,False
2-s2.0-85054507565,35790096500,False
2-s2.0-85054411240,6506651210,True
2-s2.0-85054411240,56741192300,False
2-s2.0-85054411240,55826603500,False
2-s2.0-85054411240,56814966100,False
2-s2.0-85054411240,16647603600,False
2-s2.0-85054411240,57222635400,False
2-s2.0-85054354989,56158469800,True
2-s2.0-85054354989,56517792700,False
2-s2.0-85054354989,56524915900,False
2-s2.0-85054354989,56732311700,False
2-s2.0-85054354989,14522699800,False
2-s2.0-85054354989,6603394856,False
2-s2.0-85054354989,35589037300,False
2-s2.0-85054354989,7202075544,False
2-s2.0-85054354989,35445564200,False
2-s2.0-85054316749,57189223712,True
2-s2.0-85054316749,57189211924,False
2-s2.0-85054316749,55965341400,False
2-s2.0-85054316749,55966089000,False
2-s2.0-85054316749,57204058136,False
2-s2.0-85054316749,57190141223,False
2-s2.0-85054316749,12773342300,False
2-s2.0-85054316749,24733657900,False
2-s2.0-85054316749,7003930361,False
2-s2.0-85054316749,55551951900,False
2-s2.0-85054196105,39361132400,True
2-s2.0-85054196105,23495505800,False
2-s2.0-85054196105,53871502900,False
2-s2.0-85054174332,57204041001,True
2-s2.0-85054174332,57192167326,False
2-s2.0-85054174332,57204037326,False
2-s2.0-85054174332,57204032881,False
2-s2.0-85054174332,57203536274,False
2-s2.0-85054174332,57204037673,False
2-s2.0-85054174332,57225433903,False
2-s2.0-85054174332,7004476272,False
2-s2.0-85054174332,10243710900,False
2-s2.0-85054152686,57204031821,False
2-s2.0-85054152686,57196065999,False
2-s2.0-85054152686,57204030055,False
2-s2.0-85054152686,57204031606,False
2-s2.0-85054152686,57204030152,False
2-s2.0-85054152686,56830237700,False
2-s2.0-85054152686,11940152400,False
2-s2.0-85054152686,57204737547,False
2-s2.0-85054152686,57204028792,False
2-s2.0-85054152686,15848511200,False
2-s2.0-85054152686,25937424500,False
2-s2.0-85053819853,57203970162,True
2-s2.0-85053819853,35195242800,False
2-s2.0-85053819853,35345743200,False
2-s2.0-85053819853,14122998100,False
2-s2.0-85053777769,57189591860,True
2-s2.0-85053777769,56305145200,False
2-s2.0-85053777769,57203964369,False
2-s2.0-85053777769,36982887400,False
2-s2.0-85053777769,17342732500,False
2-s2.0-85053777769,56258627300,False
2-s2.0-85053721181,57203952363,False
2-s2.0-85053721181,57195488196,False
2-s2.0-85053721181,57203950277,False
2-s2.0-85053721181,56010821400,False
2-s2.0-85053693777,24339267200,False
2-s2.0-85053693777,13102960000,False
2-s2.0-85053693777,57203942554,False
2-s2.0-85053693777,57201647825,False
2-s2.0-85053693777,6601986255,False
2-s2.0-85053626467,56269680700,True
2-s2.0-85053626467,36041927900,False
2-s2.0-85053626467,57209027746,False
2-s2.0-85053626467,7006013690,False
2-s2.0-85053626467,57207223988,False
2-s2.0-85053626467,58984172500,False
2-s2.0-85053626467,56349284700,False
2-s2.0-85053626467,57202673708,False
2-s2.0-85053626467,6507561867,False
2-s2.0-85053626467,7103136063,False
2-s2.0-85053626467,6603639480,False
2-s2.0-85053626467,41861516000,False
2-s2.0-85053626467,35925376700,False
2-s2.0-85053626467,26030088300,False
2-s2.0-85053626467,57208968780,False
2-s2.0-85053626467,39561137900,False
2-s2.0-85053626467,59881538900,False
2-s2.0-85053626467,7402871242,False
2-s2.0-85053626467,57234073900,False
2-s2.0-85053626467,57534113800,False
2-s2.0-85053626467,7004169718,False
2-s2.0-85053626467,7202548138,False
2-s2.0-85053626467,7006658797,False
2-s2.0-85053626467,35429672100,False
2-s2.0-85053626467,35381365100,False
2-s2.0-85053626467,57220937615,False
2-s2.0-85053626467,7006676341,False
2-s2.0-85053626467,57203929974,False
2-s2.0-85053626467,56779273000,False
2-s2.0-85053626467,57203926362,False
2-s2.0-85053626467,8082867800,False
2-s2.0-85053626467,57203180873,False
2-s2.0-85053452461,57214877936,True
2-s2.0-85053452461,57204269015,False
2-s2.0-85053452461,23670160500,False
2-s2.0-85053452461,57072650300,False
2-s2.0-85053452461,7003934654,False
2-s2.0-85053452461,25031339400,False
2-s2.0-85053452461,19734073700,False
2-s2.0-85053452461,57202408396,False
2-s2.0-85053185234,57812371000,True
2-s2.0-85053185234,57191372149,False
2-s2.0-85053185234,55810728400,False
2-s2.0-85053185234,49963433700,False
2-s2.0-85053185234,16834671700,False
2-s2.0-85053162438,56575436500,True
2-s2.0-85053162438,56950280100,False
2-s2.0-85053162438,56053278400,False
2-s2.0-85053162438,57203844920,False
2-s2.0-85053162438,56810357500,False
2-s2.0-85053162438,17342481300,False
2-s2.0-85053016183,56964279800,True
2-s2.0-85053016183,37072254300,False
2-s2.0-85053016183,57528311300,False
2-s2.0-85053016183,7003631887,False
2-s2.0-85052967969,57196326545,True
2-s2.0-85052967969,26646838200,False
2-s2.0-85052967969,55205102600,False
2-s2.0-85052967969,54891344600,False
2-s2.0-85052967969,57210953186,False
2-s2.0-85052967969,57202266063,False
2-s2.0-85052967969,35741739500,False
2-s2.0-85052967969,7202114936,False
2-s2.0-85052967969,24503340300,False
2-s2.0-85052867742,55513165700,False
2-s2.0-85052867742,6602875723,False
2-s2.0-85052867742,57188972722,False
2-s2.0-85052867742,57203758558,False
2-s2.0-85052867742,57188975341,False
2-s2.0-85052867742,12141096100,False
2-s2.0-85052657089,57203682203,False
2-s2.0-85052657089,55880378600,False
2-s2.0-85052657089,7003850677,False
2-s2.0-85052657089,12804479700,False
2-s2.0-85052120774,55503401200,True
2-s2.0-85052120774,12775725100,False
2-s2.0-85052120774,57203533054,False
2-s2.0-85052120774,56248298000,False
2-s2.0-85052120774,8967126500,False
2-s2.0-85052120774,56518103500,False
2-s2.0-85052120774,57201479793,False
2-s2.0-85052120774,13612668000,False
2-s2.0-85052120774,55503084700,False
2-s2.0-85052054667,57200183919,False
2-s2.0-85052054667,57203526152,False
2-s2.0-85052054667,57203527299,False
2-s2.0-85052054667,57194588425,False
2-s2.0-85052054667,57203535191,False
2-s2.0-85052054667,40461837900,False
2-s2.0-85052054667,35790096500,False
2-s2.0-85051747145,57202263978,True
2-s2.0-85051747145,57203431719,False
2-s2.0-85051747145,56352643800,False
2-s2.0-85051747145,7005373351,False
2-s2.0-85051747145,35741739500,False
2-s2.0-85051667493,57194110341,False
2-s2.0-85051667493,57203413952,False
2-s2.0-85051667493,8967126400,False
2-s2.0-85051667493,56608187300,False
2-s2.0-85051667493,16048079100,False
2-s2.0-85051667493,57203408355,False
2-s2.0-85051667493,26666586200,False
2-s2.0-85051667493,11239653700,False
2-s2.0-85051667493,23992123900,False
2-s2.0-85051667493,8967126500,False
2-s2.0-85051635635,57203408656,True
2-s2.0-85051635635,55534245300,False
2-s2.0-85051635635,8674034700,False
2-s2.0-85051635635,55534243300,False
2-s2.0-85051635635,8980990800,False
2-s2.0-85051635635,37661387100,False
2-s2.0-85051242068,16303823900,False
2-s2.0-85050955043,56498565800,True
2-s2.0-85050955043,36716429300,False
2-s2.0-85050955043,36129935900,False
2-s2.0-85050955043,56911671100,False
2-s2.0-85050660997,56527211400,True
2-s2.0-85050660997,55674776100,False
2-s2.0-85050660997,57203140861,False
2-s2.0-85050660997,57214521572,False
2-s2.0-85050660997,6603905890,False
2-s2.0-85050660997,36116067400,False
2-s2.0-85050660997,55948213200,False
2-s2.0-85050660997,56283850500,False
2-s2.0-85050620689,57204576605,False
2-s2.0-85050620689,35619098100,False
2-s2.0-85050302470,57203022170,True
2-s2.0-85050302470,57202511582,False
2-s2.0-85050302470,57203024732,False
2-s2.0-85050302470,7003420281,False
2-s2.0-85050302470,56988518500,False
2-s2.0-85050302470,14819088400,False
2-s2.0-85049866651,56324032400,True
2-s2.0-85049866651,57194769172,False
2-s2.0-85049604463,57191526112,True
2-s2.0-85049604463,44361276100,False
2-s2.0-85049604463,56241619800,False
2-s2.0-85049604463,55623681500,False
2-s2.0-85049604463,55940907500,False
2-s2.0-85049604463,6701584651,False
2-s2.0-85049604463,12644965400,False
2-s2.0-85047497270,57202213451,True
2-s2.0-85047497270,57202210195,False
2-s2.0-85047497270,57202218770,False
2-s2.0-85047497270,55922549300,False
2-s2.0-85047497270,57195755307,False
2-s2.0-85047497270,55348408100,False
2-s2.0-85047497270,13411374000,False
2-s2.0-85047484014,57202209498,True
2-s2.0-85047484014,57202208782,False
2-s2.0-85047484014,57202210424,False
2-s2.0-85047484014,21743570100,False
2-s2.0-85047484014,35365130700,False
2-s2.0-85047484014,8914045000,False
2-s2.0-85047436428,25642630800,True
2-s2.0-85047436428,25926275300,False
2-s2.0-85047436428,57202200321,False
2-s2.0-85047436428,57202190225,False
2-s2.0-85047436428,57188584351,False
2-s2.0-85047436428,24330924200,False
2-s2.0-85047436428,7004425659,False
2-s2.0-85047436428,7004242965,False
2-s2.0-85047436428,55871338800,False
2-s2.0-85047082457,57221594725,True
2-s2.0-85047082457,7005427439,False
2-s2.0-85047082457,57247529100,False
2-s2.0-85047082457,15765454000,False
2-s2.0-85047082457,57171979000,False
2-s2.0-85047082457,8561662500,False
2-s2.0-85047082457,57217155856,False
2-s2.0-85047082457,35724018600,False
2-s2.0-85047082457,54394142900,False
2-s2.0-85045676554,56333558300,True
2-s2.0-85045676554,37014957400,False
2-s2.0-85045676554,57201672197,False
2-s2.0-85045676554,57201666079,False
2-s2.0-85045676554,57201675125,False
2-s2.0-85045676554,6506712722,False
2-s2.0-85045676554,7102809530,False
2-s2.0-85042933888,57192808166,False
2-s2.0-85042933888,6504562473,False
2-s2.0-85042933888,6602917752,False
2-s2.0-85042226008,57200697386,True
2-s2.0-85042226008,6504797600,False
2-s2.0-85042226008,57191412507,False
2-s2.0-85042226008,57191404610,False
2-s2.0-85042226008,57221263624,False
2-s2.0-85042226008,6507170778,False
2-s2.0-85042226008,24830870400,False
2-s2.0-85042218532,57200695042,False
2-s2.0-85042218532,7103357037,False
2-s2.0-85042218532,57200697351,False
2-s2.0-85042218532,56928470700,False
2-s2.0-85041599124,53163553700,False
2-s2.0-85041599124,36027426900,False
2-s2.0-85041300424,57192996208,True
2-s2.0-85041300424,55360475900,False
2-s2.0-85041300424,25653279400,False
2-s2.0-85032932548,56080252800,True
2-s2.0-85032932548,25635287000,False
2-s2.0-85032932548,7003605754,False
2-s2.0-85032932548,35474881800,False
2-s2.0-85031796767,57191280583,True
2-s2.0-85031796767,56183860700,False
2-s2.0-85031796767,59659493500,False
2-s2.0-85031796767,36161154400,False
2-s2.0-85031093804,57673235100,False
2-s2.0-85031093804,35363010600,False
2-s2.0-85031093804,35390951300,False
2-s2.0-85031093804,16233162200,False
2-s2.0-85031093804,7102223177,False
2-s2.0-85067204940,57209990222,True
2-s2.0-85067204940,35604271600,False
2-s2.0-85067204940,57208672827,False
2-s2.0-85067204940,57190248662,False
2-s2.0-85067204940,6602646671,False
2-s2.0-85067204940,57207986777,False
2-s2.0-85067200719,57204655024,False
2-s2.0-85067200719,57194742407,False
2-s2.0-85067200719,57209282798,False
2-s2.0-85067200719,57209285099,False
2-s2.0-85067200719,7101721405,False
2-s2.0-85067195317,56243949300,False
2-s2.0-85067195317,8833958500,False
2-s2.0-85072700772,56431071100,True
2-s2.0-85072700772,55881508900,False
2-s2.0-85072700772,55760249400,False
2-s2.0-85072700772,7004709816,False
2-s2.0-85072700772,59092730400,False
2-s2.0-85072700772,7401785872,False
2-s2.0-85072692411,57195339338,True
2-s2.0-85072692411,6506702725,False
2-s2.0-85072692411,57194536952,False
2-s2.0-85072692411,57208089095,False
2-s2.0-85072692411,57194532646,False
2-s2.0-85072692411,7005358659,False
