index,afid,name,domain,url,variants
0,60008088,Universidade de São Paulo,usp.br,https://www5.usp.br/,[]
1,112471418,Centro Universitário Metodista Izabela Hendrix,,,"['Centro Universitário Metodista Izabela Hendrix', 'Centro Universitário Metodista Izabela Hendrix- Imih', 'Centro Universitário Izabela Hendrix']"
2,60030074,Universidade Federal de Minas Gerais,ufmg.br,https://ufmg.br/international-visitors,"['Federal University of Minas Gerais', 'Universidade Federal de Minas Gerais', 'University of Minas Gerais', 'Universidade de Minas Gerais']"
3,60000036,Universidade Federal do Rio de Janeiro,ufrj.br,https://ufrj.br/en/,"['Federal University of Rio de Janeiro', 'Universidade Federal do Rio de Janeiro', 'Cidade Universitária da Universidade Federal do Rio de Janeiro']"
4,60012368,Universidade Estadual de Mato Grosso do Sul,uems.br,,"['State University of Mato Grosso do Sul', 'Universidade Estadual de Mato Grosso do Sul']"
5,60026686,Universidade de Cuiaba,unic.br,http://www.unic.br,"['University of Cuiaba', 'Universidade de Cuiaba']"
6,60029570,Universidade Estadual de Campinas,unicamp.br,https://www.unicamp.br/unicamp/english,"['State University of Campinas', 'Universidade Estadual de Campinas', 'University of Campinas']"
7,60031257,Universidade de Taubate,unitau.br,http://www.unitau.br,"['University of Taubate', 'Universidade de Taubate']"
8,60020457,Universidade Federal do Ceará,,http://www.ufc.br,"['Federal University of Ceara', 'Universidade Federal do Ceara', 'Federal University of Ceará (UFC)', 'Universidade Federal do Ceará']"
9,60021980,Universidade de Pernambuco,upe.br,http://www.upe.br/,[]
10,60031482,Universidade Federal de Pernambuco,ufpe.br,http://www.ufpe.br/,"['Universidade Federal de Pernambuco', 'Federal University of Pernambuco']"
11,60026891,Universidade Estadual da Paraiba,uepb.edu.br,https://uepb.edu.br/,"['State University of Paraiba', 'Universidade Estadual da Paraiba']"
12,60018756,Centro Universitário FMABC,fmabc.br,https://fmabc.br/,"['Centro Universitário FMABC', 'FMABC University Center']"
13,60014992,Universidade Federal de São Paulo,unifesp.br,https://www.unifesp.br/,"['Universidade Federal de São Paulo', 'Federal University of São Paulo']"
14,60033356,Universidade Federal de Santa Maria,ufsm.br,https://www.ufsm.br/,"['Federal University of Santa Maria', 'Universidade Federal de Santa Maria']"
15,60017609,Universidade Federal de Santa Catarina,ufsc.br,https://ufsc.br/,"['Federal University of Santa Catarina', 'Universidade Federal de Santa Catarina', 'Universidade de Santa Catarina']"
16,60001865,Universidade Federal Fluminense,uff.br,https://www.uff.br/,"['Fluminense Federal University', 'Universidade Federal Fluminense']"
17,60008082,Universidade Severino Sombra,uss.br,,"['Severino Sombra University', 'Universidade Severino Sombra']"
18,60028176,Centro Universitario Herminio Ometto,uniararas.br,http://www.uniararas.br,"['Herminio Ometto University Center', 'Centro Universitario Herminio Ometto']"
19,60006028,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",international.unesp.br,https://www.international.unesp.br/,"['UNESP-Universidade Estadual Paulista', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'São Paulo State University', 'São Paulo State University (UNESP)']"
20,110455370,ABC Federal University (UFABC),,,"['Federal University Of Ufabc', 'Federal University Of Abc–ufabc', 'Abc Federal University (ufabc)', 'Federal University Of The Abc (ufabc)']"
21,60027136,Universidade Federal de Goiás,ufg.br,https://www.ufg.br/,"['Federal University of Goias', 'Universidade Federal de Goias', 'Federal University of Goiás', 'Universidade Federal de Goiás']"
22,114825860,Instituto de Cirurgia Metabólica,,,['Instituto de Cirurgia Metabólica']
23,112932810,Hospital Unique,,,[]
24,60011324,Universidade Federal da Paraíba,ufpb.br,https://www.ufpb.br/,"['Federal University of Paraiba', 'Universidade Federal da Paraiba', 'Federal University of Paraí\xadba (UFPB)', 'Federal University of Paraíba', 'Universidade Federal da Paraíba']"
25,60069336,Instituto Materno Infantil de Pernambuco,imip.org.br,http://www.imip.org.br/,['Instituto Materno Infantil de Pernambuco']
26,113039496,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul,,,[]
27,60028469,Universidade Federal do Estado do Rio de Janeiro,unirio.br,http://www.unirio.br,"['Rio de Janeiro State Federal University', 'Universidade Federal do Estado do Rio de Janeiro', 'Federal University of the State of Rio de Janeiro']"
28,128990766,Clínica da Família Felippe Cardoso,,,['Clínica Da Família Felippe Cardoso']
29,107970711,Hospital Estadual Adão Pereira Nunes,,,"['Hospital Estadual Adão Pereira Nunes', 'Adão Pereira Nunes State Hospital']"
30,60001890,Universidade Federal do Pará,ufpa.br,https://portal.ufpa.br/,"['Federal University of Para', 'Universidade Federal do Para', 'Federal University of Pará', 'Universidade Federal do Pará']"
31,60005993,Universidade Estadual do Oeste do Paraná,unioeste.br,https://www.unioeste.br/portal/home-ingles,"['State University of West Parana', 'Universidade Estadual do Oeste do Parana', 'Western Paraná State University', 'Universidade Estadual do Oeste do Paraná', 'State University of West Paraná']"
32,60080207,Centro Universitário FIEO,unifieo.br,https://www.unifieo.br/,"['Centro Universitário FIEO', 'FIEO University Center']"
33,60011644,Universidade Presbiteriana Mackenzie,mackenzie.br,https://www.mackenzie.br/universidade,"['Mackenzie Presbyterian University', 'Universidade Presbiteriana Mackenzie']"
34,101936882,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul (CELAFISCS),,,"['Centro De Estudos Do Laboratório De Aptidão Física De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio', 'Centro De Estudos Do Lab. De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)']"
35,60101670,Universidade Federal de Ciencias da Saúde de Porto Alegre,ufcspa.edu.br,https://ufcspa.edu.br/,"['Universidade Federal de Ciencias da Saúde de Porto Alegre', 'Federal University of Health Sciences of Porto Alegre (UFCSPA)', 'Federal University of Health Sciences of Porto Alegre']"
36,60006726,Universidade Federal do Rio Grande do Sul,ufrgs.br,http://www.ufrgs.br/english/home,"['Federal University of Rio Grande do Sul', 'Universidade Federal do Rio Grande do Sul']"
37,60015043,Universidade Federal do Parana,ufpr.br,https://www.ufpr.br/portalufpr/,"['Federal University of Parana', 'Universidade Federal do Parana', 'Federal University of Paraná (UFPR)', 'Federal University of Paraná']"
38,60029498,Universidade Estadual de Maringá,uem.br,http://www.uem.br,"['State University of Maringa', 'Universidade Estadual de Maringa', 'Universidade Estadual de Maringá']"
39,60103782,Universidade Federal dos Vales do Jequitinhonha e Mucuri,,http://www.ufvjm.edu.br/,"['Federal University of the Valleys of Jequitinhonha and Mucuri', 'Universidade Federal dos Vales do Jequitinhonha e Mucuri']"
40,116990734,Departamento de Enfermagem e do MPENF/UFSC,,,['Departamento de Enfermagem e do MPENF/UFSC']
41,60070737,Universidade Franciscana,ufn.edu.br,https://www.ufn.edu.br/site/franciscan-university,"['Franciscan University', 'Universidade Franciscana']"
42,60000509,Universidade Federal do Rio Grande,furg.br,https://www.furg.br/es/,['Universidade Federal do Rio Grande']
43,60033203,Universidade Federal Rural do Semi-Árido,ufersa.edu.br,https://ufersa.edu.br/,"['Universidade Federal Rural do Semi-Árido', 'Federal University of Rural Semi-Arid']"
44,60014878,Instituto Nacional de Cancer,inca.gov.br,https://www.gov.br/inca/en?set_language=en,['Brazilian National Cancer Institute']
45,60027866,Universidade Estadual de Londrina,uel.br,http://www.uel.br/portal/english/,"['State University of Londrina', 'Universidade Estadual de Londrina']"
46,116400160,UNIFAFIBE University Centre,,,['UNIFAFIBE University Centre']
47,60012881,Universidade Metodista de Piracicaba,unimep.br,http://unimep.edu.br/,"['Methodist University of Piracicaba', 'Universidade Metodista de Piracicaba']"
48,101942879,Univ. of S. Paulo State Botucatu,,,"['Univ. Of S. Paulo State Botucatu', 'University Of The State Of São Paulo', 'University Of State Of Sao Paulo', 'State Of São Paulo University']"
49,113207972,Centro de Pesquisas em Diabetes,,,[]
50,112598564,CPCLIN Clinical Research Center,,,"['Cpclin Clinical Research Center', 'Cpclinclinical Research Center', 'Cpclin - Clinical Research Center', 'Cpclin']"
51,101639860,Hospital Estadual Mario Covas,,,"['Hospital Estadual Mario Covas', 'Hospital Estadual Mário Covas', 'Nuclear Medicine Physicians Hospital Estadual Mário Covas', 'Mario Covas State Hospital', 'Mario Covas Hospital', 'Hosp Estadual Mario Covas']"
52,60015440,Universidade de Fortaleza,unifor.br,https://www.unifor.br/,"['University of Fortaleza', 'Universidade de Fortaleza']"
53,60013701,Universidade de Santo Amaro,unisa.br,http://www.unisa.br,"['University of Santo Amaro', 'Universidade de Santo Amaro']"
54,60005499,Universidade do Estado do Rio de Janeiro,uerj.br,https://www.uerj.br/,"['Rio de Janeiro State University', 'Universidade do Estado do Rio de Janeiro']"
55,60023997,Instituto Nacional de Infectologia Evandro Chagas (INI),ini.fiocruz.br,https://www.ini.fiocruz.br/,"['Instituto Nacional de Infectologia Evandro Chagas (INI)', 'Evandro Chagas National Institute of Infectious Diseases (INI)']"
56,112855052,Food and Nutrition Research Center,,,"['Food and Nutrition Research Center', 'Food and Nutrition Research Centre HCPA/UFRGS']"
57,60014120,Hospital de Clinicas de Porto Alegre,hcpa.edu.br,https://www.hcpa.edu.br/,['Hospital de Clinicas de Porto Alegre']
58,60015104,Universidade Federal de Uberlândia,ufu.br,https://ufu.br/,"['Federal University of Uberlandia', 'Universidade Federal de Uberlandia', 'Federal University of Uberlândia', 'Universidade Federal de Uberlândia']"
59,60194078,Faculdades Pequeno Príncipe,faculdadespequenoprincipe.edu.br,https://faculdadespequenoprincipe.edu.br/,['Faculdades Pequeno Príncipe']
60,108182404,Hospital Angelina Caron,,,"['Hospital Angelina Caron', 'Angelina Caron Hospital', 'Sociedade Hospitalar Angelina Caron', 'Soc Hosp Angelina Caron', 'Hospital Angelina Caron Ltda']"
61,60100492,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,gov.br,https://www.gov.br/capes/pt-br,"['Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Brazil']"
62,60000590,Universidade Federal de Juiz de Fora,ufjf.br,https://www2.ufjf.br/ufjf/,"['Federal University of Juiz de Fora', 'Universidade Federal de Juiz de Fora', 'Federal University of Juiz de Fora (UFJF)']"
63,60013918,Universidade Federal de Vicosa,ufv.br,https://www.ufv.br/,"['Federal University of Vicosa', 'Universidade Federal de Vicosa', 'Federal University of Viçosa']"
64,60028426,Universidade Federal do Espírito Santo,internacional.ufes.br,https://internacional.ufes.br/en/home,"['Federal University of Espirito Santo', 'Universidade Federal do Espirito Santo', 'Federal University of Espírito Santo', 'Federal University of Espírito Santo (Ufes)', 'Universidade Federal do Espírito Santo']"
65,60048204,Hospital de Base,hospitaldebase.com.br,http://www.hospitaldebase.com.br/,['Hospital de Base']
66,115987900,Pathology Department,,,['Pathology Department']
67,105741174,Instituto de Puericultura e Pediatria Martagão Gesteira,,,"['Instituto De Puericultura E Pediatria Martagão Gesteira', 'Instituto De Puericultura E Pediatria Martagao Gesteira', 'Instituto De Pediatria E Puericultura Martagão Gesteira', 'Instituto De Puericultura E Pediatria Matagão Gesteira', 'Instituto De Puericultura E Pediatria Martagão Gesteira (ippmg)', 'Instituto De Puericultura E Pediatra Matagão Gesteira', 'Institute De Puericultura E Pediatria Martagão Gesteira']"
68,112938098,Escola de Enfermagem Anna Nery,,,[]
69,60023857,Universidade Federal do Rio Grande do Norte,ufrn.br,https://www.ufrn.br/en,"['Federal University of Rio Grande do Norte', 'Universidade Federal do Rio Grande do Norte', 'Federal University of Rio Grande do Norte (UFRN)']"
70,60016295,Hospital Israelita Albert Einstein,einstein.br,https://www.einstein.br/en/Pages/Home.aspx,['Hospital Israelita Albert Einstein']
71,60101679,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",ifrj.edu.br,https://www.ifrj.edu.br/,"['Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro', 'Federal Institute of Education, Science and Technology of Rio de Janeiro']"
72,60009625,Empresa Brasileira de Pesquisa Agropecuária - Embrapa,embrapa.br,https://www.embrapa.br/en/international,[]
73,60029947,Embrapa Agrobiologia,,https://www.embrapa.br/en/agrobiologia,"['Embrapa Agrobiologia', 'Embrapa Agrobiology']"
74,60027947,Universidade Federal Rural do Rio de Janeiro,ufrrj.br,http://www.ufrrj.br,"['Federal Rural University of Rio de Janeiro', 'Universidade Federal Rural do Rio de Janeiro']"
75,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']"
76,60065531,Embrapa Uva e Vinho,,https://www.embrapa.br/en/uva-e-vinho,"['Embrapa Uva e Vinho', 'Embrapa Grape & Wine']"
77,60029884,Embrapa Agroindústria de Alimentos,,https://www.embrapa.br/en/agroindustria-de-alimentos,"['Embrapa Agroindústria de Alimentos', 'Embrapa Food Technology']"
78,60017931,Ministério da Saúde,gov.br,https://www.gov.br/saude/pt-br,"['Ministerio da Saude', 'Ministério da Saúde']"
79,113332273,Danone Early Life Nutrition,,,[]
80,60020705,Instituto Dante Pazzanese de Cardiologia,dantepazzanese.org.br,,['Instituto Dante Pazzanese de Cardiologia']
81,60003079,Université Fédérale de Sergipe,en.ufs.br,https://en.ufs.br/pagina/21114,"['Federal University of Sergipe', 'Universidade Federal de Sergipe', 'Federal University of Sergipe (UFS)', 'Université Fédérale de Sergipe']"
82,101615143,National Institute of Traumatology and Orthopaedics,,,[]
83,60013710,Universidade Federal da Bahia,portal.ufba.br,http://www.portal.ufba.br/,"['Federal University of Bahia', 'Universidade Federal da Bahia']"
84,114672955,Federal University of Recôncavo of Bahia,,,[]
85,112590401,Hospital Fornecedores de Cana,,,"['Hospital Fornecedores De Cana', 'Fornecedores De Cana Hospital', 'Incorpi - Hospital Fornecedores De Cana', 'Hospital Dos Fornecedores De Cana']"
86,60024989,Universidade de Brasília,international.unb.br,https://international.unb.br/,"['Universidade de Brasília', 'University of Brasilia', 'University of Brasília']"
87,60029534,Pontificia Universidade Catolica de Campinas,puc-campinas.edu.br,https://www.puc-campinas.edu.br/,"['Pontifical Catholic University of Campinas', 'Pontificia Universidade Catolica de Campinas']"
88,60103687,Universidade do Vale do Taquari - Univates,univates.br,http://www.univates.br/,['Centro Universitário UNIVATES']
89,117786132,Edgard Santos University Hospital,,,['Edgard Santos University Hospital']
90,60100484,Liga Bahiana Contra o Câncer,,http://www.lbcc.org.br/,['Liga Bahiana Contra o Câncer']
91,60010253,Universidade do Extremo Sul Catarinense,unesc.net,https://www.unesc.net/home,"['University of the Extreme South of Santa Catarina', 'Universidade do Extremo Sul Catarinense']"
92,60014598,Universidade Federal de Pelotas,portal.ufpel.edu.br,https://portal.ufpel.edu.br/en/,"['Federal University of Pelotas', 'Universidade Federal de Pelotas']"
93,60024094,Universidade do Estado de Santa Catarina,udesc.br,https://www.udesc.br/,"['Santa Catarina State University', 'Universidade do Estado de Santa Catarina']"
94,127288890,Faculty of Medical Sciences,,,['Faculty Of Medical Sciences']
95,60021699,Universidade Salgado de Oliveira,universo.edu.br,http://www.universo.edu.br,"['Salgado de Oliveira University', 'Universidade Salgado de Oliveira']"
96,127288876,National Institute of Hormones and Women's Health,,,"[""National Institute Of Hormones And Women's Health""]"
97,109661515,Universidade Federal de Alfena,,,"['Universidade Federal De Alfena', 'Universidad Federal De Alfenas']"
98,60019649,Universidade Federal do Triangulo Mineiro,uftm.edu.br,http://www.uftm.edu.br,"['Federal University of Triangulo Mineiro', 'Universidade Federal do Triangulo Mineiro']"
99,122029369,Secretaria Municipal de Saúde de Ribeirão Preto,,,['Secretaria Municipal De Saúde De Ribeirão Preto']
100,113118392,Universitário Pedro Ernesto,,,"['Universitário Pedro Ernesto', 'Universitario Pedro Ernesto', 'Universit. Pedro Ernesto', 'Univ. Pedro Ernesto']"
101,60002101,Universidade Federal de Alfenas,unifal-mg.edu.br,http://www.unifal-mg.edu.br,"['Federal University of Alfenas', 'Universidade Federal de Alfenas']"
102,60027064,Universidade Federal do Piauí,ufpi.br,https://www.ufpi.br/,"['Federal University of Piauí', 'Universidade Federal do Piauí']"
103,60027524,Universidade Cruzeiro do Sul,cruzeirodosul.edu.br,https://www.cruzeirodosul.edu.br/,"['Southern Cross University, Sao Paulo', 'Universidade Cruzeiro do Sul']"
104,60013906,Universidade Estadual de Feira de Santana,uefs.br,http://www.uefs.br/portal,"['State University of Feira de Santana', 'Universidade Estadual de Feira de Santana']"
105,60058857,Instituto de Cardiologia/Fundacao Universitaria de Cardiologia,cardiologia.org.br,http://www.cardiologia.org.br/,['Instituto de Cardiologia/Fundacao Universitaria de Cardiologia']
106,109465855,Enfermeira da Estratégia de Saúde da Família do município do Rio de Janeiro,,,"['Enfermeira Da Estratégia De Saúde Da Família Do Município Do Rio De Janeiro', 'Serviços De Saúde Do Município Do Rio De Janeiro', 'Secretaria De Saúde Do Município Do Rio De Janeiro', 'Saúde Da Família Do Município Do Rio De Janeiro', 'Laboratório Central De Saúde Pública Do Rio De Janeiro', 'Estratégia Da Saúde Da Família Do Município Do Rio De Janeiro', 'Do Serviço Nacional De Malária Rio De Janeiro']"
107,60021547,Universidade Catolica de Pelotas,ucpel.tche.br,,"['Catholic University of Pelotas', 'Universidade Catolica de Pelotas']"
108,60022584,Universidade da Regiao da Campanha,urcamp.tche.br,http://www.urcamp.tche.br,"['University of the Campanha Region', 'Universidade da Regiao da Campanha']"
109,116068097,Hospital Promater,,,"['Hospital Promater', 'Promater-hospital Geral']"
110,60032751,Universidade Paulista,unip.br,https://www5.unip.br/,"['Paulista University', 'Universidade Paulista']"
111,112568546,São José do Rio Preto,,,[]
112,125366632,Undergraduate student in Nursing,,,['Undergraduate Student In Nursing']
113,60003709,Universidade Federal de Campina Grande,ufcg.edu.br,,"['Federal University of Campina Grande', 'Universidade Federal de Campina Grande']"
114,102001372,University Hospital Alzira Velano,,,[]
115,105423824,Hospital de Apoio de Brasília,,,[]
116,60001430,Universidade Federal do ABC,ufabc.edu.br,https://www.ufabc.edu.br/en/,"['Federal University of ABC', 'Universidade Federal do ABC', 'Federal University of ABC (UFABC)']"
117,60112684,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",spo.ifsp.edu.br,https://spo.ifsp.edu.br/,"['Instituto Federal de Educação, Ciência e Tecnologia de São Paulo', 'Federal Institute of Education, Science and Technology of São Paulo']"
118,60055802,Hospital de Base do Distrito Federal,saude.df.gov.br,,['Hospital de Base do Distrito Federal']
119,60028689,FEPECS - Fundacao de Ensino e Pesquisa em Ciencias da Saude,fepecs.edu.br,http://www.fepecs.edu.br/,['FEPECS - Fundacao de Ensino e Pesquisa em Ciencias da Saude']
120,60020004,Pontifícia Universidade Católica do Paraná,pucpr.br,https://www.pucpr.br/,"['Pontificia Universidade Catolica do Parana', 'Pontifical Catholic University of Parana', 'Pontifícia Universidade Católica do Paraná', 'Pontifical Catholic University of Paraná']"
121,60004778,Universidade Federal do Reconcavo da Bahia,ufrb.edu.br,http://www.ufrb.edu.br/,"['Federal University of Reconcavo da Bahia', 'Universidade Federal do Reconcavo da Bahia']"
122,116068015,Associação Brasileira de Enfermagem,,,"['Associação De Medicina Intensiva Brasileira', 'Associação Brasileira De Enfermagem']"
123,60026004,Fundacao Oswaldo Cruz,portal.fiocruz.br,https://portal.fiocruz.br/en,"['Fundacao Oswaldo Cruz', 'Oswaldo Cruz Foundation', 'Fiocruz']"
124,116020926,Mokiti Okada Foundation,,,"['Mokiti Okada Foundation', 'Mokiti Okada Research Center']"
125,60015760,Pontifícia Universidade Católica do Rio Grande do Sul,pucrs.br,http://www.pucrs.br,"['Pontifical Catholic University of Rio Grande do Sul', 'Pontificia Universidade Catolica do Rio Grande do Sul', 'Pontifícia Universidade Católica do Rio Grande do Sul', 'Pontifical Catholic University of Rio Grande do Sul (PUCRS)']"
126,60019654,Universidade de Santa Cruz do Sul,unisc.br,https://www.unisc.br/en/,"['University of Southern Santa Cruz', 'Universidade de Santa Cruz do Sul', 'University of Santa Cruz do Sul']"
127,60020402,Instituto Butantan,butantan.gov.br,https://butantan.gov.br/,"['Instituto Butantan', 'Butantan Institute']"
128,115927128,University of Tuiuti do Paraná,,,['University Of Tuiuti Do Paraná']
129,107263285,Pró-Cardíaco Hospital,,,[]
130,112824869,Irmandade da Santa Casa de Misericórdia,,,[]
131,113034188,GANEP - Nutrição Humana,,,['Ganep - Nutrição Humana']
132,60022378,Universidade Estacio de Sa,estacio.br,http://www.estacio.br,"['Estacio de Sa University', 'Universidade Estacio de Sa']"
133,115795270,VVH Medical Center,,,['VVH Medical Center']
134,111095082,Institute of Radioprotection and Dosimetry,,,"['Institute Of Radioprotection And Dosimetry', 'Institute For Radioprotection And Dosimetry (ird)', 'Radioprotection Dosimetry Institute (ird)', 'Radioprotection And Dosimetry Institute', 'National Nuclear Energy Commission - Institute Of Radioprotection And Dosimetry', 'Institute Of Radioprotection And Dosimetry (ird)', 'Brazilian Institute Of Radioprotection And Dosimetry (ird)']"
135,60013792,Universidade Federal de São Carlos,ufscar.br,https://www2.ufscar.br/,"['Federal University of São Carlos', 'Universidade Federal de São Carlos']"
136,112648279,Environmental Protection Foundation of Rio Grande do Sul State,,,"['Environmental Protection Foundation of Rio Grande do Sul State', 'Health Secretariat of the State of Rio Grande Do sul', 'Health Secretariat of Rio do Sul State', 'Academy of Medicine of the State of Rio Grande do Sul']"
137,101926298,Grupo Hospitalar Conceição,,,[]
138,120288358,Faculdade de Ciências,,,['Faculdade De Ciências']
139,100860885,Gastro Obeso Center,,,"['Gastro Obeso Center', 'Institute Gastro-obeso-center', 'Gastro-obeso Center', 'Gastroobesocenter Institute For Metabolic Optimization', 'Gastroobeso Center', 'Gastro-obeso-center Institute Of Metabolic Optimization', 'Gastro-obeso-center Institute For Metabolic Optimization', 'Gastro-obeso-center Institute', 'Gastro Obeso Center Sao Paulo', 'Gastro Obeso Center Clinic']"
140,115922465,Research Group on the History of Brazilian Nursing,,,['Research Group On The History Of Brazilian Nursing']
141,113073312,Federal University ABC,,,[]
142,107193116,South of Santa Catarina University,,,[]
143,101704823,Center of Health Sciences,,,"['Center Of Health Sciences', 'Health Sciences Center']"
144,100634508,Secretaria de Vigilância em Saúde,,,"['Secretaria De Vigilância Em Saúde', 'Secretaria De Vigilaˆncia Em Sau´de', 'Secretaria Nacional De Vigilância Em Saúde', 'Secretaria De Vigiläncia Em Saúde', 'Secretaria De Vigilância Em Saúde E Ambiente', 'Secretaria De Vigilancia Em Saude']"
145,60024559,Universidade do Vale do Rio dos Sinos,unisinos.br,https://www.unisinos.br/,"['University of the Rio dos Sinos Valley', 'Universidade do Vale do Rio dos Sinos']"
146,60015786,Universidade Federal do Maranhão,portalpadrao.ufma.br,https://portalpadrao.ufma.br/,"['Federal University of Maranhao', 'Universidade Federal do Maranhao', 'Federal University of Maranhão (UFMA)', 'Federal University of Maranhão', 'Universidade Federal do Maranhão']"
147,112683068,Hospital Universitário de Santa Maria (HUSM),,,[]
148,116308377,CNPq Grantee,,,"['Cnpqgrantee', 'Cnpq Grantee']"
149,128429470,Family Health Strategy,,,['Family Health Strategy']
150,112368771,Hospital Distrital Gonzaga Mota de Messejana,,,"['Hospital Distrital Gonzaga Mota De Messejana', 'Hospital Distrital Gonzaga Mota - José Walter', 'Hospital Distrital Gonzaga Mota', 'Gonzaga Mota Of Messejana Hospital']"
151,117559118,Instituto Estadual de Educação,,,"['Instituto Estadual De Educação', 'Secretária Estadual De Educação', 'Secretaria Estadual De Educação', 'Instituto Federal De Educação']"
152,107302912,Escola de Saúde Pública do Rio Grande do Sul,,,"['Escola De Saúde Pública Do Rio Grande Do Sul', 'Secretaria De Saúde Do Rio Grande Do Sul', 'Secretaria Estadual De Saúde Do Rio Grande Do Sul', 'Secretaria De Segurança Pública Do Rio Grande Do Sul', 'Escola De Saúde Pública Rio Grande Do Sul', 'Escola De Saúde Pública Do Rio Grande Do Sul – Esp/rs', 'Escola De Saúde Pública Do Rio Grande Do Sul (esp/rs)', 'Escola De Saúde Pública Do Estado Do Rio Grande Do Sul']"
153,118816131,Hospital de Câncer de Francisco Beltrão,,,[]
154,60001701,Universidade Federal de Mato Grosso,ufmt.br,http://www.ufmt.br,"['Federal University of Mato Grosso', 'Universidade Federal de Mato Grosso']"
155,107939251,Hospital Monte Klinikum,,,"['Hospital Monte Klinikum', 'Monte Klinikum Hospital', 'The Hospital Monte Klinikum', 'Hôpital Monte Klinikum', 'Hospital Monteklinikum', 'Enfermeira Do Hospital Monte Klinikum']"
156,60009160,Universidade Federal de Mato Grosso do Sul,ufms.br,https://www.ufms.br/,"['Federal University of Mato Grosso do Sul', 'Universidade Federal de Mato Grosso do Sul']"
157,116308527,Desenvolvimento na Região Centro-Oeste,,,['Desenvolvimento Na Região Centro-oeste']
158,60049617,Faculdade de Medicina de São José do Rio Preto,famerp.br,https://www.famerp.br/,['Faculdade de Medicina de Sao Jose do Rio Preto']
159,107970522,Nursing Department and PEN/UFSC,,,"['Nursing Department And Pen/ufsc', 'Nursing Department And Of The Pen/ufsc']"
160,116308004,Nursing Department and of the UFSC,,,['Nursing Department And Of The Ufsc']
161,114913369,Nursing Department,,,['Nursing Department']
162,116307965,Nursing Department,,,['Nursing Department']
163,60032761,Universidade de Ribeirao Preto,unaerp.br,http://www.unaerp.br/,"['University of Ribeirao Preto', 'Universidade de Ribeirao Preto']"
164,60016011,Universidade do Estado de Minas Gerais,uemg.br,http://www.uemg.br/,"['Minas Gerais State University', 'Universidade do Estado de Minas Gerais']"
165,128428846,UEMG,,,[]
166,60013098,AFPERGS - Hospital Ernesto Dornelles,hed.com.br,http://www.hed.com.br/central.asp,['AFPERGS - Hospital Ernesto Dornelles']
167,60080216,Universidade Federal da Grande Dourados,,http://www.ufgd.edu.br/,"['Federal University of Grande Dourados', 'Universidade Federal da Grande Dourados']"
168,60104383,Instituto D'Or de Pesquisa e Ensino,en.idor.org,https://en.idor.org/,"[""Instituto D'Or de Pesquisa e Ensino"", ""D'Or Institute for Research and Teaching"", 'D’Or Institute for Research and Education']"
169,115926871,College of Arts of Paraná,,,['College Of Arts Of Paraná']
170,60106091,Universidade Positivo,up.edu.br,https://www.up.edu.br/,"['Universidade Positivo', 'Positive University']"
171,60020303,A.C.Camargo Cancer Center,accamargo.org.br,http://www.accamargo.org.br/english,['A.C.Camargo Cancer Center']
172,106622226,CAPES scholarship,,,"['Capes Scholarship', 'Capes', 'Bolsista Capes']"
173,112629807,Centro Universitário da Fundação Assis Gurgacz,,,[]
174,115804636,Hydroelectric Company of São Francisco,,,['Hydroelectric Company Of São Francisco']
175,60084127,Hospital de Câncer de Barretos,,http://www.hcancerbarretos.com.br/,['Hospital de Câncer de Barretos']
176,60211916,Hospital Universitário de Brasília,,http://www2.ebserh.gov.br/web/hub-unb,"['Hospital Universitário de Brasília', 'University Hospital of Brasília']"
177,60009650,Universidade Anhembi Morumbi,portal.anhembi.br,https://portal.anhembi.br/,"['Anhembi Morumbi University', 'Universidade Anhembi Morumbi']"
178,127274785,Instituto Visão Futuro,,,['Instituto Visão Futuro']
179,105281652,Hospital Oswaldo Cruz,,,[]
180,60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,fcmsantacasasp.edu.br,https://fcmsantacasasp.edu.br/english/,"['Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo', 'Faculty of Medical Sciences of Santa Casa de Sao Paulo']"
181,60018034,Universidade Estadual de Ponta Grossa,uepg.br,https://www.uepg.br/,"['State University of Ponta Grossa', 'Universidade Estadual de Ponta Grossa']"
