eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85022218404,10.1103/PhysRevD.94.122007,,,Ultrahigh-energy neutrino follow-up of gravitational wave events GW150914 and GW151226 with the Pierre Auger Observatory,ar,Article,Aab A.,,Universität Siegen,Siegen,Germany,,,,,2016-12-30,30 December 2016,Physical Review D,24700010,21100779241,24700029,Journal,94,12,122007,,,,44,1,all publisherfree2read repository repositoryvor repositoryam,All Open Access Bronze Green,,,
2-s2.0-85022062065,10.1103/PhysRevD.94.124053,,,High-order late-time tail in a Kerr spacetime,ar,Article,Casals M.,,University College Dublin;Centro Brasileiro de Pesquisas Físicas,Dublin;Rio de Janeiro,Ireland;Brazil,,,,,2016-12-30,30 December 2016,Physical Review D,24700010,21100779241,24700029,Journal,94,12,124053,,,,12,0,,,,,
2-s2.0-85009977142,10.1103/PhysRevC.94.064620,,,Elastic scattering and breakup of Be 11 on deuterons at 26.9A MeV,ar,Article,Chen J.,,Peking University,Beijing,China,,,,,2016-12-30,30 December 2016,Physical Review C,24699985,21100829284,24699993,Journal,94,6,064620,,,,26,0,,,,,
2-s2.0-85009964527,10.1103/PhysRevA.94.062707,,,Bound states of a light atom and two heavy dipoles in two dimensions,ar,Article,Rosa D.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2016-12-30,30 December 2016,Physical Review A,24699926,21100874237,24699934,Journal,94,6,062707,,,,5,2,all repository repositoryvor repositoryam,All Open Access Green,,,
2-s2.0-85009437819,10.1103/PhysRevLett.117.277202,,,"Honeycomb-Lattice Heisenberg-Kitaev Model in a Magnetic Field: Spin Canting, Metamagnetism, and Vortex Crystals",ar,Article,Janssen L.,,Technische Universität Dresden,Dresden,Germany,,,,,2016-12-30,30 December 2016,Physical Review Letters,00319007,29150,10797114,Journal,117,27,277202,,,,122,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85007571975,10.1103/PhysRevB.94.235160,,,Competing adiabatic Thouless pumps in enlarged parameter spaces,ar,Article,Lopes P.L.E.S.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2016-12-30,30 December 2016,Physical Review B,24699950,21100874236,24699969,Journal,,23,235160,,,,9,1,all publisherfree2read repository repositoryvor repositoryam,All Open Access Bronze Green,,,
2-s2.0-85007376654,10.1142/S0217751X16501992,,,Chiral symmetry transition in the linear sigma model with quarks: Counting effective QCD degrees of freedom from low to high temperature,ar,Article,Ayala A.,,University of Cape Town;Instituto de Ciencias Nucleares de la UNAM,Cape Town;Mexico,South Africa;Mexico,,,,,2016-12-30,30 December 2016,International Journal of Modern Physics A,0217751X,28073,,Journal,31,36,1650199,,,,7,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85007287716,10.1142/S0217751X16501967,,,XYZ-like spectra from Laplace sum rule at N2LO in the chiral limit,ar,Article,Albuquerque R.,,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2016-12-30,30 December 2016,International Journal of Modern Physics A,0217751X,28073,,Journal,31,36,1650196,,,,32,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85021448975,10.1103/PhysRevD.94.112009,,,Searches for R -parity-violating supersymmetry in pp collisions at s =8 TeV in final states with 0-4 leptons,ar,Article,Khachatryan V.,,Yerevan Physics Institute,Yerevan,Armenia,,,,,2016-12-29,29 December 2016,Physical Review D,24700010,21100779241,24700029,Journal,94,11,112009,,,,19,0,,,,,
2-s2.0-85009495737,10.1103/PhysRevLett.117.275702,,,Itinerant Conductance in Fuse-Antifuse Networks,ar,Article,Filho C.I.N.S.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2016-12-29,29 December 2016,Physical Review Letters,00319007,29150,10797114,Journal,117,27,275702,,,,7,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85009469066,10.1103/PhysRevLett.117.271101,,,Detecting Rotational Superradiance in Fluid Laboratories,ar,Article,Cardoso V.,,Instituto Superior Técnico;Organisation Européenne pour la Recherche Nucléaire;Perimeter Institute for Theoretical Physics,Lisbon;Geneva;Waterloo,Portugal;Switzerland;Canada,,,,,2016-12-29,29 December 2016,Physical Review Letters,00319007,29150,10797114,Journal,117,27,271101,,,,40,1,all publisherhybridgold repository repositoryam,All Open Access Hybrid Gold Green,,,
2-s2.0-85007442911,10.1103/PhysRevE.94.062147,,,Statistical entropy of open quantum systems,ar,Article,Durão L.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2016-12-29,29 December 2016,Physical Review E,24700045,21100855841,24700053,Journal,94,6,062147,,,,7,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85060268233,10.1088/1475-7516/2016/12/043,,,Wormholes versus black holes: Quasinormal ringing at early and late times,ar,Article,Konoplya R.A.,,Universidade Federal do ABC,Santo Andre,Brazil,,,,,2016-12-28,28 December 2016,Journal of Cosmology and Astroparticle Physics,,130032,14757516,Journal,2016,12,043,,,,129,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85008975784,10.1063/1.4972578,,,Anomalous diffusion and diffusion anomaly in confined Janus dumbbells,ar,Article,B. Krott L.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2016-12-28,28 December 2016,Journal of Chemical Physics,00219606,28134,,Journal,145,24,244906,,,,18,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85008616570,10.1063/1.4973377,,,All-electron Gaussian basis sets of double zeta quality for the actinides,ar,Article,Martins L.,,Universidade Federal do Espírito Santo,Vitoria,Brazil,,,,,2016-12-28,28 December 2016,Journal of Chemical Physics,00219606,28134,,Journal,145,24,244113,,,,22,0,,,,,
2-s2.0-85007499577,10.1103/PhysRevE.94.062413,,28085300,Analytic framework for a stochastic binary biological switch,ar,Article,Innocentini G.C.P.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-28,28 December 2016,Physical Review E,24700045,21100855841,24700053,Journal,94,6,062413,,,,4,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85007414200,10.1103/PhysRevE.94.062143,,,Microscopic theory of a nonequilibrium open bosonic chain,ar,Article,Santos J.,,Universidade Federal do ABC,Santo Andre,Brazil,,,,,2016-12-28,28 December 2016,Physical Review E,24700045,21100855841,24700053,Journal,94,6,062143,,,,27,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85004098401,10.1016/j.ijhydene.2016.09.065,S036031991632777X,,Effect of 2-bromoethanesulfonate on anaerobic consortium to enhance hydrogen production utilizing sugarcane bagasse,ar,Article,Braga J.K.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-28,28 December 2016,International Journal of Hydrogen Energy,03603199,26991,,Journal,41,48,,22812-22823,,,20,0,,,,,
2-s2.0-85003890242,10.1016/j.ijhydene.2016.10.095,S0360319916304360,,"Characterization of hydrogen storage properties of Mg-Fe-CNT composites prepared by ball milling, hot-extrusion and severe plastic deformation methods",ar,Article,de Lima Andreani G.F.,,Universidade Federal de São Paulo,Sao Paulo,Brazil,,,,,2016-12-28,28 December 2016,International Journal of Hydrogen Energy,03603199,26991,,Journal,41,48,,23092-23098,,,23,0,,,,,
2-s2.0-85001124061,10.1142/S0217732316300470,,,Graphene through the looking glass of QFT,re,Review,Fialkovsky I.,,Universidade Federal do ABC,Santo Andre,Brazil,,,,,2016-12-28,28 December 2016,Modern Physics Letters A,02177323,29052,,Journal,31,40,1630047,,,,13,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85001033026,10.1142/S0217732316502278,,,Compatibility between the Ginzburg-Landau model and finite-temperature quantum field theory,ar,Article,Calza T.,,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2016-12-28,28 December 2016,Modern Physics Letters A,02177323,29052,,Journal,31,40,1650227,,,,1,0,,,,,
2-s2.0-85010417152,10.1109/GCCE.2016.7800398,,,Proposal for broadcast high dynamic range content transmission,cp,Conference Paper,Pajuelo D.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2016-12-27,27 December 2016,2016 IEEE 5th Global Conference on Consumer Electronics Gcce 2016,,21100792701,,Conference Proceeding,,,7800398,,,,0,0,,,,,
2-s2.0-85007583166,10.1103/PhysRevB.94.235439,,,Dynamic RKKY interaction between magnetic moments in graphene nanoribbons,ar,Article,Guimarães F.,,Forschungszentrum Jülich GmbH,Julich,Germany,,,,,2016-12-27,27 December 2016,Physical Review B,24699950,21100874236,24699969,Journal,,23,235439,,,,4,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85009289968,10.1364/OE.24.030149,,,Generation of two pairs of qudits using four photons and a single degree of freedom,ar,Article,De Assis P.L.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2016-12-26,26 December 2016,Optics Express,,12862,10944087,Journal,24,26,,30149-30163,,,2,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85009260192,10.1364/OE.24.030100,,,Tunable resolution terahertz dual frequency comb spectrometer,ar,Article,Vieira F.S.,,Universidade Estadual de Campinas;National Institute of Standards and Technology,Campinas;Gaithersburg,Brazil;United States,,,,,2016-12-26,26 December 2016,Optics Express,,12862,10944087,Journal,24,26,,30100-30107,,,26,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85008895455,10.1063/1.4973452,,,Generation of multiwavelength light in the region of the biological windows in Tm3+-doped fiber excited at 1.064 μm,ar,Article,Gouveia-Neto A.,,Universidade Federal de Alagoas,Maceio,Brazil,,,,,2016-12-26,26 December 2016,Applied Physics Letters,00036951,27030,,Journal,109,26,261108,,,,9,0,,,,,
2-s2.0-85002050143,10.1016/j.surfcoat.2016.07.096,S0257897216307964,,Low temperature active screen plasma nitriding of 17–4 PH stainless steel,ar,Article,Pinedo C.,,Universidade de Mogi das Cruzes,Mogi das Cruzes,Brazil,,,,,2016-12-25,25 December 2016,Surface and Coatings Technology,02578972,24537,,Journal,308,,,189-194,,,26,0,,,,,
2-s2.0-85000925734,10.1016/j.surfcoat.2016.08.096,S0257897216309215,,Improvement of the properties and the adherence of DLC coatings deposited using a modified pulsed-DC PECVD technique and an additional cathode,ar,Article,Capote G.,,Universidad Nacional de Colombia,Bogota,Colombia,,,,,2016-12-25,25 December 2016,Surface and Coatings Technology,02578972,24537,,Journal,308,,,70-79,,,45,0,,,,,
2-s2.0-84995902304,10.1016/j.surfcoat.2016.07.108,S0257897216309136,,Modeling intrinsic residual stresses built-up during growth of nanostructured multilayer NbN/CrN coatings,ar,Article,Araujo J.A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-25,25 December 2016,Surface and Coatings Technology,02578972,24537,,Journal,308,,,264-272,,,14,0,,,,,
