eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85016196417,10.5334/pb.240,,,The effect of corrective feedback on performance in basic cognitive tasks: An analysis of RT components,ar,Article,Moret-Tatay C.,,Universidad Católica de Valencia San Vicente Mártir,Valencia,Spain,,,,,2016-12-28,28 December 2016,Psychologica Belgica,00332879,13441,2054670X,Journal,56,4,,370-381,,,21,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85027525021,10.4324/9781315766300,,,Children and adolescents in street settings: Rights and realities,ch,Book Chapter,Raffaelli M.,,University of Illinois Urbana-Champaign,Urbana,United States,,,,,2016-12-15,15 December 2016,Handbook of Children S Rights Global and Multidisciplinary Perspectives,,21100827213,,Book,,,,349-363,,,3,0,,,,,
2-s2.0-85021080963,10.4324/9781315226927,,,Class divisions and health chances in Brazil,ch,Book Chapter,Santos J.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2016-12-05,5 December 2016,Financial and Economic Crises and their Impact on Health and Social Well Being,,21100820604,,Book,,,,413-431,,,0,0,,,,,
2-s2.0-84990902434,10.1080/02699052.2016.1201592,,27740853,Service provision for children and young people with acquired brain injury: Practice recommendations,ar,Article,McKinlay A.,,Melbourne School of Psychological Sciences,Melbourne,Australia,,,,,2016-12-05,5 December 2016,Brain Injury,02699052,14340,1362301X,Journal,30,13-14,,1656-1664,,,41,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85004130314,10.3917/dev.164.0255,,,Developmental profiles in Autism Spectrum Disorder (ASD) children with and without severe intellectual deficiency. Implications for assessment and intervention,ar,Article,Adrien J.L.,,Université Paris Cité,Paris,France,,,,,2016-12-02,2 December 2016,Devenir,10158154,17600155117,,Journal,28,4,,255-272,,,6,0,,,,,
2-s2.0-85105542704,10.1007/s40737-016-0067-4,,,The Brazilian Community Mental Health Care Services: Social Inclusion and Psychosocial Rehabilitation,ar,Article,Salles M.M.,,Universidade Federal de São Carlos,Sao Carlos,Brazil,,,,,2016-12-01,December 2016,Journal of Psychosocial Rehabilitation and Mental Health,21989834,21101030478,2198963X,Journal,3,2,,89-94,,,1,0,,,,,
2-s2.0-85065189684,10.1007/s40501-016-0095-4,,,Diagnostic Challenges in Youth With Bipolar Disorder,re,Review,Kleinman A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-01,1 December 2016,Current Treatment Options in Psychiatry,,21100900600,21963061,Journal,3,4,,365-374,,,3,0,,,,,
2-s2.0-85058186779,10.1007/s40474-016-0102-x,,,The Detection of Fetal Alcohol Exposure by FAEEs Meconium Analysis,re,Review,dos Santos F.S.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-01,1 December 2016,Current Developmental Disorders Reports,,21101017384,21962987,Journal,3,4,,235-241,,,2,0,,,,,
2-s2.0-85050458978,10.3390/bs6040029,,,Peripheral inflammatory markers contributing to comorbidities in autism,ar,Article,Jácome M.C.I.,,Universidad de La Habana,Havana,Cuba,,,,,2016-12-01,December 2016,Behavioral Sciences,,21100901748,2076328X,Journal,6,4,29,,,,63,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85049922683,10.1007/s40429-016-0128-5,,,Cannabis Use and Psychiatric Disorders: Implications for Mental Health and Addiction Treatment,re,Review,Halah M.P.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2016-12-01,1 December 2016,Current Addiction Reports,,21100972444,21962952,Journal,3,4,,450-462,,,9,0,,,,,
