eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85211700349,10.1016/j.heliyon.2024.e40957,S2405844024169885,,Transcriptomic effects of alginate hydrogel applied to the production of bovine embryos,ar,Article,Ferronato G.d.A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2024-12-30,30 December 2024,Heliyon,,21100411756,24058440,Journal,10,24,e40957,,,,0,1,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85210999929,10.1142/S0218127424300337,,,Chaos Through Sliding Bifurcations in a DC-DC Boost Power Converter,ar,Article,Cristiano R.,,Universidade Federal de Goiás,Goiania,Brazil,,,,,2024-12-30,30 December 2024,International Journal of Bifurcation and Chaos,02181274,12337,17936551,Journal,34,16,2430033,,,,0,0,,,,,
2-s2.0-85210948175,10.1142/S0218127424501992,,,Period Function for a Family of Piecewise Planar Hamiltonian Systems,ar,Article,Rezende A.C.,,Universidade Federal de São Carlos,Sao Carlos,Brazil,,,,,2024-12-30,30 December 2024,International Journal of Bifurcation and Chaos,02181274,12337,17936551,Journal,34,16,2450199,,,,0,0,,,,,
2-s2.0-85213216681,10.1073/pnas.2407225121,,39700135,Growth hormone receptor in VGLUT2 or Sim1 cells regulates glycemia and insulin sensitivity,ar,Article,Tavares M.R.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2024-12-24,24 December 2024,Proceedings of the National Academy of Sciences of the United States of America,00278424,21121,10916490,Journal,121,52,e2407225121,,,,0,1,,,,,
2-s2.0-85210625214,10.1016/j.isci.2024.111418,S2589004224026439,,"Evaluating carbon removal: Integrating technical potential with environmental, social, governance criteria, and sequestration permanence",re,Review,Mertens J.,,"Universiteit Gent;Engie, France",Ghent;Paris-La Defense,Belgium;France,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111418,,,,2,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85209391934,10.1016/j.isci.2024.111337,S2589004224025628,,Multimodal single-cell profiling reveals neuronal vulnerability and pathological cell states in focal cortical dysplasia,ar,Article,Galvão I.C.,,Universidade Estadual de Campinas;Brazilian Institute of Neuroscience and Neurotechnology (BRAINN),Campinas;Campinas,Brazil;Brazil,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111337,,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85209354018,10.1016/j.isci.2024.111320,S2589004224025458,,Linking new information to a short-lasting memory trace induces consolidation in the hippocampus,ar,Article,Soliani A.G.,,Universidade Federal de São Paulo,Sao Paulo,Brazil,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111320,,,,0,1,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85209121686,10.1016/j.isci.2024.111296,S2589004224025215,,Clustering of TP53 variants into functional classes correlates with cancer risk and identifies different phenotypes of Li-Fraumeni syndrome,ar,Article,Montellier E.,,Université Grenoble Alpes,Saint Martin d'Heres,France,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111296,,,,5,1,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85208759352,10.1016/j.isci.2024.111275,S2589004224025008,,Communication subspace dynamics of the canonical olfactory pathway,ar,Article,Gonzalez J.,,Universidade Federal do Rio Grande do Norte;Universidad de la Republica Facultad de Medicina,Natal;Montevideo,Brazil;Uruguay,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111275,,,,1,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85208484249,10.1016/j.isci.2024.111232,S258900422402457X,,Combined TLR2/TLR4 activation equip non-mucosal dendritic cells to prime Th1 cells with gut tropism,ar,Article,Zúquete S.,,"Faculdade de Medicina Veterinária, Universidade de Lisboa;Laboratório Associado para Ciência Animal e Veterinária (AL4AnimalS)",Lisbon;Lisbon,Portugal;Portugal,,,,,2024-12-20,20 December 2024,Iscience,,21100907125,25890042,Journal,27,12,111232,,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85212245628,10.1073/pnas.2420476121,,39661057,Reply to Araújo: Good science requires focus,le,Letter,Sethi S.S.,,Imperial College London,London,United Kingdom,,,,,2024-12-17,17 December 2024,Proceedings of the National Academy of Sciences of the United States of America,00278424,21121,10916490,Journal,121,51,e2420476121,,,,0,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-85211493908,10.1016/j.heliyon.2024.e40689,S2405844024167205,,"Retraction notice to “A deep learning approach based on graphs to detect plantation lines” [Heliyon Volume 10, Issue 11, 15 June 2024, e31730] (Heliyon (2024) 10(11), (S2405844024077612), (10.1016/j.heliyon.2024.e31730))",er,Erratum,Gonçalves D.N.,,Universidade Federal de Mato Grosso do Sul,Campo Grande,Brazil,,,,,2024-12-15,15 December 2024,Heliyon,,21100411756,24058440,Journal,10,23,e40689,,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85210744933,10.1016/j.heliyon.2024.e40738,S2405844024167692,,Using online attitudinal and completion test to understand the consumerś perception of probiotic dry-fermented sausage,ar,Article,Karwowski M.S.M.,,Pontifícia Universidade Católica do Paraná,Curitiba,Brazil,,,,,2024-12-15,15 December 2024,Heliyon,,21100411756,24058440,Journal,10,23,e40738,,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85210114151,10.1016/j.heliyon.2024.e40510,S2405844024165413,,Antioxidant and anti-inflammatory activity of Euterpe oleracea Mart. (Açaí) seed bioproducts,ar,Article,Previtalli-Silva H.,,Fundacao Oswaldo Cruz,Rio de Janeiro,Brazil,,,,,2024-12-15,15 December 2024,Heliyon,,21100411756,24058440,Journal,10,23,e40510,,,,2,1,all publisherfullgold,All Open Access Gold,,,
