art_id,art_subtype,art_published_date,src_subject_area,src_subject_macro,src_percentile,ins_maint_id,ins_name,ins_category,ins_country,aut_id
2-s2.0-84951935294,Article,2015-12-30,Medicine (miscellaneous),MEDI,83,15715,Universidade de São Paulo,Publica,Brazil,56862304200
2-s2.0-84951935294,Article,2015-12-30,Medicine (miscellaneous),MEDI,83,15715,Universidade de São Paulo,Publica,Brazil,16241649700
2-s2.0-84951935294,Article,2015-12-30,Medicine (miscellaneous),MEDI,83,15715,Universidade de São Paulo,Publica,Brazil,54400149800
2-s2.0-84951935294,Article,2015-12-30,Medicine (miscellaneous),MEDI,83,15715,Universidade de São Paulo,Publica,Brazil,6506627898
2-s2.0-84951935294,Article,2015-12-30,Medicine (miscellaneous),MEDI,83,15715,Universidade de São Paulo,Publica,Brazil,7006460075
2-s2.0-84951935294,Article,2015-12-30,Nutrition and Dietetics,NURS,74,15715,Universidade de São Paulo,Publica,Brazil,56862304200
2-s2.0-84951935294,Article,2015-12-30,Nutrition and Dietetics,NURS,74,15715,Universidade de São Paulo,Publica,Brazil,16241649700
2-s2.0-84951935294,Article,2015-12-30,Nutrition and Dietetics,NURS,74,15715,Universidade de São Paulo,Publica,Brazil,54400149800
2-s2.0-84951935294,Article,2015-12-30,Nutrition and Dietetics,NURS,74,15715,Universidade de São Paulo,Publica,Brazil,6506627898
2-s2.0-84951935294,Article,2015-12-30,Nutrition and Dietetics,NURS,74,15715,Universidade de São Paulo,Publica,Brazil,7006460075
2-s2.0-84962773076,Article,2015-12-31,Animal Science and Zoology,AGRI,55,15715,Universidade de São Paulo,Publica,Brazil,57188746683
2-s2.0-84962773076,Article,2015-12-31,Animal Science and Zoology,AGRI,55,15715,Universidade de São Paulo,Publica,Brazil,14061025000
2-s2.0-84962773076,Article,2015-12-31,Animal Science and Zoology,AGRI,55,15715,Universidade de São Paulo,Publica,Brazil,35765402200
2-s2.0-84962773076,Article,2015-12-31,Animal Science and Zoology,AGRI,55,15715,Universidade de São Paulo,Publica,Brazil,57188744055
2-s2.0-84962773076,Article,2015-12-31,Animal Science and Zoology,AGRI,55,15715,Universidade de São Paulo,Publica,Brazil,55981429400
2-s2.0-84954446453,Article,2015-12-30,Multidisciplinary,MULT,79,15589,Universidade Federal Fluminense,Publica,Brazil,35235049700
2-s2.0-84954446453,Article,2015-12-30,Applied Mathematics,MATH,76,15589,Universidade Federal Fluminense,Publica,Brazil,35235049700
2-s2.0-84954446453,Article,2015-12-30,Engineering (miscellaneous),ENGI,67,15589,Universidade Federal Fluminense,Publica,Brazil,35235049700
2-s2.0-84954446453,Article,2015-12-30,Modeling and Simulation,MATH,66,15589,Universidade Federal Fluminense,Publica,Brazil,35235049700
2-s2.0-84951336178,Article,2015-12-31,Microbiology,IMMU,45,14678,Universidade Federal de Santa Maria,Publica,Brazil,15135127900
2-s2.0-84951336178,Article,2015-12-31,Microbiology,IMMU,45,14678,Universidade Federal de Santa Maria,Publica,Brazil,7102222235
2-s2.0-84954443335,Article,2015-12-29,"Physical Therapy, Sports Therapy and Rehabilitation",HEAL,59,15515,Universidade Federal de Minas Gerais,Publica,Brazil,54785122900
2-s2.0-84954443335,Article,2015-12-29,"Physical Therapy, Sports Therapy and Rehabilitation",HEAL,59,15515,Universidade Federal de Minas Gerais,Publica,Brazil,55776857900
2-s2.0-84954443335,Article,2015-12-29,"Physical Therapy, Sports Therapy and Rehabilitation",HEAL,59,15515,Universidade Federal de Minas Gerais,Publica,Brazil,29068109600
2-s2.0-84954443335,Article,2015-12-29,"Physical Therapy, Sports Therapy and Rehabilitation",HEAL,59,15515,Universidade Federal de Minas Gerais,Publica,Brazil,55831367700
2-s2.0-84960127654,Article,2015-12-30,Genetics,BIOC,43,283,Universidade de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Genetics,BIOC,43,283,Universidade de Pernambuco,Publica,Brazil,7003487589
2-s2.0-84960127654,Article,2015-12-30,Genetics,BIOC,43,283,Universidade de Pernambuco,Publica,Brazil,7003487585
2-s2.0-84960127654,Article,2015-12-30,Genetics,BIOC,43,15538,Universidade Federal de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Genetics,BIOC,43,382,Universidade Estadual da Paraiba,Publica,Brazil,55316842200
2-s2.0-84960127654,Article,2015-12-30,Microbiology,IMMU,40,283,Universidade de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Microbiology,IMMU,40,283,Universidade de Pernambuco,Publica,Brazil,7003487589
2-s2.0-84960127654,Article,2015-12-30,Microbiology,IMMU,40,283,Universidade de Pernambuco,Publica,Brazil,7003487585
2-s2.0-84960127654,Article,2015-12-30,Microbiology,IMMU,40,15538,Universidade Federal de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Microbiology,IMMU,40,382,Universidade Estadual da Paraiba,Publica,Brazil,55316842200
2-s2.0-84960127654,Article,2015-12-30,Molecular Biology,BIOC,33,283,Universidade de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Molecular Biology,BIOC,33,283,Universidade de Pernambuco,Publica,Brazil,7003487589
2-s2.0-84960127654,Article,2015-12-30,Molecular Biology,BIOC,33,283,Universidade de Pernambuco,Publica,Brazil,7003487585
2-s2.0-84960127654,Article,2015-12-30,Molecular Biology,BIOC,33,15538,Universidade Federal de Pernambuco,Publica,Brazil,57159083100
2-s2.0-84960127654,Article,2015-12-30,Molecular Biology,BIOC,33,382,Universidade Estadual da Paraiba,Publica,Brazil,55316842200
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,55941322300
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,6602751448
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,6602470971
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,729,Universidade Estadual de Mato Grosso do Sul,Publica,Brazil,56089537700
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,729,Universidade Estadual de Mato Grosso do Sul,Publica,Brazil,56985576700
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,14514,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,14514,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,1204,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,15801,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,Toxicology,PHAR,79,15801,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,55941322300
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,6602751448
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,6602470971
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,729,Universidade Estadual de Mato Grosso do Sul,Publica,Brazil,56089537700
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,729,Universidade Estadual de Mato Grosso do Sul,Publica,Brazil,56985576700
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,14514,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,14514,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,1204,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,15801,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84948760347,Article,2015-12-31,"Health, Toxicology and Mutagenesis",ENVI,74,15801,Universidade de Cuiaba,Privada,Brazil,35200144600
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,162,Centro Universitário FMABC,Privada,Brazil,55358479400
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,162,Centro Universitário FMABC,Privada,Brazil,57192659178
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,162,Centro Universitário FMABC,Privada,Brazil,55481862300
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,9144,Universidade Federal de São Paulo,Publica,Brazil,55546962700
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,9144,Universidade Federal de São Paulo,Publica,Brazil,36113108600
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,15715,Universidade de São Paulo,Publica,Brazil,57209478889
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,15715,Universidade de São Paulo,Publica,Brazil,57061951200
2-s2.0-84954465715,Article,2015-12-30,Psychiatry and Mental Health,MEDI,69,15715,Universidade de São Paulo,Publica,Brazil,55481862300
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,162,Centro Universitário FMABC,Privada,Brazil,55358479400
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,162,Centro Universitário FMABC,Privada,Brazil,57192659178
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,162,Centro Universitário FMABC,Privada,Brazil,55481862300
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,9144,Universidade Federal de São Paulo,Publica,Brazil,55546962700
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,9144,Universidade Federal de São Paulo,Publica,Brazil,36113108600
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,15715,Universidade de São Paulo,Publica,Brazil,57209478889
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,15715,Universidade de São Paulo,Publica,Brazil,57061951200
2-s2.0-84954465715,Article,2015-12-30,Biological Psychiatry,NEUR,52,15715,Universidade de São Paulo,Publica,Brazil,55481862300
2-s2.0-84954521321,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,37112928100
2-s2.0-84954521321,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,58391240900
2-s2.0-84954521321,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,35300477100
2-s2.0-84954466400,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,55891984300
2-s2.0-84954466400,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,56814353500
2-s2.0-84954466400,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,35300477100
2-s2.0-84954466400,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,56230109500
2-s2.0-84954466400,Article,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,55665066600
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,330,Centro Universitário Serra dos Órgãos,Privada,Brazil,56647712800
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,330,Centro Universitário Serra dos Órgãos,Privada,Brazil,55958245000
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,56647712800
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,35300477100
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,8616109400
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,55958245000
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,16339,Fundacao Oswaldo Cruz,Publica,Brazil,57223158914
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,14054,Universidade Federal do Piauí,Publica,Brazil,8616109400
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,56814353500
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,23104699800
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,16204509900
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,55881803100
2-s2.0-84954435705,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,26021671900
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,330,Centro Universitário Serra dos Órgãos,Privada,Brazil,56647712800
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,330,Centro Universitário Serra dos Órgãos,Privada,Brazil,55958245000
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,56647712800
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,8616109400
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,199,Centro Universitário Augusto Motta (UNISUAM),Privada,Brazil,35300477100
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,55958245000
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,14054,Universidade Federal do Piauí,Publica,Brazil,8616109400
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15589,Universidade Federal Fluminense,Publica,Brazil,56814353500
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,23104699800
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,16204509900
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,55881803100
2-s2.0-84954406279,Review,2015-12-31,Neurology (clinical),MEDI,61,15536,Universidade Federal do Rio de Janeiro,Publica,Brazil,26021671900
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,55142253300
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,42860976200
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,22984206500
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,57037777500
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,54388816400
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,8747227300
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,57037861200
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,57038484500
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,6602400333
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,7003523848
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,15715,Universidade de São Paulo,Publica,Brazil,35263590100
2-s2.0-84953309017,Article,2015-12-31,"Public Health, Environmental and Occupational Health",MEDI,87,9144,Universidade Federal de São Paulo,Publica,Brazil,8833624300
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,55142253300
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,42860976200
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,22984206500
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,57037777500
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,54388816400
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,8747227300
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,57037861200
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,57038484500
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,6602400333
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,7003523848
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,15715,Universidade de São Paulo,Publica,Brazil,35263590100
2-s2.0-84953309017,Article,2015-12-31,Infectious Diseases,MEDI,79,9144,Universidade Federal de São Paulo,Publica,Brazil,8833624300
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,6603011412
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,55968668900
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,56132086100
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,55967433400
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,57034080500
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,6506746754
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,6505824822
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,37112476500
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,57033899800
2-s2.0-84952765825,Article,2015-12-30,Parasitology,IMMU,43,37,Universidade Estadual de Londrina,Publica,Brazil,7801594875
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,6603011412
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,55968668900
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,56132086100
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,55967433400
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,57034080500
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,6506746754
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,6505824822
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,37112476500
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,57033899800
2-s2.0-84952765825,Article,2015-12-30,Infectious Diseases,MEDI,39,37,Universidade Estadual de Londrina,Publica,Brazil,7801594875
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,6603011412
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,55968668900
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,56132086100
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,55967433400
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,57034080500
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,6506746754
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,6505824822
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,37112476500
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,57033899800
2-s2.0-84952765825,Article,2015-12-30,Virology,IMMU,28,37,Universidade Estadual de Londrina,Publica,Brazil,7801594875
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,6603011412
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,55968668900
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,56132086100
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,55967433400
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,57034080500
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,6506746754
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,6505824822
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,37112476500
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,57033899800
2-s2.0-84952765825,Article,2015-12-30,Microbiology,IMMU,24,37,Universidade Estadual de Londrina,Publica,Brazil,7801594875
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,55548567600
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,53463202900
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,23099536900
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,7102186288
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,57205003808
2-s2.0-84952312433,Article,2015-12-30,Biochemistry (medical),MEDI,45,15715,Universidade de São Paulo,Publica,Brazil,7102969701
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,55548567600
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,53463202900
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,23099536900
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,7102186288
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,57205003808
2-s2.0-84952312433,Article,2015-12-30,Genetics (clinical),MEDI,33,15715,Universidade de São Paulo,Publica,Brazil,7102969701
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,55548567600
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,53463202900
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,23099536900
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,7102186288
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,57205003808
2-s2.0-84952312433,Article,2015-12-30,Genetics,BIOC,27,15715,Universidade de São Paulo,Publica,Brazil,7102969701
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,55548567600
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,53463202900
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,23099536900
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,7102186288
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,57205003808
2-s2.0-84952312433,Article,2015-12-30,Biochemistry,BIOC,26,15715,Universidade de São Paulo,Publica,Brazil,7102969701
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,55548567600
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,53463202900
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,23099536900
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,7102186288
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,57205003808
2-s2.0-84952312433,Article,2015-12-30,Molecular Biology,BIOC,21,15715,Universidade de São Paulo,Publica,Brazil,7102969701
