eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85051681296,10.1016/j.apsusc.2018.08.123,S0169433218322608,,Surface chemistry and the corrosion behavior of magnetron sputtered niobium oxide films in sulfuric acid solution,ar,Article,Pillis M.F.,,Comissão Nacional de Energia Nuclear Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2018-12-31,31 December 2018,Applied Surface Science,01694332,28983,,Journal,462,,,344-352,,,25,0,,,,,
2-s2.0-85060555891,10.1142/S0217979218503605,,,Gaussian and critical scalings in the magnetoconductivity fluctuations of Y3Ba5Cu8O18 superconductor,ar,Article,Dias F.T.,,Universidade Federal de Pelotas,Pelotas,Brazil,,,,,2018-12-30,30 December 2018,International Journal of Modern Physics B,02179792,28075,17936578,Journal,32,32,1850360,,,,0,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85059950012,10.1142/S0217751X18502160,,,On the effects of the Lorentz symmetry violation in a magnetic medium at a low energy scenario,ar,Article,Bakke K.,,Universidade Federal da Paraíba,Joao Pessoa,Brazil,,,,,2018-12-30,30 December 2018,International Journal of Modern Physics A,0217751X,28073,,Journal,33,36,1850216,,,,8,0,,,,,
2-s2.0-85059434956,10.1063/1.5063732,,30599733,Ab initio investigation of the formation of ZrO 2 -like structures upon the adsorption of Zr n on the CeO 2 (111) surface,ar,Article,Mucelini J.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2018-12-28,28 December 2018,Journal of Chemical Physics,00219606,28134,,Journal,149,24,244702,,,,9,0,,,,,
2-s2.0-85059375915,10.1103/PhysRevA.98.062716,,,Stopping power of cluster ions in a free-electron gas from partial-wave analysis,ar,Article,Matias F.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2018-12-28,28 December 2018,Physical Review A,24699926,21100874237,24699934,Journal,98,6,062716,,,,14,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85056869113,10.1016/j.ijhydene.2018.10.167,S0360319918334001,,Characterization of flame front propagation during early and late combustion for methane-hydrogen fueling of an optically accessible SI engine,ar,Article,Peñaranda A.,,Instituto Tecnologico de Aeronautica,Sao Jose dos Campos,Brazil,,,,,2018-12-27,27 December 2018,International Journal of Hydrogen Energy,03603199,26991,,Journal,43,52,,23538-23557,,,27,0,,,,,
2-s2.0-85039550561,10.1142/S0217732318500050,,,Power law expansion of the early universe for a v (a) = kan potential,ar,Article,Freitas A.S.,,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe (IFS)",Aracaju,Brazil,,,,,2018-12-27,27 December 2018,Modern Physics Letters A,02177323,29052,,Journal,33,1,1850005,,,,1,0,,,,,
2-s2.0-85059527595,10.1103/PhysRevB.98.245419,,,Tunable Fano resonances in the decay rates of a pointlike emitter near a graphene-coated nanowire,ar,Article,Arruda T.J.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2018-12-26,26 December 2018,Physical Review B,24699950,21100874236,24699969,Journal,98,24,245419,,,,11,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85059439292,10.1103/PhysRevA.98.062116,,,Classical analog of quantum contextuality in spin-orbit laser modes,ar,Article,Passos M.,,Universidade Federal Fluminense,Niteroi,Brazil,,,,,2018-12-26,26 December 2018,Physical Review A,24699926,21100874237,24699934,Journal,98,6,062116,,,,16,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85059434444,10.1103/PhysRevA.98.063633,,,Universal off-diagonal long-range-order behavior for a trapped Tonks-Girardeau gas,ar,Article,Colcelli A.,,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",Trieste,Italy,,,,,2018-12-26,26 December 2018,Physical Review A,24699926,21100874237,24699934,Journal,98,6,063633,,,,13,2,all repository repositoryam,All Open Access Green,,,
