eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-84962773076,10.3844/ajavsp.2016.11.17,,,Correlation of oxytocin (OTR) and estrogen receptor (ER) mRNA in the canine placenta with the detected circulating levels of oxytocin and estrogen during pregnancy and parturition,ar,Article,Lima Veiga G.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-31,31 December 2015,American Journal of Animal and Veterinary Sciences,15574555,6500153244,15574563,Journal,11,1,,11-17,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-84951336178,10.1016/j.vetmic.2015.10.011,S0378113515300511,26525738,"Experimental infection of calves, sheep, goats and pigs with HoBi-like viruses by direct inoculation or exposure to persistently infected calves",ar,Article,Bauermann F.V.,,Universidade Federal de Santa Maria;USDA ARS National Animal Disease Center,Santa Maria;Ames,Brazil;United States,,,,,2015-12-31,"December 31, 2015",Veterinary Microbiology,03781135,20882,18732542,Journal,181,3-4,,289-293,,,24,0,,,,,
2-s2.0-84951310478,10.1016/j.vetmic.2015.10.017,S0378113515300523,26520931,Molecular and antigenic characterization of bovine Coronavirus circulating in Argentinean cattle during 1994-2010,ar,Article,Bok M.,,Investigación en Ciencias Veterinarias y Agronómicas,Castelar,Argentina,,,,,2015-12-31,"December 31, 2015",Veterinary Microbiology,03781135,20882,18732542,Journal,181,3-4,,221-229,,,41,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-84950297752,10.1016/j.vetmic.2015.09.022,S0378113515300407,,Bos taurus papillomavirus (BPV) E6 protein: Sequence analysis and molecular evolution,le,Letter,Mazzuchelli-de-Souza J.,,Universidade de São Paulo;Instituto Butantan,Sao Paulo;Sao Paulo,Brazil;Brazil,,,,,2015-12-31,"December 31, 2015",Veterinary Microbiology,03781135,20882,18732542,Journal,181,3-4,,328-333,,,0,0,,,,,
2-s2.0-84952304966,10.1186/s13071-015-1280-9,,26715150,Neem oil increases the efficiency of the entomopathogenic fungus Metarhizium anisopliae for the control of Aedes aegypti (Diptera: Culicidae) larvae,ar,Article,Gomes S.A.,,Universidade Estadual do Norte Fluminense,Campos dos Goitacazes,Brazil,,,,,2015-12-30,30 December 2015,Parasites and Vectors,,17500154721,17563305,Journal,8,1,669,,,,42,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84951274126,10.1186/s13071-015-1255-x,,26701154,New insights into the evolution of the Trypanosoma cruzi clade provided by a new trypanosome species tightly linked to Neotropical Pteronotus bats and related to an Australian lineage of trypanosomes,ar,Article,Lima L.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-23,23 December 2015,Parasites and Vectors,,17500154721,17563305,Journal,8,1,657,,,,51,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84951080059,10.1186/s12917-015-0618-z,,26695404,"Serological profile, seroprevalence and risk factors related to Lawsonia intracellularis infection in swine herds from Minas Gerais State, Brazil",ar,Article,Resende T.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2015-12-23,"December 23, 2015",BMC Veterinary Research,,4300151401,17466148,Journal,11,1,306,,,,18,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84959354576,10.1016/j.vetpar.2015.10.024,S0304401715300625,26559460,"Ten years later: Evaluation of the effectiveness of 12.5% amitraz against a field population of Rhipicephalus (Boophilus) microplus using field studies, artificial infestation (Stall tests) and adult immersion tests",ar,Article,Maciel W.G.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2015-12-15,"December 15, 2015",Veterinary Parasitology,03044017,19537,18732550,Journal,214,3-4,,233-241,,,12,0,,,,,
2-s2.0-84959202014,10.1016/j.vetpar.2015.09.012,S0304401715300212,26391820,The effects of Diet and corticosteroid-induced immune suppression during infection by Haemonchus contortus in lambs,ar,Article,Carvalho N.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2015-12-15,"December 15, 2015",Veterinary Parasitology,03044017,19537,18732550,Journal,214,3-4,,289-294,,,10,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-84959183070,10.1016/j.vetpar.2015.07.010,S0304401715003398,26255094,Low temperature affects cattle tick reproduction but does not lead to transovarial transmission of Anaplasma marginale,ar,Article,Esteves E.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-15,"December 15, 2015",Veterinary Parasitology,03044017,19537,18732550,Journal,214,3-4,,322-326,,,23,0,,,,,
2-s2.0-84928262884,10.1186/s12917-015-0361-5,,25879519,Feasibility and safety of intrathecal transplantation of autologous bone marrow mesenchymal stem cells in horses,ar,Article,Maia L.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2015-12-12,12 December 2015,BMC Veterinary Research,,4300151401,17466148,Journal,11,1,63,,,,14,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84951291942,10.1016/j.vaccine.2015.09.105,S0264410X1501395X,26458796,Clinical evaluation strategies for a live attenuated tetravalent dengue vaccine,ar,Article,Precioso A.R.,,Universidade de São Paulo;Instituto Butantan,Sao Paulo;Sao Paulo,Brazil;Brazil,,,,,2015-12-10,10 December 2015,Vaccine,0264410X,21376,18732518,Journal,33,50,,7121-7125,,,41,0,,,,,
2-s2.0-84949644866,10.1186/s13071-015-1224-4,,26626566,"Comparative study of in situ hybridization, immunohistochemistry and parasitological culture for the diagnosis of canine leishmaniosis",ar,Article,Furtado M.C.,,Michigan State University;Instituto Nacional de Infectologia Evandro Chagas (INI),East Lansing;Rio de Janeiro,United States;Brazil,,,,,2015-12-02,2 December 2015,Parasites and Vectors,,17500154721,17563305,Journal,8,1,620,,,,9,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85019145676,10.1590/S0100-736X2015001300002,,,Substitution of Tifton 85 hay by hay or silage maniçoba in diets based on spineless cactus on metabolic profile of sheep,ar,Article,de Gouveia L.N.F.,,Universidade Federal Rural de Pernambuco,Recife,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,5-9,,,15,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85019136341,10.1590/S0100-736X2015001300005,,,"The myology of the pelvic limb of paca (Cuniculus paca Linnaeus, 1766)",ar,Article,Leal L.,,Faculdade Ingá,Maringa,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,21-26,,,3,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85019124433,10.1590/S0100-736X2015001300004,,,Toxicity and oxidative stress of canine mesenchymal stromal cells from adipose tissue in different culture passages,ar,Article,Sprada A.G.,,Universidade Federal de Santa Maria,Santa Maria,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,15-20,,,3,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85019124203,10.1590/S0100-736X2015001300008,,,Histomorphometric analysis of the Achilles tendon of Wistar rats treated with laser therapy and eccentric exercise,ar,Article,de Souza M.,,Universidade Federal de Vicosa,Vicosa,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,39-50,,,2,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85019106530,10.1590/S0100-736X2015001300006,,,Serum biochemistry profile of dairy calves fed with alternative liquid diets,ar,Article,Lopes K.T.d.L.,,Universidade Federal Rural do Semi-Árido,Mossoro,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,27-32,,,2,0,,,,,
2-s2.0-85019101489,10.1590/S0100-736X2015001300001,,,Comparison among two methodologys at realization nitroblue tetrazolium reduction test (NBT) in caprines,ar,Article,Fonteque J.,,Universidade do Estado de Santa Catarina,Florianopolis,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,1-4,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85019096109,10.1590/S0100-736X2015001300009,,,Biochemical serum concentrations of adult male caimans (Melanosuchus niger) in free life,ar,Article,Caixeta B.,,Universidade Federal de Uberlândia,Uberlandia,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,51-55,,,2,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85019087350,10.1590/S0100-736X2015001300003,,,Influence of altitude on electrocardiographic parameters by means of the Holter system utilization in endurance horses in different levels of physical conditioning,ar,Article,Griska P.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,10-14,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85019069223,10.1590/S0100-736X2015001300010,,,Comparative lung architecture of normal and by Duchenne Muscular Dystrophy affected mice,ar,Article,Lessa T.B.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,56-60,,,3,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85019068095,10.1590/S0100-736X2015001300007,,,Computed tomographic features of the feline brain change with advancing age?,ar,Article,Babicsak V.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,33-38,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85008720617,10.1590/S0100-736X2015001300012,,,"Morphology of scrotum and testicle, and spermatic pathways of Metachirus nudicaudatus (Geoffroy, 1803), Didelphidae-Marsupialia",ar,Article,Costa S.F.,,Universidade Federal de Lavras,Lavras,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,69-83,,,2,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-84982168336,10.1590/S0100-736X2015001300011,,,Morphological characterization of the gastrointestinal tract of Cobb 500® broilers,ar,Article,Sousa D.C.,,Universidade Federal do Piauí,Teresina,Brazil,,,,,2015-12-01,1 December 2015,Pesquisa Veterinaria Brasileira,0100736X,18819,16785150,Journal,35,,,61-68,,,16,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84971351140,,,,Anthelmintic efficacy of abamectin with fluazuron association in control of the gastrointestinal nematodes of cattle,ar,Article,Coelho C.N.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,100-105,,,1,0,,,,,
2-s2.0-84971350690,,,,Abamectin with fluazuron association in control of Dermatobia hominis in naturally infested cattle,ar,Article,Coelho C.N.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,91-94,,,1,0,,,,,
2-s2.0-84971330611,,,,Diagnosis of Pentatrichomonas hominis from domestic cats in Southeastern Brazil,ar,Article,Dos Santos C.S.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,25-31,,,3,0,,,,,
2-s2.0-84971330295,,,,"Dogs infection by Trypanosoma cruzi in São Domingos do Capim, State of Pará, Brazil",ar,Article,Almeida V.T.,,Universidade Federal do Pará,Belem,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,106-112,,,2,0,,,,,
2-s2.0-84971327864,,,,Abamectin with fluazuron association in control of ticks Rhipicephalus microplus in naturally infested cattle,ar,Article,Coelho C.N.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,51-54,,,2,0,,,,,
2-s2.0-84971324460,,,,"Acute coccidiosis in an organic dairy farm in tropical region, Brazil",ar,Article,Floriã M.M.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,6-12,,,2,0,,,,,
2-s2.0-84971323710,,,,"Gastrointestinal parasites in domiciled dogs attended at an animal health service in Rio de Janeiro, Brazil",ar,Article,Leal P.D.S.A.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,37-44,,,7,0,,,,,
2-s2.0-84971323647,,,,"Gastrointestinal parasites in a colony of cats in the West Zone of the city of Rio de Janeiro, Brazil",ar,Article,Leal P.D.S.A.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,95-99,,,3,0,,,,,
2-s2.0-84971321295,,,,"Efficacy of 1%flumethrin ""spot-on"" in naturally infested rabbits for Psoroptes ovis",ar,Article,Da Silva D.,,Hospital Veterinário Chip Dog,Rio de Janeiro,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,1-5,,,2,0,,,,,
2-s2.0-84971294327,,,,Atopic dermatitis: A restropective study of associated factors in a dermopathic canine population,ar,Article,Do Amarante C.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,13-17,,,2,0,,,,,
2-s2.0-84971282288,,,,Eprinomectin 1%Inyectable in control of Dermatobia hominis in naturally infested cattle,ar,Article,Do Nascimento C.G.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,81-84,,,2,0,,,,,
2-s2.0-84971280421,,,,Evaluation of different parasitological techniques in the diagnosis of canine helminthiasis,ar,Article,Novaes M.T.,,Universidade Federal do Espírito Santo,Vitoria,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,71-76,,,1,0,,,,,
2-s2.0-84971277132,,,,"Blood parasites infections in domiciled dogs in an animal health service in Rio de Janeiro, Brazil",ar,Article,Leal P.D.S.A.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,55-62,,,3,0,,,,,
2-s2.0-84971272981,,,,Oil-based formulations containing arthropodpathogenic fungi to control Rhipicephalus microplus,ar,Article,Angelo I.D.C.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,18-24,,,0,0,,,,,
2-s2.0-84971265284,,,,Metarhizium anisopliae: Influence of pH on enzyme activity and control of Rhipicephalus microplus ticks,ar,Article,Marciano A.F.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2015-12-01,December 2015,Revista Brasileira De Medicina Veterinaria,01002430,21100855893,25272179,Journal,37,,,85-90,,,2,0,,,,,
