eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85121623885,10.22598/mt/2021.33.spec-issue.67,,,A quasi-experimental approach to analyzing sexual appeal and gender in advertising – evidence from brazil,ar,Article,Feitosa W.,,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",Sao Paulo,Brazil,,,,,2021-12-20,20 December 2021,Market Trziste,,21101276719,18491383,Journal,33,Special Issue,,67-80,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85085762526,10.1017/S0212610920000105,S0212610920000105,,"Mortgages, institutional reforms and the banco do brasil in the second half of the 19THcentury",ar,Article,Marcondes R.L.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-17,17 December 2021,Revista De Historia Economica Journal of Iberian and Latin American Economic History,02126109,19600157368,,Journal,39,3,,509-536,,,0,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85119904922,10.1016/j.ijbiomac.2021.11.014,S0141813021024120,34774866,Natural carbohydrate-based thermosensitive chitosan/pectin adsorbent for removal of Pb(II) from aqueous solutions,ar,Article,Araújo L.D.C.B.,,Universidade Tecnológica Federal do Paraná,Curitiba,Brazil,,,,,2021-12-15,15 December 2021,International Journal of Biological Macromolecules,01418130,17544,18790003,Journal,193,,,1813-1822,,,25,0,,,,,
2-s2.0-85120749100,10.18778/0867-5856.31.2.01,,,A fine line between red and dark: Anti-communist film-induced tourism,ar,Article,Handayani B.,,Universiti Malaysia Kelantan,Bachok,Malaysia,,,,,2021-12-03,3 December 2021,Turyzm Tourism,08675856,21101040605,20806922,Journal,31,2,,7-23,,,1,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85167797068,10.1007/s43253-021-00051-6,,,Why has the Brazilian economy stagnated in the 2010s? A Minskyan analysis of the behavior of non-financial companies in a financialized economy,re,Review,Mantoan E.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2021-12-01,December 2021,Review of Evolutionary Political Economy,26626136,21101220787,26626144,Journal,2,3,,529-550,,,6,1,all publisherfree2read repository repositoryvor,All Open Access Bronze Green,,,
2-s2.0-85147902683,10.1002/cfp2.1135,,,Predicting mortality from credit reports,ar,Article,De Giorgi G.,,Geneva School of Economics and Management,Geneva,Switzerland,,,,,2021-12-01,December 2021,Financial Planning Review,,21101215218,25738615,Journal,4,4,e1135,,,,2,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85143989426,10.1093/jiel/jgab037,,,The (In)visible Woman at the International Monetary Fund: Engendering National Economic Rule-making,ar,Article,Duran C.V.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-01,1 December 2021,Journal of International Economic Law,13693034,26836,14643758,Journal,24,4,,738-754,,,4,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85143624314,10.1093/joclec/nhab005,,,Leniency and Damage Liability for Cartel Members in Brazil,ar,Article,Pinha L.C.,,Universidade Federal Rural do Rio de Janeiro,Seropedica,Brazil,,,,,2021-12-01,1 December 2021,Journal of Competition Law and Economics,17446414,100147033,17446422,Journal,17,4,,877-902,,,1,0,,,,,
2-s2.0-85135290972,10.3390/jrfm14120596,,,The Relationship between LGBT Executives and Firms’ Value and Financial Performance,ar,Article,Lourenço I.C.,,Iscte – Instituto Universitário de Lisboa,Lisbon,Portugal,,,,,2021-12-01,December 2021,Journal of Risk and Financial Management,,21101089551,19118074,Journal,14,12,596,,,,12,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85127453160,,,,América Latina y China: ¿beneficio mutuo o dependencia?1,ar,Article,Afonso D.L.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2021-12-01,December 2021,Cepal Review,02512920,20454,16840348,Journal,2021,135,,159-176,,,0,0,,,,,
