eid,subject area code
2-s2.0-85120359474,2900
2-s2.0-85120359474,3203
2-s2.0-85120359474,2738
2-s2.0-85147186107,1100
2-s2.0-85147186107,2604
2-s2.0-85147186107,2613
2-s2.0-85147186107,2713
2-s2.0-85147186107,2739
2-s2.0-85160023405,3400
2-s2.0-85144955670,3504
2-s2.0-85144955670,3501
2-s2.0-85144955670,3506
2-s2.0-85147185908,1100
2-s2.0-85147185908,2604
2-s2.0-85147185908,2613
2-s2.0-85147185908,2713
2-s2.0-85147185908,2739
2-s2.0-85147185155,1100
2-s2.0-85147185155,2604
2-s2.0-85147185155,2613
2-s2.0-85147185155,2713
2-s2.0-85147185155,2739
2-s2.0-85147178510,1100
2-s2.0-85147178510,2604
2-s2.0-85147178510,2613
2-s2.0-85147178510,2713
2-s2.0-85147178510,2739
2-s2.0-85147177128,1100
2-s2.0-85147177128,2604
2-s2.0-85147177128,2613
2-s2.0-85147177128,2713
2-s2.0-85147177128,2739
2-s2.0-85147176805,1100
2-s2.0-85147176805,2604
2-s2.0-85147176805,2613
2-s2.0-85147176805,2713
2-s2.0-85147176805,2739
2-s2.0-85147176111,1100
2-s2.0-85147176111,2604
2-s2.0-85147176111,2613
2-s2.0-85147176111,2713
2-s2.0-85147176111,2739
2-s2.0-85144950271,2728
2-s2.0-85144950271,2746
2-s2.0-85144950271,2741
2-s2.0-85145428395,2700
2-s2.0-85142874340,2732
2-s2.0-85141521153,3614
2-s2.0-85141521153,2741
2-s2.0-85141521153,3607
2-s2.0-85120359474,2900
2-s2.0-85120359474,3203
2-s2.0-85120359474,2738
2-s2.0-105005016369,2733
2-s2.0-105005016369,2746
2-s2.0-105005016369,2703
2-s2.0-85173237069,2724
2-s2.0-85173237069,2712
2-s2.0-85173237069,1310
2-s2.0-85146186666,2404
2-s2.0-85146186666,2403
2-s2.0-85146186666,2726
2-s2.0-85146186666,2725
2-s2.0-85145069131,2745
2-s2.0-85142183130,1303
2-s2.0-85142183130,2403
2-s2.0-85142183130,2720
2-s2.0-85142183130,1307
2-s2.0-85160077545,2746
2-s2.0-85160077545,2735
2-s2.0-85146140808,2715
2-s2.0-85145328794,2730
2-s2.0-85145328794,2715
2-s2.0-85125200858,2701
2-s2.0-85125200858,2916
2-s2.0-85121912758,2701
2-s2.0-85121912758,2916
2-s2.0-85117409416,2713
2-s2.0-85117409416,2726
2-s2.0-85117409416,2725
2-s2.0-85117385244,2713
2-s2.0-85117385244,2726
2-s2.0-85117385244,2725
2-s2.0-85113922888,2713
2-s2.0-85113922888,2726
2-s2.0-85113922888,2725
2-s2.0-85106986291,2728
2-s2.0-85106986291,2738
2-s2.0-85188523049,2746
2-s2.0-85188523049,2732
2-s2.0-85144636728,2700
2-s2.0-85143753423,2728
2-s2.0-85143753423,2716
2-s2.0-85142400820,2700
2-s2.0-85129650107,2746
2-s2.0-85129650107,2732
2-s2.0-85145909746,3004
2-s2.0-85145909746,2736
2-s2.0-85145904920,2739
2-s2.0-85145743762,2712
2-s2.0-85145731052,2712
2-s2.0-85145726223,2808
2-s2.0-85145726223,2728
2-s2.0-85144637842,2700
2-s2.0-85144637034,2700
2-s2.0-85143988068,1602
2-s2.0-85143988068,1313
2-s2.0-85143988068,3004
2-s2.0-85143988068,3003
2-s2.0-85143988068,3002
2-s2.0-85143988068,2707
2-s2.0-85143988068,1605
2-s2.0-85142796741,3100
2-s2.0-85142796741,1100
2-s2.0-85142796741,1300
2-s2.0-85142796741,2700
2-s2.0-85142796741,2200
2-s2.0-85142118621,2701
2-s2.0-85142118621,2916
2-s2.0-85142118621,2739
2-s2.0-85121974751,2739
2-s2.0-85116145848,2713
2-s2.0-85116145848,2726
2-s2.0-85116145848,2725
2-s2.0-85152186699,2000
2-s2.0-85152186699,1400
2-s2.0-85152186699,2200
2-s2.0-85152186699,1100
2-s2.0-85152186699,1300
2-s2.0-85152186699,2700
2-s2.0-85145891242,2404
2-s2.0-85145891242,2403
2-s2.0-85145891242,2726
2-s2.0-85145891242,2725
2-s2.0-85145744343,2404
2-s2.0-85145744343,2726
2-s2.0-85145730242,2404
2-s2.0-85145730242,2726
2-s2.0-85145709387,2700
2-s2.0-85145701818,2739
2-s2.0-85145677712,2739
2-s2.0-85145675451,2404
2-s2.0-85145675451,2403
2-s2.0-85145675451,2726
2-s2.0-85145675451,2725
2-s2.0-85145669270,2700
2-s2.0-85145657405,2700
2-s2.0-85145598582,2738
2-s2.0-85145498784,1305
2-s2.0-85145498784,1502
2-s2.0-85145498784,2722
2-s2.0-85145498784,2204
2-s2.0-85142576837,2700
2-s2.0-85142576837,1300
2-s2.0-85142576837,1100
2-s2.0-85142576837,2200
2-s2.0-85145612068,2746
2-s2.0-85145612068,2732
2-s2.0-85145612068,2725
2-s2.0-85145601812,3612
2-s2.0-85145601812,2737
2-s2.0-85145504081,2723
2-s2.0-85145504081,2403
2-s2.0-85145502426,2723
2-s2.0-85145502426,2403
2-s2.0-85145500091,2404
2-s2.0-85145500091,2403
2-s2.0-85145500091,2726
2-s2.0-85145500091,2725
2-s2.0-85144598512,2723
2-s2.0-85144598512,2403
2-s2.0-85144598512,1313
2-s2.0-85144598512,2730
2-s2.0-85144598512,3004
2-s2.0-85144598512,1306
2-s2.0-85118294132,2739
2-s2.0-85145477037,3004
2-s2.0-85145477037,2736
2-s2.0-85144749474,2700
2-s2.0-85144596883,2727
2-s2.0-85144596883,2705
2-s2.0-85144588641,2705
2-s2.0-85144588641,2737
2-s2.0-85144456921,2705
2-s2.0-85144456921,2737
2-s2.0-85122409775,2719
2-s2.0-85122405785,2719
2-s2.0-85145417402,2738
2-s2.0-85145407761,2404
2-s2.0-85145407761,2726
2-s2.0-85145397553,2712
2-s2.0-85145396959,1106
2-s2.0-85145396959,2712
2-s2.0-85145396959,2916
2-s2.0-85145370149,1314
2-s2.0-85145370149,2737
2-s2.0-85145366853,2404
2-s2.0-85145366853,2403
2-s2.0-85145366853,2726
2-s2.0-85145366853,2725
2-s2.0-85144356224,1305
2-s2.0-85144356224,1303
2-s2.0-85144356224,1301
2-s2.0-85144356224,1311
2-s2.0-85144356224,2741
2-s2.0-85144356224,1706
2-s2.0-85129256643,2701
2-s2.0-85102832152,3202
2-s2.0-85102832152,2738
2-s2.0-85144584653,2700
2-s2.0-85144037560,2700
2-s2.0-85143975205,2700
2-s2.0-85121602157,2701
2-s2.0-85121602157,2916
2-s2.0-85121602157,2739
2-s2.0-85174844937,3304
2-s2.0-85174844937,2739
2-s2.0-85174823816,3304
2-s2.0-85174823816,2739
2-s2.0-85168345799,2729
2-s2.0-85145480770,2700
2-s2.0-85145417385,2700
2-s2.0-85145404273,3004
2-s2.0-85145404273,2736
2-s2.0-85145390923,1314
2-s2.0-85145390923,2737
2-s2.0-85145384280,1106
2-s2.0-85145384280,2712
2-s2.0-85145384280,2916
2-s2.0-85145335629,2739
2-s2.0-85144567301,2700
2-s2.0-85144556195,2700
2-s2.0-85144491326,2700
2-s2.0-85144481122,2700
2-s2.0-85113155085,2713
2-s2.0-85113155085,2726
2-s2.0-85113155085,2725
2-s2.0-85174641485,2715
2-s2.0-85153763200,2726
2-s2.0-85153763200,2725
2-s2.0-85145385709,2800
2-s2.0-85145385709,2700
2-s2.0-85145385709,1300
2-s2.0-85145385709,1100
2-s2.0-85145308127,2404
2-s2.0-85145308127,2726
2-s2.0-85145269083,2808
2-s2.0-85145269083,2728
2-s2.0-85145259732,3206
2-s2.0-85145259732,2808
2-s2.0-85145259732,2738
2-s2.0-85145259732,2803
2-s2.0-85145259732,2802
2-s2.0-85145239224,2723
2-s2.0-85145239224,2403
2-s2.0-85145238451,1313
2-s2.0-85145238451,1311
2-s2.0-85145238451,2716
2-s2.0-85145198374,3004
2-s2.0-85145198374,2736
2-s2.0-85145160820,1106
2-s2.0-85145160820,2712
2-s2.0-85145160820,2916
2-s2.0-85144588995,2726
2-s2.0-85144588995,2725
2-s2.0-85144587737,2700
2-s2.0-85144586260,2731
2-s2.0-85144585300,2700
