eid,subject area code
2-s2.0-85126283743,2900
2-s2.0-85184417940,1306
2-s2.0-85184417940,2730
2-s2.0-85122109236,3400
2-s2.0-85123529769,3500
2-s2.0-85123461278,1106
2-s2.0-85123461278,2916
2-s2.0-85101133745,2701
2-s2.0-85101133745,2916
2-s2.0-85100319747,2701
2-s2.0-85100319747,2916
2-s2.0-85105157717,2701
2-s2.0-85105157717,2916
2-s2.0-85105157717,2739
2-s2.0-85105128837,2701
2-s2.0-85105128837,2916
2-s2.0-85105128837,2739
2-s2.0-85106980880,2701
2-s2.0-85106980880,2916
2-s2.0-85106980880,2739
2-s2.0-85122486314,1106
2-s2.0-85122486314,2712
2-s2.0-85122486314,2916
2-s2.0-85122483344,1106
2-s2.0-85122483344,2712
2-s2.0-85122483344,2916
2-s2.0-85116364496,2701
2-s2.0-85116364496,2916
2-s2.0-85116364496,2739
2-s2.0-85104505693,2701
2-s2.0-85104505693,2916
2-s2.0-85104505693,2739
2-s2.0-85119982218,2711
2-s2.0-85119982218,2907
2-s2.0-85122074124,1106
2-s2.0-85122074124,2712
2-s2.0-85122074124,2916
2-s2.0-85112837348,2701
2-s2.0-85112837348,2916
2-s2.0-85112837348,2739
2-s2.0-85121980688,1106
2-s2.0-85121980688,2712
2-s2.0-85121980688,2916
2-s2.0-85102469282,2701
2-s2.0-85102469282,2916
2-s2.0-85100429602,2701
2-s2.0-85100429602,2916
2-s2.0-85096305983,2701
2-s2.0-85096305983,2916
2-s2.0-85104277995,2701
2-s2.0-85104277995,2916
2-s2.0-85104277995,2739
2-s2.0-85121747991,1106
2-s2.0-85121747991,2712
2-s2.0-85121747991,2916
2-s2.0-85121716415,1106
2-s2.0-85121716415,2712
2-s2.0-85121716415,2916
2-s2.0-85100744788,2701
2-s2.0-85100744788,2916
2-s2.0-85100744788,2739
2-s2.0-85121738229,1106
2-s2.0-85121738229,2712
2-s2.0-85121738229,2916
2-s2.0-85115163178,2701
2-s2.0-85115163178,2916
2-s2.0-85115163178,2739
2-s2.0-85103910963,2701
2-s2.0-85103910963,2916
2-s2.0-85103910963,2739
2-s2.0-85112318272,2701
2-s2.0-85112318272,2916
2-s2.0-85112318272,2739
2-s2.0-85123280965,2900
2-s2.0-85109412916,2701
2-s2.0-85109412916,2916
2-s2.0-85109412916,2739
2-s2.0-85178602976,3306
2-s2.0-85178602976,2701
2-s2.0-85178602976,2916
2-s2.0-85178027768,3306
2-s2.0-85178027768,2910
2-s2.0-85178027768,1201
2-s2.0-85178027768,2719
2-s2.0-85165623400,3200
2-s2.0-85165623400,2806
2-s2.0-85165623400,1105
2-s2.0-85165623400,3300
2-s2.0-85165623400,2921
2-s2.0-85165623400,2805
2-s2.0-85164384261,3200
2-s2.0-85164384261,2806
2-s2.0-85164384261,1105
2-s2.0-85164384261,3300
2-s2.0-85164384261,2921
2-s2.0-85164384261,2805
2-s2.0-85148567702,2903
2-s2.0-85148567702,3505
2-s2.0-85148567702,3504
2-s2.0-85138925297,2900
2-s2.0-85137353466,2701
2-s2.0-85137353466,1106
2-s2.0-85137353466,2916
2-s2.0-85137136671,2735
2-s2.0-85137136671,2729
2-s2.0-85137136671,2913
2-s2.0-85128418133,2900
2-s2.0-85128353188,2900
2-s2.0-85128351804,2900
2-s2.0-85128098890,2900
2-s2.0-85124594599,1106
2-s2.0-85124594599,2916
2-s2.0-85124044238,1106
2-s2.0-85124044238,2916
2-s2.0-85124013394,1106
2-s2.0-85124013394,2916
2-s2.0-85124007980,1106
2-s2.0-85124007980,2916
2-s2.0-85123999763,1106
2-s2.0-85123999763,2916
2-s2.0-85123981383,1106
2-s2.0-85123981383,2916
2-s2.0-85123233126,2746
2-s2.0-85123233126,2706
2-s2.0-85123233126,2914
2-s2.0-85123233126,2703
2-s2.0-85122904404,2905
2-s2.0-85122714409,3603
2-s2.0-85122714409,2707
2-s2.0-85122714409,2902
2-s2.0-85122488152,3612
2-s2.0-85122488152,2742
2-s2.0-85122488152,2909
2-s2.0-85122488152,2717
2-s2.0-85122488043,3612
2-s2.0-85122488043,2742
2-s2.0-85122488043,2909
2-s2.0-85122488043,2717
2-s2.0-85122487957,3612
2-s2.0-85122487957,2742
2-s2.0-85122487957,2909
2-s2.0-85122487957,2717
2-s2.0-85122297675,2739
2-s2.0-85122297675,2724
2-s2.0-85122297675,2713
2-s2.0-85122297675,2701
2-s2.0-85122297675,2903
2-s2.0-85122166600,2724
2-s2.0-85122166600,2701
2-s2.0-85122166600,2739
2-s2.0-85122166600,2901
2-s2.0-85122154227,2701
2-s2.0-85122154227,2916
2-s2.0-85122136546,2701
2-s2.0-85122136546,2916
2-s2.0-85122111780,2724
2-s2.0-85122111780,2701
2-s2.0-85122111780,2739
2-s2.0-85122111780,2901
2-s2.0-85121643851,2724
2-s2.0-85121643851,2712
2-s2.0-85121643851,2902
2-s2.0-85121330521,2911
2-s2.0-85121330521,2719
2-s2.0-85121330521,2718
2-s2.0-85121330521,3605
2-s2.0-85121326043,1106
2-s2.0-85121326043,2916
2-s2.0-85121318263,2911
2-s2.0-85121318263,2719
2-s2.0-85121318263,2718
2-s2.0-85121318263,3605
2-s2.0-85121316622,2718
2-s2.0-85121316622,2719
2-s2.0-85121316622,3605
2-s2.0-85121316622,2911
2-s2.0-85121305207,1106
2-s2.0-85121305207,2916
2-s2.0-85121054959,2728
2-s2.0-85121054959,2705
2-s2.0-85121054959,2902
2-s2.0-85121053270,1106
2-s2.0-85121053270,2916
2-s2.0-85120998327,1106
2-s2.0-85120998327,2701
2-s2.0-85120998327,2916
2-s2.0-85120909064,1106
2-s2.0-85120909064,2712
2-s2.0-85120909064,1303
2-s2.0-85120909064,1314
2-s2.0-85120909064,2916
2-s2.0-85120909064,2739
2-s2.0-85120882504,1106
2-s2.0-85120882504,2712
2-s2.0-85120882504,1303
2-s2.0-85120882504,1314
2-s2.0-85120882504,2916
2-s2.0-85120882504,2739
2-s2.0-85120850301,2900
2-s2.0-85120745955,2921
2-s2.0-85120745955,2719
2-s2.0-85120745955,2739
2-s2.0-85120745955,2738
2-s2.0-85120745884,1106
2-s2.0-85120745884,2712
2-s2.0-85120745884,1303
2-s2.0-85120745884,1314
2-s2.0-85120745884,2916
2-s2.0-85120745884,2739
2-s2.0-85120705964,2701
2-s2.0-85120705964,3612
2-s2.0-85120705964,2916
2-s2.0-85120701158,2921
2-s2.0-85120700360,2911
2-s2.0-85120700360,2739
2-s2.0-85120682190,1106
2-s2.0-85120682190,2712
2-s2.0-85120682190,1303
2-s2.0-85120682190,1314
2-s2.0-85120682190,2916
