eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85139722791,10.1016/j.ces.2022.118167,S0009250922007515,,Numerical analysis of hydrodynamic and thermal characteristics of three inside channel configurations of a plate and shell heat exchanger (PSHE),ar,Article,Tascheck B.L.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2022-12-31,31 December 2022,Chemical Engineering Science,00092509,16413,,Journal,264,,118167,,,,3,0,,,,,
2-s2.0-85139330511,10.1016/j.ces.2022.118153,S0009250922007370,,Supersensitive nanothermometer based on CdSe/CdSxSe1-x magic-sized quantum dots with in vivo low toxicity,ar,Article,Silva J.F.,,Universidade Federal de Alagoas,Maceio,Brazil,,,,,2022-12-31,31 December 2022,Chemical Engineering Science,00092509,16413,,Journal,264,,118153,,,,13,0,,,,,
2-s2.0-85144330931,10.1021/acs.orglett.2c03531,,36521009,"Metabolomics Reveals a 26-Membered Macrolactone Produced by Endophytic Colletotrichum spp. from Alcatrazes Island, Brazil",ar,Article,Takaki M.,,Universidade de São Paulo;Simon Fraser University,Sao Paulo;Burnaby,Brazil;Canada,,,,,2022-12-30,30 December 2022,Organic Letters,15237060,26396,15237052,Journal,24,51,,9381-9385,,,4,0,,,,,
2-s2.0-85143993851,10.1201/9781003206385-2,,,Green approaches to catalytic processes under alternative reaction media,ch,Book Chapter,Pereira M.M.,,Universidade de Coimbra,Coimbra,Portugal,,,,,2022-12-30,30 December 2022,Advanced Materials for A Sustainable Environment Development Strategies and Applications,,21101126096,,Book,,,,25-56,,,0,0,,,,,
2-s2.0-85143993214,10.1201/9781003206385-4,,,Nano-engineered hybrid materials for decontamination of hazardous organics,ch,Book Chapter,Horta I.M.,,Instituto Tecnologico de Aeronautica,Sao Jose dos Campos,Brazil,,,,,2022-12-30,30 December 2022,Advanced Materials for A Sustainable Environment Development Strategies and Applications,,21101126096,,Book,,,,77-99,,,0,0,,,,,
2-s2.0-85142421286,10.1016/j.fochx.2022.100489,S2590157522002875,,Synergic effect of natural deep eutectic solvent and high-intensity ultrasound on obtaining a ready-to-use genipin extract: Crosslinking and anti-neurodegenerative properties,ar,Article,Isabel Landim Neves M.,,Consejo Superior de Investigaciones Científicas;Universidade Estadual de Campinas,Madrid;Campinas,Spain;Brazil,,,,,2022-12-30,30 December 2022,Food Chemistry X,,21100896855,25901575,Journal,16,,100489,,,,9,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85141844233,10.1002/rcm.9407,,36169595,Accelerated synthesis of phthalimide derivatives: Intrinsic reactivity of diamines towards phthalic anhydride evaluated by paper spray ionization mass spectrometry,ar,Article,de Paula C.C.A.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2022-12-30,30 December 2022,Rapid Communications in Mass Spectrometry,09514198,24088,10970231,Journal,36,24,e9407,,,,4,0,,,,,
2-s2.0-85140748111,10.1016/j.fochx.2022.100465,S2590157522002632,,"The role of emerging technologies in the dehydration of berries: Quality, bioactive compounds, and shelf life",re,Review,Pateiro M.,,Fundación Centro Tecnolóxico da Carne,San Cibrao das Vinas,Spain,,,,,2022-12-30,30 December 2022,Food Chemistry X,,21100896855,25901575,Journal,16,,100465,,,,52,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85146258573,10.1039/d2ta07196g,,,Recent advances in Ru-based electrocatalysts for oxygen evolution reaction,re,Review,Ying J.,,Sun Yat-Sen University,Guangzhou,China,,,,,2022-12-29,29 December 2022,Journal of Materials Chemistry A,20507488,21100232403,20507496,Journal,11,4,,1634-1650,,,104,0,,,,,
2-s2.0-85144352187,10.1021/acs.jpcb.2c05427,,36534784,"Molecular Modeling, Virtual Screening, and Molecular Dynamics for Leishmania infantum Methionyl-tRNA Synthetase",ar,Article,Teles H.R.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2022-12-29,29 December 2022,Journal of Physical Chemistry B,15206106,26970,15205207,Journal,126,51,,10834-10843,,,4,0,,,,,
2-s2.0-85144264946,10.1021/acs.jpcb.2c07031,,36519977,Coordinate-Dependent Drift-Diffusion Reveals the Kinetic Intermediate Traps of Top7-Based Proteins,ar,Article,Oliveira R.J.d.,,Universidade Federal do Triangulo Mineiro,Uberaba,Brazil,,,,,2022-12-29,29 December 2022,Journal of Physical Chemistry B,15206106,26970,15205207,Journal,126,51,,10854-10869,,,2,0,,,,,
