eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85138457044,10.1016/j.apsusc.2022.154943,S0169433222024710,,Tuning the photoconductivity of Co3O4 thin films by defect engineering,ar,Article,Luiza Costa Silva A.,,Universidade Federal de São Carlos,Sao Carlos,Brazil,,,,,2022-12-30,30 December 2022,Applied Surface Science,01694332,28983,,Journal,606,,154943,,,,6,0,,,,,
2-s2.0-85138456295,10.1016/j.apsusc.2022.154952,S0169433222024801,,Enhanced photocatalysis on graphitic carbon nitride sensitized with gold nanoparticles for photoelectrochemical immunosensors,ar,Article,Bott Neto J.L.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2022-12-30,30 December 2022,Applied Surface Science,01694332,28983,,Journal,606,,154952,,,,13,1,,,,,
2-s2.0-85138063201,10.1016/j.apsusc.2022.154740,S0169433222022681,,Nitrogenated Holey Graphene (C2N-h2D): An excellent sensor for neurotransmitter amino acids,ar,Article,de Sousa G.M.,,Universidade Federal do Maranhão,Sao Luis,Brazil,,,,,2022-12-30,30 December 2022,Applied Surface Science,01694332,28983,,Journal,606,,154740,,,,2,0,,,,,
2-s2.0-85144605246,10.1063/5.0115572,,,Unveiling the strain and structural ferroelectric phase transition induced by temperature in lead titanate perovskite modified with 40% of calcium,ar,Article,Ribeiro Galão L.,,Universidade Estadual de Campinas;Laboratorio Nacional de Luz Sincrotron,Campinas;Campinas,Brazil;Brazil,,,,,2022-12-28,28 December 2022,Journal of Applied Physics,00218979,28132,10897550,Journal,132,24,244101,,,,1,0,,,,,
2-s2.0-85142295523,10.1017/S143192762201234X,S143192762201234X,,Morphological characterization of the digestive tube of hawksbill sea turtle (Eretmochelys imbricata) hatchlings,ar,Article,De Oliveira R.E.M.,,Universidade Federal Rural do Semi-Árido;Universidade do Estado do Rio Grande do Norte;Center for Environmental Studies and Monitoring (CEMAM),Mossoro;Mossoro;Areia Branca,Brazil;Brazil;Brazil,,,,,2022-12-27,27 December 2022,Microscopy and Microanalysis,14319276,20931,14358115,Journal,28,6,,2138-2149,,,2,0,,,,,
2-s2.0-85142268702,10.1017/S1431927622012399,S1431927622012399,,Application of Microscopy in the Quality Control of Licorice Roots: Comparative Anatomy of the Roots and Rhizomes of Five Species of Glycyrrhiza,ar,Article,Raman V.,,University of Mississippi School of Pharmacy,University,United States,,,,,2022-12-27,27 December 2022,Microscopy and Microanalysis,14319276,20931,14358115,Journal,28,6,,2150-2166,,,3,0,,,,,
2-s2.0-85145870171,10.1103/PhysRevLett.129.261102,,36608207,Quantum Fluxes at the Inner Horizon of a Spinning Black Hole,ar,Article,Zilberman N.,,Technion - Israel Institute of Technology,Haifa,Israel,,,,,2022-12-23,23 December 2022,Physical Review Letters,,29150,10797114,Journal,129,26,,261102,,,22,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85142796741,,,,Dental image analysis: Where deep learning meets dentistry,ch,Book Chapter,Silva B.,,Universidade Federal da Bahia,Salvador,Brazil,,,,,2022-12-23,23 December 2022,Convolutional Neural Networks for Medical Image Processing Applications,,21101123048,,Book,,,,170-195,,,0,0,,,,,
2-s2.0-85142474151,10.1088/1361-6463/ac9b6d,,,Affecting the structure of skyrmions using ferromagnetic nanodisks with inhomogeneous properties: switching skyrmion helicity and polarity,ar,Article,Silva R.L.,,Universidade Federal do Espírito Santo,Vitoria,Brazil,,,,,2022-12-22,22 December 2022,Journal of Physics D Applied Physics,00223727,28570,13616463,Journal,56,1,015001,,,,1,0,,,,,
2-s2.0-85138453247,10.1016/j.jsv.2022.117292,S0022460X22004758,,Investigating the stochastic dispersion of 2D engineered frame structures under symmetry of variability,ar,Article,Ribeiro L.H.M.S.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2022-12-22,22 December 2022,Journal of Sound and Vibration,0022460X,13030,10958568,Journal,541,,117292,,,,7,0,,,,,
