eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85077311289,10.1073/pnas.1909696116,,31822620,Valproic acid interactions with the NavMs voltage-gated sodium channel,ar,Article,Zanatta G.,,"Universidade Federal do Ceará;Birkbeck, University of London",Fortaleza;London,Brazil;United Kingdom,,,,,2019-12-26,26 December 2019,Proceedings of the National Academy of Sciences of the United States of America,00278424,21121,10916490,Journal,116,52,,26549-26554,,,29,1,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85076706455,10.1126/sciadv.aba2949,,32064324,Amazon tipping point: Last chance for action,ed,Editorial,Lovejoy T.E.,,George Mason University,Fairfax,United States,,,,,2019-12-20,20 December 2019,Science Advances,,21100457028,23752548,Journal,5,12,eaba2949,,,,161,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85076876629,10.1073/pnas.1920071116,,31818939,Erratum: An open challenge to advance probabilistic forecasting for dengue epidemics (Proceedings of the National Academy of Sciences of the United States of America (2019) DOI: 10.1073/pnas.1909865116),er,Erratum,Johansson M.A.,,Harvard T.H. Chan School of Public Health;Centers for Disease Control and Prevention San Juan,Boston;San Juan,United States;Puerto Rico,,,,,2019-12-17,17 December 2019,Proceedings of the National Academy of Sciences of the United States of America,00278424,21121,10916490,Journal,116,51,,26087-26088,,,2,1,all publisherfree2read repository repositoryvor repositoryam,All Open Access Bronze Green,,,
2-s2.0-85076710275,10.1073/pnas.1902483116,,31796595,"Characterization of the activity, aggregation, and toxicity of heterodimers of WT and ALS-associated mutant Sod1",ar,Article,de Araújo Brasil A.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2019-12-17,17 December 2019,Proceedings of the National Academy of Sciences of the United States of America,00278424,21121,10916490,Journal,116,51,,25991-26000,,,49,0,,,,,
2-s2.0-85076487684,10.1142/S0218127419501888,,,Complex Networks Approach for Dynamical Characterization of Nonlinear Systems,ar,Article,Freitas V.,,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,Brazil,,,,,2019-12-15,15 December 2019,International Journal of Bifurcation and Chaos,02181274,12337,,Journal,29,13,1950188,,,,7,0,,,,,
2-s2.0-85175631958,,,,The development of a research project as an active learning strategy in basic education,ar,Article,Mejolaro J.C.,,Escola Municipal de Ensino Fundamental Ulysses Leonel de Gasperi SMED,Bento Goncalves,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,17-22,,,0,0,,,,,
2-s2.0-85171571486,,,,Libertarianism in Power: an analysis of the possible impact of libertarian thought on public management in Caxias do Sul,ar,Article,de Rossi Molina J.,,Graduação em Administração de Empresas (UCS),,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,8-16,,,0,0,,,,,
2-s2.0-85171569774,,,,Overcoming challenges in the realization of TCCs: reflections based on Georges Snyders' conception of joy,ar,Article,da Cunha G.F.,,Universidade Caxias do Sul,Caxias do Sul,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,47-54,,,0,0,,,,,
2-s2.0-85171554832,,,,Unethical Behavior in Traffic,ar,Article,Fedrigo C.A.,,Universidade de Caxias do Sul,Caxias do Sul,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,2-7,,,0,0,,,,,
2-s2.0-85171539135,,,,Strengthening student literacy: a didactic sequence using digital technologies,ar,Article,Rolli Bevilaqua A.,,Centro Universitário Uni Carioca,,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,37-46,,,0,0,,,,,
2-s2.0-85171535521,,,,Characterization of the psychology service clientele of a public higher education institution,ar,Article,de Sousa L.E.E.M.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,31-36,,,0,0,,,,,
2-s2.0-85101329612,,,,Behavioral study of Eira barbara (Carnivora: Mustelidae) in captivity conditions,ar,Article,Panizzon P.,,Universidade de Caxias do Sul,Caxias do Sul,Brazil,,,,,2019-12-12,12 December 2019,Revista Interdisciplinar De Ciencia Aplicada,,21101178120,25253824,Journal,4,8,,23-30,,,3,0,,,,,
2-s2.0-85076637084,10.1126/sciadv.aaw1715,,31844658,MiR-23~27~24–mediated control of humoral immunity reveals a TOX-driven regulatory circuit in follicular helper T cell differentiation,ar,Article,Wu C.J.,,School of Biological Sciences,La Jolla,United States,,,,,2019-12-11,11 December 2019,Science Advances,,21100457028,23752548,Journal,5,12,eaaw1715,,,,29,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85076274273,10.1126/science.aax9387,,31806811,Extinction filters mediate the global effects of habitat fragmentation on animals,ar,Article,Betts M.G.,,Oregon State University,Corvallis,United States,,,,,2019-12-06,6 December 2019,Science,00368075,23571,10959203,Journal,366,6470,,1236-1239,,,206,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85153010014,10.1016/j.heliyon.2019.e02553,S2405844019362139,,"Adsorption kinetic and thermodynamic studies of the 2, 4 – dichlorophenoxyacetate (2,4-D) by the [Co–Al–Cl] layered double hydroxide",ar,Article,Calisto J.S.,,Universidade Federal de Uberlândia,Uberlandia,Brazil,,,,,2019-12-01,December 2019,Heliyon,24058440,21100411756,,Journal,5,12,e02553,,,,56,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
