eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85136967310,10.4018/978-1-7998-0214-3.ch010,,,High-performance work systems in a cross-cultural context: A comparison between Sweden and Brazil,ch,Book Chapter,Baniski G.M.,,Universidade Estadual de Ponta Grossa,Ponta Grossa,Brazil,,,,,2019-12-27,27 December 2019,Examining Cultural Perspectives in A Globalized World,,21101104822,,Book,,,,238-266,,,0,0,,,,,
2-s2.0-85130263048,10.4018/978-1-7998-1947-9.ch022,,,The management of social media and the relationship with the client from the perspective of the Managers of Small Hotels in a City in Brazil,ch,Book Chapter,Boaria F.,,Universidade Federal do Rio Grande,Rio Grande,Brazil,,,,,2019-12-27,27 December 2019,Handbook of Research on Social Media Applications for the Tourism and Hospitality Sector,,21101089354,,Book,,,,385-403,,,0,0,,,,,
2-s2.0-85130237258,10.4018/978-1-7998-1947-9.ch009,,,The Discount effect in food and beverage advertising and instagram's likes power: An experimental study,ch,Book Chapter,Furtado N.G.,,Universidade de Aveiro,Aveiro,Portugal,,,,,2019-12-27,27 December 2019,Handbook of Research on Social Media Applications for the Tourism and Hospitality Sector,,21101089354,,Book,,,,136-148,,,0,0,,,,,
2-s2.0-85203685518,10.35869/ces.v0i41.1486,,,PUBLIC OWNERSHIP BY COOPERATIVES OF WORK: A CRITICAL LOOK AT THE CONTROVERSY VISION OF THE BRAZILIAN 5TH REGION REGIONAL COURT OF WORK,ar,Article,Do Amaral Duarte P.H.S.F.,,Instituto Brasileiro de Estudos em Cooperativismo (IBECOOP);Instituto dos Advogados do Brasil (IAB).,;,Brazil;Brazil,,,,,2019-12-26,26 December 2019,Cooperativismo E Economia Social,11302682,21101081522,26606348,Journal,2019,41,,93-129,,,0,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-105010997810,10.1002/9781119551973.ch10,,,PayTech regulation trends,ch,Book Chapter,Esin B.J.,,Brazilian Bar Association,,Brazil,,,,,2019-12-23,23 December 2019,Paytech Book the Payment Technology Handbook for Investors Entrepreneurs and Fintech Visionaries,,21101313429,,Book,,,,34-36,,,2,0,,,,,
2-s2.0-85078495952,10.5216/ag.v13i3.58269,,,Prison staff cooptation as means of integrating the prisons into the external territorial networks of drug trafficking in state of pará,ar,Article,Netto R.M.R.,,Universidade Federal do Pará,Belem,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,157-174,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85078490250,10.5216/ag.v13i3.55143,,,The use of games by geography teachers in basic education,ar,Article,De Oliveira T.P.,,Universidade Estadual de Maringá,Maringa,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,66-83,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85078486548,10.5216/ag.v13i3.58416,,,"Geography, landscape, literature and geoheritage in the works of guimarães rosa",ar,Article,Vania Kele Evangelista P.,,Centro Federal de Educacao Tecnologica de Minas Gerais,Belo Horizonte,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,112-137,,,2,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85078482970,10.5216/ag.v13i3.59736,,,Élisée reclus and the circle of anarchist geographers (1872-1890),ar,Article,Cirqueira J.V.,,"Instituto Federal De Educação, Ciencia E Tecnologia De Brasilia - IFB",Brasília,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,84-99,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85078459922,10.5216/ag.v13i3.54443,,,"Classification of ecosystems services provided by wetlands in the estuarine zone of the piancó-piranhas-açu river (Northeast, brazil)",ar,Article,Saldanha D.S.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,263-282,,,3,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85078458192,10.5216/ag.v13i3.54111,,,Appropriation of the agroecological speech by the resignified organic agriculture,ar,Article,Andrade V.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2019-12-20,20 December 2019,Atelie Geografico,,21100927903,19821956,Journal,13,3,,209-228,,,0,1,all publisherfullgold,All Open Access Gold,,,
