eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85079441490,10.1075/sll.00036.lou,,,"Verb agreement in Brazilian Sign Language Morphophonology, syntax & semantics (Universidade Federal de Minas Gerais, 2018)",ar,Article,Lourenço G.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2019-12-31,31 December 2019,Sign Language and Linguistics Online,13879316,5800207868,1569996X,Journal,22,2,,275-281,,,0,0,,,,,
2-s2.0-85179744196,10.11606/issn.2178-0447.ars.2019.146488,,,Seduced by the past: critic as a source for the dance history,ar,Article,Guarato R.,,Universidade Federal de Goiás,Goiania,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,227-243,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85172171457,10.11606/issn.2178-0447.ars.2019.154437,,,Musical iconography in Henri Rousseau’s work,ar,Article,Lima A.F.F.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,163-181,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85170253167,10.11606/issn.2178-0447.ars.2019.163101,,,“Key-hole art”: Samuel Beckett and the Television Play,ar,Article,Gatti L.,,Universidade Federal de São Paulo,Sao Paulo,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,197-225,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85169133334,10.11606/issn.2178-0447.ars.2019.162022,,,Between Heaven and Earth: the (Neo)concrete Sculptures of Franz Weissmann from the 1950s,ar,Article,da Silva R.R.,,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,105-142,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85169085378,10.11606/issn.2178-0447.ars.2019.159755,,,Aesthetic-Dialogical Experiences in Art-Activism,ar,Article,Machado I.d.A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,45-74,,,1,0,,,,,
2-s2.0-85168947533,10.11606/issn.2178-0447.ars.2019.164782,,,Everything and nothing: notes on the work of Antonio Dias from 1968 to 1971,ar,Article,Casares Rivetti L.C.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2019-12-30,30 December 2019,Ars Sao Paulo,16785320,21101174185,21780447,Journal,17,37,,75-103,,,1,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85166976721,10.24885/sab.v32i2.690,,,"MATERIALS AND FLOWS IN THE COLONIAL AMAZON: EVIDENCE OF THE PRESENCE OF ENSLAVED AFRICANS IN THE ALDEIA SITE [SANTAREM, PARA]",ar,Article,Muniz T.S.A.,,Linnaeus University,,Brazil,,,,,2019-12-30,30 December 2019,Revista De Arqueologia,01020420,21101168865,19821999,Journal,32,2,,16-35,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85166974603,10.24885/sab.v32i2.714,,,RESCUING THE MEMORY OF PADBERG-DRENKPOL'S DOCUMENTAL ARCHIVE ABOUT THE ARCHAEOLOGICAL SITE LAPA MORTUARIA DE CONFINS (REGION OF LAGOA SANTA - MG],ar,Article,Tavares V.,,Museu Nacional,S. Cristovao,Brazil,,,,,2019-12-30,30 December 2019,Revista De Arqueologia,01020420,21101168865,19821999,Journal,32,2,,135-148,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85154621348,10.24885/sab.v32i2.710,,,CALIBRATION OF RADIOCARBON AGES IN COASTAL SITES,ar,Article,Scheel-Ybert R.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2019-12-30,30 December 2019,Revista De Arqueologia,01020420,21101168865,19821999,Journal,32,2,,119-134,,,8,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
